Causa de muerte (lista reducida);Mes de defunción;Sexo;Periodo;Total
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Mujeres;2019;18
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Mujeres;2018;29
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Hombres;2022;17
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Hombres;2021;18
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Hombres;2020;20
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Hombres;2019;26
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Hombres;2018;33
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Mujeres;2022;17
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Mujeres;2021;23
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Mujeres;2020;14
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Mujeres;2019;28
082 XVI.Afecciones originadas en el periodo perinatal;Mayo;Mujeres;2018;15
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Hombres;2022;33
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Hombres;2021;27
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Hombres;2020;25
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Hombres;2019;30
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Hombres;2018;25
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Mujeres;2022;19
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Mujeres;2021;17
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Mujeres;2020;19
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Mujeres;2019;21
082 XVI.Afecciones originadas en el periodo perinatal;Junio;Mujeres;2018;13
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Hombres;2022;31
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Hombres;2021;30
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Hombres;2020;27
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Hombres;2019;33
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Hombres;2018;41
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Mujeres;2022;13
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Mujeres;2021;18
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Mujeres;2020;24
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Mujeres;2019;23
082 XVI.Afecciones originadas en el periodo perinatal;Julio;Mujeres;2018;23
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Hombres;2022;30
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Hombres;2021;38
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Hombres;2020;21
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Hombres;2019;26
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Hombres;2018;29
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Mujeres;2022;23
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Mujeres;2021;26
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Mujeres;2020;21
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Mujeres;2019;18
082 XVI.Afecciones originadas en el periodo perinatal;Agosto;Mujeres;2018;20
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Hombres;2022;30
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Hombres;2021;31
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Hombres;2020;24
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Hombres;2019;23
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Hombres;2018;33
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Mujeres;2022;23
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Mujeres;2021;25
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Mujeres;2020;18
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Mujeres;2019;18
082 XVI.Afecciones originadas en el periodo perinatal;Septiembre;Mujeres;2018;19
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Hombres;2022;28
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Hombres;2021;23
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Hombres;2020;21
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Hombres;2019;24
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Hombres;2018;29
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Mujeres;2022;15
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Mujeres;2021;19
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Mujeres;2020;16
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Mujeres;2019;21
082 XVI.Afecciones originadas en el periodo perinatal;Octubre;Mujeres;2018;22
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Hombres;2022;19
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Hombres;2021;23
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Hombres;2020;21
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Hombres;2019;25
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Hombres;2018;39
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Mujeres;2022;16
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Mujeres;2021;19
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Mujeres;2020;19
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Mujeres;2019;27
082 XVI.Afecciones originadas en el periodo perinatal;Noviembre;Mujeres;2018;25
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Hombres;2022;35
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Hombres;2021;16
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Hombres;2020;28
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Hombres;2019;38
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Hombres;2018;24
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Mujeres;2022;16
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Mujeres;2021;12
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Mujeres;2020;17
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Mujeres;2019;25
082 XVI.Afecciones originadas en el periodo perinatal;Diciembre;Mujeres;2018;23
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Hombres;2022;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Hombres;2021;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Hombres;2020;47
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Hombres;2019;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Hombres;2018;54
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Mujeres;2022;29
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Mujeres;2021;31
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Mujeres;2020;39
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Mujeres;2019;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Enero;Mujeres;2018;43
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Hombres;2022;39
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Hombres;2021;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Hombres;2020;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Hombres;2019;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Hombres;2018;34
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Mujeres;2022;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Mujeres;2021;24
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Mujeres;2020;42
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Mujeres;2019;44
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Febrero;Mujeres;2018;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Hombres;2022;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Hombres;2021;38
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Hombres;2020;51
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Hombres;2019;47
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Hombres;2018;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Mujeres;2022;38
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Mujeres;2021;34
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Mujeres;2020;40
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Mujeres;2019;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Marzo;Mujeres;2018;42
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Hombres;2022;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Hombres;2021;38
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Hombres;2020;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Hombres;2019;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Hombres;2018;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Mujeres;2022;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Mujeres;2021;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Mujeres;2020;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Mujeres;2019;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Abril;Mujeres;2018;22
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Hombres;2022;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Hombres;2021;29
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Hombres;2020;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Hombres;2019;29
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Hombres;2018;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Mujeres;2022;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Mujeres;2021;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Mujeres;2020;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Mujeres;2019;24
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mayo;Mujeres;2018;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Hombres;2022;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Hombres;2021;22
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Hombres;2020;29
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Hombres;2019;24
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Hombres;2018;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Mujeres;2022;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Mujeres;2021;31
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Mujeres;2020;23
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Mujeres;2019;25
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Junio;Mujeres;2018;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Hombres;2022;44
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Hombres;2021;42
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Hombres;2020;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Hombres;2019;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Hombres;2018;29
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Mujeres;2022;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Mujeres;2021;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Mujeres;2020;30
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Mujeres;2019;26
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Julio;Mujeres;2018;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Hombres;2022;43
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Hombres;2021;31
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Hombres;2020;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Hombres;2019;46
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Hombres;2018;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Mujeres;2022;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Mujeres;2021;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Mujeres;2020;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Mujeres;2019;40
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Agosto;Mujeres;2018;34
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Hombres;2022;34
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Hombres;2021;34
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Hombres;2020;30
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Hombres;2019;23
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Hombres;2018;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Mujeres;2022;43
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Mujeres;2021;25
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Mujeres;2020;29
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Mujeres;2019;27
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Septiembre;Mujeres;2018;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Hombres;2022;34
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Hombres;2021;39
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Hombres;2020;30
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Hombres;2019;30
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Hombres;2018;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Mujeres;2022;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Mujeres;2021;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Mujeres;2020;39
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Mujeres;2019;40
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Octubre;Mujeres;2018;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Hombres;2022;39
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Hombres;2021;44
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Hombres;2020;22
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Hombres;2019;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Hombres;2018;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Mujeres;2022;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Mujeres;2021;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Mujeres;2020;23
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Mujeres;2019;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Noviembre;Mujeres;2018;43
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Hombres;2022;40
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Hombres;2021;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Hombres;2020;44
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Hombres;2019;31
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Hombres;2018;38
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Mujeres;2022;38
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Mujeres;2021;42
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Mujeres;2020;31
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Mujeres;2019;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Diciembre;Mujeres;2018;27
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Hombres;2022;441
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Hombres;2021;398
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Hombres;2020;446
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Hombres;2019;477
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Hombres;2018;505
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Mujeres;2022;588
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Mujeres;2021;557
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Mujeres;2020;550
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Mujeres;2019;546
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Enero;Mujeres;2018;551
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Hombres;2022;291
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Hombres;2021;278
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Hombres;2020;328
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Hombres;2019;397
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Hombres;2018;393
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Mujeres;2022;490
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Mujeres;2021;424
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Mujeres;2020;457
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Mujeres;2019;430
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Febrero;Mujeres;2018;462
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Hombres;2022;360
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Hombres;2021;254
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Hombres;2020;521
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Hombres;2019;401
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Hombres;2018;443
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Mujeres;2022;463
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Mujeres;2021;334
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Mujeres;2020;556
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Mujeres;2019;424
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Marzo;Mujeres;2018;480
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Hombres;2022;373
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Hombres;2021;251
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Hombres;2020;392
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Hombres;2019;414
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Hombres;2018;372
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Mujeres;2022;462
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Mujeres;2021;367
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Mujeres;2020;542
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Mujeres;2019;375
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Abril;Mujeres;2018;408
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Hombres;2022;364
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Hombres;2021;314
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Hombres;2020;297
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Hombres;2019;353
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Hombres;2018;349
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Mujeres;2022;489
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Mujeres;2021;436
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Mujeres;2020;361
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Mujeres;2019;414
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mayo;Mujeres;2018;410
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Hombres;2022;358
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Hombres;2021;276
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Hombres;2020;277
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Hombres;2019;298
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Hombres;2018;362
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Mujeres;2022;469
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Mujeres;2021;380
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Mujeres;2020;357
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Mujeres;2019;356
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Junio;Mujeres;2018;411
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Hombres;2022;473
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Hombres;2021;344
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Hombres;2020;330
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Hombres;2019;358
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Hombres;2018;371
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Mujeres;2022;645
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Mujeres;2021;477
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Mujeres;2020;425
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Mujeres;2019;435
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Julio;Mujeres;2018;435
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Hombres;2022;427
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Hombres;2021;390
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Agosto;Hombres;2020;334
