Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Periodo;Total
02 Albacete;0-4 años;TOTAL;Hombres;2022;7.503
02 Albacete;0-4 años;TOTAL;Hombres;2021;7.733
02 Albacete;0-4 años;TOTAL;Hombres;2020;8.237
02 Albacete;0-4 años;TOTAL;Hombres;2019;8.569
02 Albacete;0-4 años;TOTAL;Hombres;2018;8.881
02 Albacete;0-4 años;TOTAL;Mujeres;2022;6.955
02 Albacete;0-4 años;TOTAL;Mujeres;2021;7.227
02 Albacete;0-4 años;TOTAL;Mujeres;2020;7.592
02 Albacete;0-4 años;TOTAL;Mujeres;2019;7.886
02 Albacete;0-4 años;TOTAL;Mujeres;2018;8.087
02 Albacete;5-9 años;TOTAL;Hombres;2022;9.318
02 Albacete;5-9 años;TOTAL;Hombres;2021;9.593
02 Albacete;5-9 años;TOTAL;Hombres;2020;9.710
02 Albacete;5-9 años;TOTAL;Hombres;2019;9.789
02 Albacete;5-9 años;TOTAL;Hombres;2018;9.979
02 Albacete;5-9 años;TOTAL;Mujeres;2022;8.633
02 Albacete;5-9 años;TOTAL;Mujeres;2021;8.773
02 Albacete;5-9 años;TOTAL;Mujeres;2020;8.900
02 Albacete;5-9 años;TOTAL;Mujeres;2019;9.198
02 Albacete;5-9 años;TOTAL;Mujeres;2018;9.447
02 Albacete;10-14 años;TOTAL;Hombres;2022;10.430
02 Albacete;10-14 años;TOTAL;Hombres;2021;10.427
02 Albacete;10-14 años;TOTAL;Hombres;2020;10.407
02 Albacete;10-14 años;TOTAL;Hombres;2019;10.371
02 Albacete;10-14 años;TOTAL;Hombres;2018;10.285
02 Albacete;10-14 años;TOTAL;Mujeres;2022;9.774
02 Albacete;10-14 años;TOTAL;Mujeres;2021;9.898
02 Albacete;10-14 años;TOTAL;Mujeres;2020;9.815
02 Albacete;10-14 años;TOTAL;Mujeres;2019;9.593
02 Albacete;10-14 años;TOTAL;Mujeres;2018;9.612
02 Albacete;15-19 años;TOTAL;Hombres;2022;10.412
02 Albacete;15-19 años;TOTAL;Hombres;2021;10.306
02 Albacete;15-19 años;TOTAL;Hombres;2020;10.349
02 Albacete;15-19 años;TOTAL;Hombres;2019;10.374
02 Albacete;15-19 años;TOTAL;Hombres;2018;10.382
02 Albacete;15-19 años;TOTAL;Mujeres;2022;9.807
02 Albacete;15-19 años;TOTAL;Mujeres;2021;9.744
02 Albacete;15-19 años;TOTAL;Mujeres;2020;9.863
02 Albacete;15-19 años;TOTAL;Mujeres;2019;9.945
02 Albacete;15-19 años;TOTAL;Mujeres;2018;9.900
02 Albacete;20-24 años;TOTAL;Hombres;2022;10.929
02 Albacete;20-24 años;TOTAL;Hombres;2021;10.933
02 Albacete;20-24 años;TOTAL;Hombres;2020;11.069
02 Albacete;20-24 años;TOTAL;Hombres;2019;11.019
02 Albacete;20-24 años;TOTAL;Hombres;2018;10.961
02 Albacete;20-24 años;TOTAL;Mujeres;2022;10.190
02 Albacete;20-24 años;TOTAL;Mujeres;2021;10.188
02 Albacete;20-24 años;TOTAL;Mujeres;2020;10.141
02 Albacete;20-24 años;TOTAL;Mujeres;2019;10.087
02 Albacete;20-24 años;TOTAL;Mujeres;2018;10.118
02 Albacete;25-29 años;TOTAL;Hombres;2022;11.213
02 Albacete;25-29 años;TOTAL;Hombres;2021;11.365
02 Albacete;25-29 años;TOTAL;Hombres;2020;11.471
02 Albacete;25-29 años;TOTAL;Hombres;2019;11.523
02 Albacete;25-29 años;TOTAL;Hombres;2018;11.675
02 Albacete;25-29 años;TOTAL;Mujeres;2022;9.966
02 Albacete;25-29 años;TOTAL;Mujeres;2021;10.160
02 Albacete;25-29 años;TOTAL;Mujeres;2020;10.503
02 Albacete;25-29 años;TOTAL;Mujeres;2019;10.745
02 Albacete;25-29 años;TOTAL;Mujeres;2018;10.984
02 Albacete;30-34 años;TOTAL;Hombres;2022;11.730
02 Albacete;30-34 años;TOTAL;Hombres;2021;11.826
02 Albacete;30-34 años;TOTAL;Hombres;2020;11.817
02 Albacete;30-34 años;TOTAL;Hombres;2019;11.927
02 Albacete;30-34 años;TOTAL;Hombres;2018;12.318
02 Albacete;30-34 años;TOTAL;Mujeres;2022;10.750
02 Albacete;30-34 años;TOTAL;Mujeres;2021;10.991
02 Albacete;30-34 años;TOTAL;Mujeres;2020;11.085
02 Albacete;30-34 años;TOTAL;Mujeres;2019;11.282
02 Albacete;30-34 años;TOTAL;Mujeres;2018;11.587
02 Albacete;35-39 años;TOTAL;Hombres;2022;12.679
02 Albacete;35-39 años;TOTAL;Hombres;2021;13.136
02 Albacete;35-39 años;TOTAL;Hombres;2020;13.609
02 Albacete;35-39 años;TOTAL;Hombres;2019;14.173
02 Albacete;35-39 años;TOTAL;Hombres;2018;14.907
02 Albacete;35-39 años;TOTAL;Mujeres;2022;11.758
02 Albacete;35-39 años;TOTAL;Mujeres;2021;12.177
02 Albacete;35-39 años;TOTAL;Mujeres;2020;12.553
02 Albacete;35-39 años;TOTAL;Mujeres;2019;13.005
02 Albacete;35-39 años;TOTAL;Mujeres;2018;13.606
02 Albacete;40-44 años;TOTAL;Hombres;2022;15.238
02 Albacete;40-44 años;TOTAL;Hombres;2021;15.634
02 Albacete;40-44 años;TOTAL;Hombres;2020;15.943
02 Albacete;40-44 años;TOTAL;Hombres;2019;16.099
02 Albacete;40-44 años;TOTAL;Hombres;2018;16.079
02 Albacete;40-44 años;TOTAL;Mujeres;2022;14.068
02 Albacete;40-44 años;TOTAL;Mujeres;2021;14.554
02 Albacete;40-44 años;TOTAL;Mujeres;2020;14.906
02 Albacete;40-44 años;TOTAL;Mujeres;2019;15.062
02 Albacete;40-44 años;TOTAL;Mujeres;2018;15.042
02 Albacete;45-49 años;TOTAL;Hombres;2022;15.782
02 Albacete;45-49 años;TOTAL;Hombres;2021;15.715
02 Albacete;45-49 años;TOTAL;Hombres;2020;15.648
02 Albacete;45-49 años;TOTAL;Hombres;2019;15.585
02 Albacete;45-49 años;TOTAL;Hombres;2018;15.623
02 Albacete;45-49 años;TOTAL;Mujeres;2022;15.204
02 Albacete;45-49 años;TOTAL;Mujeres;2021;15.037
02 Albacete;45-49 años;TOTAL;Mujeres;2020;15.019
02 Albacete;45-49 años;TOTAL;Mujeres;2019;15.108
02 Albacete;45-49 años;TOTAL;Mujeres;2018;15.301
02 Albacete;50-54 años;TOTAL;Hombres;2022;15.460
02 Albacete;50-54 años;TOTAL;Hombres;2021;15.476
02 Albacete;50-54 años;TOTAL;Hombres;2020;15.622
02 Albacete;50-54 años;TOTAL;Hombres;2019;15.758
02 Albacete;50-54 años;TOTAL;Hombres;2018;15.722
02 Albacete;50-54 años;TOTAL;Mujeres;2022;15.292
02 Albacete;50-54 años;TOTAL;Mujeres;2021;15.407
02 Albacete;50-54 años;TOTAL;Mujeres;2020;15.457
02 Albacete;50-54 años;TOTAL;Mujeres;2019;15.452
02 Albacete;50-54 años;TOTAL;Mujeres;2018;15.376
02 Albacete;55-59 años;TOTAL;Hombres;2022;15.143
02 Albacete;55-59 años;TOTAL;Hombres;2021;15.007
02 Albacete;55-59 años;TOTAL;Hombres;2020;14.871
02 Albacete;55-59 años;TOTAL;Hombres;2019;14.535
02 Albacete;55-59 años;TOTAL;Hombres;2018;14.076
02 Albacete;55-59 años;TOTAL;Mujeres;2022;15.173
02 Albacete;55-59 años;TOTAL;Mujeres;2021;14.902
02 Albacete;55-59 años;TOTAL;Mujeres;2020;14.665
02 Albacete;55-59 años;TOTAL;Mujeres;2019;14.153
02 Albacete;55-59 años;TOTAL;Mujeres;2018;13.736
02 Albacete;60-64 años;TOTAL;Hombres;2022;13.294
02 Albacete;60-64 años;TOTAL;Hombres;2021;12.599
02 Albacete;60-64 años;TOTAL;Hombres;2020;11.765
02 Albacete;60-64 años;TOTAL;Hombres;2019;10.928
02 Albacete;60-64 años;TOTAL;Hombres;2018;10.361
02 Albacete;60-64 años;TOTAL;Mujeres;2022;13.156
02 Albacete;60-64 años;TOTAL;Mujeres;2021;12.537
02 Albacete;60-64 años;TOTAL;Mujeres;2020;11.874
02 Albacete;60-64 años;TOTAL;Mujeres;2019;11.207
02 Albacete;60-64 años;TOTAL;Mujeres;2018;10.661
02 Albacete;65-69 años;TOTAL;Hombres;2022;9.370
02 Albacete;65-69 años;TOTAL;Hombres;2021;9.130
02 Albacete;65-69 años;TOTAL;Hombres;2020;8.973
02 Albacete;65-69 años;TOTAL;Hombres;2019;8.922
02 Albacete;65-69 años;TOTAL;Hombres;2018;8.914
02 Albacete;65-69 años;TOTAL;Mujeres;2022;10.040
02 Albacete;65-69 años;TOTAL;Mujeres;2021;9.731
02 Albacete;65-69 años;TOTAL;Mujeres;2020;9.506
02 Albacete;65-69 años;TOTAL;Mujeres;2019;9.344
02 Albacete;65-69 años;TOTAL;Mujeres;2018;9.364
02 Albacete;70-74 años;TOTAL;Hombres;2022;8.048
02 Albacete;70-74 años;TOTAL;Hombres;2021;7.862
02 Albacete;70-74 años;TOTAL;Hombres;2020;7.837
02 Albacete;70-74 años;TOTAL;Hombres;2019;7.641
02 Albacete;70-74 años;TOTAL;Hombres;2018;7.431
02 Albacete;70-74 años;TOTAL;Mujeres;2022;8.841
02 Albacete;70-74 años;TOTAL;Mujeres;2021;8.784
02 Albacete;70-74 años;TOTAL;Mujeres;2020;8.760
02 Albacete;70-74 años;TOTAL;Mujeres;2019;8.805
02 Albacete;70-74 años;TOTAL;Mujeres;2018;8.504
02 Albacete;75-79 años;TOTAL;Hombres;2022;6.343
02 Albacete;75-79 años;TOTAL;Hombres;2021;6.221
02 Albacete;75-79 años;TOTAL;Hombres;2020;6.590
02 Albacete;75-79 años;TOTAL;Hombres;2019;6.173
02 Albacete;75-79 años;TOTAL;Hombres;2018;5.999
02 Albacete;75-79 años;TOTAL;Mujeres;2022;7.872
02 Albacete;75-79 años;TOTAL;Mujeres;2021;7.735
02 Albacete;75-79 años;TOTAL;Mujeres;2020;8.158
02 Albacete;75-79 años;TOTAL;Mujeres;2019;7.541
02 Albacete;75-79 años;TOTAL;Mujeres;2018;7.476
02 Albacete;80-84 años;TOTAL;Hombres;2022;4.789
02 Albacete;80-84 años;TOTAL;Hombres;2021;5.003
02 Albacete;80-84 años;TOTAL;Hombres;2020;4.833
02 Albacete;80-84 años;TOTAL;Hombres;2019;5.298
02 Albacete;80-84 años;TOTAL;Hombres;2018;5.469
02 Albacete;80-84 años;TOTAL;Mujeres;2022;6.505
02 Albacete;80-84 años;TOTAL;Mujeres;2021;6.803
02 Albacete;80-84 años;TOTAL;Mujeres;2020;6.601
02 Albacete;80-84 años;TOTAL;Mujeres;2019;7.139
02 Albacete;80-84 años;TOTAL;Mujeres;2018;7.396
02 Albacete;85-89 años;TOTAL;Hombres;2022;3.463
02 Albacete;85-89 años;TOTAL;Hombres;2021;3.489
02 Albacete;85-89 años;TOTAL;Hombres;2020;3.577
02 Albacete;85-89 años;TOTAL;Hombres;2019;3.596
02 Albacete;85-89 años;TOTAL;Hombres;2018;3.539
02 Albacete;85-89 años;TOTAL;Mujeres;2022;5.340
02 Albacete;85-89 años;TOTAL;Mujeres;2021;5.301
02 Albacete;85-89 años;TOTAL;Mujeres;2020;5.497
02 Albacete;85-89 años;TOTAL;Mujeres;2019;5.556
02 Albacete;85-89 años;TOTAL;Mujeres;2018;5.472
02 Albacete;90-94 años;TOTAL;Hombres;2022;1.487
02 Albacete;90-94 años;TOTAL;Hombres;2021;1.424
02 Albacete;90-94 años;TOTAL;Hombres;2020;1.445
02 Albacete;90-94 años;TOTAL;Hombres;2019;1.344
02 Albacete;90-94 años;TOTAL;Hombres;2018;1.293
02 Albacete;90-94 años;TOTAL;Mujeres;2022;2.690
02 Albacete;90-94 años;TOTAL;Mujeres;2021;2.618
02 Albacete;90-94 años;TOTAL;Mujeres;2020;2.565
02 Albacete;90-94 años;TOTAL;Mujeres;2019;2.464
02 Albacete;90-94 años;TOTAL;Mujeres;2018;2.313
02 Albacete;95-99 años;TOTAL;Hombres;2022;287
02 Albacete;95-99 años;TOTAL;Hombres;2021;287
02 Albacete;95-99 años;TOTAL;Hombres;2020;266
02 Albacete;95-99 años;TOTAL;Hombres;2019;249
02 Albacete;95-99 años;TOTAL;Hombres;2018;229
02 Albacete;95-99 años;TOTAL;Mujeres;2022;653
02 Albacete;95-99 años;TOTAL;Mujeres;2021;598
02 Albacete;95-99 años;TOTAL;Mujeres;2020;630
02 Albacete;95-99 años;TOTAL;Mujeres;2019;595
02 Albacete;95-99 años;TOTAL;Mujeres;2018;559
02 Albacete;100 años y más;TOTAL;Hombres;2022;45
02 Albacete;100 años y más;TOTAL;Hombres;2021;39
02 Albacete;100 años y más;TOTAL;Hombres;2020;42
02 Albacete;100 años y más;TOTAL;Hombres;2019;38
02 Albacete;100 años y más;TOTAL;Hombres;2018;35
02 Albacete;100 años y más;TOTAL;Mujeres;2022;97
02 Albacete;100 años y más;TOTAL;Mujeres;2021;94
02 Albacete;100 años y más;TOTAL;Mujeres;2020;99
02 Albacete;100 años y más;TOTAL;Mujeres;2019;89
02 Albacete;100 años y más;TOTAL;Mujeres;2018;87
03 Alicante/Alacant;0-4 años;TOTAL;Hombres;2022;36.901
03 Alicante/Alacant;0-4 años;TOTAL;Hombres;2021;38.149
03 Alicante/Alacant;0-4 años;TOTAL;Hombres;2020;39.992
03 Alicante/Alacant;0-4 años;TOTAL;Hombres;2019;40.688
03 Alicante/Alacant;0-4 años;TOTAL;Hombres;2018;41.268
03 Alicante/Alacant;0-4 años;TOTAL;Mujeres;2022;34.743
03 Alicante/Alacant;0-4 años;TOTAL;Mujeres;2021;35.685
03 Alicante/Alacant;0-4 años;TOTAL;Mujeres;2020;37.311
03 Alicante/Alacant;0-4 años;TOTAL;Mujeres;2019;38.265
03 Alicante/Alacant;0-4 años;TOTAL;Mujeres;2018;38.667
03 Alicante/Alacant;5-9 años;TOTAL;Hombres;2022;45.836
03 Alicante/Alacant;5-9 años;TOTAL;Hombres;2021;46.229
03 Alicante/Alacant;5-9 años;TOTAL;Hombres;2020;47.177
03 Alicante/Alacant;5-9 años;TOTAL;Hombres;2019;47.686
03 Alicante/Alacant;5-9 años;TOTAL;Hombres;2018;49.046
03 Alicante/Alacant;5-9 años;TOTAL;Mujeres;2022;43.147
03 Alicante/Alacant;5-9 años;TOTAL;Mujeres;2021;43.523
03 Alicante/Alacant;5-9 años;TOTAL;Mujeres;2020;44.384
03 Alicante/Alacant;5-9 años;TOTAL;Mujeres;2019;44.711
03 Alicante/Alacant;5-9 años;TOTAL;Mujeres;2018;46.182
03 Alicante/Alacant;10-14 años;TOTAL;Hombres;2022;52.497
03 Alicante/Alacant;10-14 años;TOTAL;Hombres;2021;52.660
03 Alicante/Alacant;10-14 años;TOTAL;Hombres;2020;52.580
03 Alicante/Alacant;10-14 años;TOTAL;Hombres;2019;51.869
03 Alicante/Alacant;10-14 años;TOTAL;Hombres;2018;50.539
03 Alicante/Alacant;10-14 años;TOTAL;Mujeres;2022;49.365
03 Alicante/Alacant;10-14 años;TOTAL;Mujeres;2021;49.712
03 Alicante/Alacant;10-14 años;TOTAL;Mujeres;2020;49.871
03 Alicante/Alacant;10-14 años;TOTAL;Mujeres;2019;49.085
03 Alicante/Alacant;10-14 años;TOTAL;Mujeres;2018;47.629
03 Alicante/Alacant;15-19 años;TOTAL;Hombres;2022;51.544
03 Alicante/Alacant;15-19 años;TOTAL;Hombres;2021;50.298
03 Alicante/Alacant;15-19 años;TOTAL;Hombres;2020;49.896
03 Alicante/Alacant;15-19 años;TOTAL;Hombres;2019;47.926
03 Alicante/Alacant;15-19 años;TOTAL;Hombres;2018;46.415
03 Alicante/Alacant;15-19 años;TOTAL;Mujeres;2022;48.303
03 Alicante/Alacant;15-19 años;TOTAL;Mujeres;2021;47.012
03 Alicante/Alacant;15-19 años;TOTAL;Mujeres;2020;46.301
03 Alicante/Alacant;15-19 años;TOTAL;Mujeres;2019;45.188
03 Alicante/Alacant;15-19 años;TOTAL;Mujeres;2018;43.758
03 Alicante/Alacant;20-24 años;TOTAL;Hombres;2022;49.262
03 Alicante/Alacant;20-24 años;TOTAL;Hombres;2021;48.225
03 Alicante/Alacant;20-24 años;TOTAL;Hombres;2020;47.896
03 Alicante/Alacant;20-24 años;TOTAL;Hombres;2019;46.853
03 Alicante/Alacant;20-24 años;TOTAL;Hombres;2018;46.073
03 Alicante/Alacant;20-24 años;TOTAL;Mujeres;2022;45.833
03 Alicante/Alacant;20-24 años;TOTAL;Mujeres;2021;45.454
03 Alicante/Alacant;20-24 años;TOTAL;Mujeres;2020;45.105
03 Alicante/Alacant;20-24 años;TOTAL;Mujeres;2019;44.082
03 Alicante/Alacant;20-24 años;TOTAL;Mujeres;2018;43.870
03 Alicante/Alacant;25-29 años;TOTAL;Hombres;2022;49.527
03 Alicante/Alacant;25-29 años;TOTAL;Hombres;2021;49.934
03 Alicante/Alacant;25-29 años;TOTAL;Hombres;2020;50.785
03 Alicante/Alacant;25-29 años;TOTAL;Hombres;2019;50.394
03 Alicante/Alacant;25-29 años;TOTAL;Hombres;2018;50.303
03 Alicante/Alacant;25-29 años;TOTAL;Mujeres;2022;47.151
03 Alicante/Alacant;25-29 años;TOTAL;Mujeres;2021;47.266
03 Alicante/Alacant;25-29 años;TOTAL;Mujeres;2020;47.828
03 Alicante/Alacant;25-29 años;TOTAL;Mujeres;2019;48.098
03 Alicante/Alacant;25-29 años;TOTAL;Mujeres;2018;48.577
03 Alicante/Alacant;30-34 años;TOTAL;Hombres;2022;54.097
03 Alicante/Alacant;30-34 años;TOTAL;Hombres;2021;54.436
03 Alicante/Alacant;30-34 años;TOTAL;Hombres;2020;55.338
03 Alicante/Alacant;30-34 años;TOTAL;Hombres;2019;55.543
03 Alicante/Alacant;30-34 años;TOTAL;Hombres;2018;55.875
03 Alicante/Alacant;30-34 años;TOTAL;Mujeres;2022;53.061
03 Alicante/Alacant;30-34 años;TOTAL;Mujeres;2021;53.630
03 Alicante/Alacant;30-34 años;TOTAL;Mujeres;2020;54.613
03 Alicante/Alacant;30-34 años;TOTAL;Mujeres;2019;55.050
03 Alicante/Alacant;30-34 años;TOTAL;Mujeres;2018;55.619
03 Alicante/Alacant;35-39 años;TOTAL;Hombres;2022;61.374
03 Alicante/Alacant;35-39 años;TOTAL;Hombres;2021;63.526
03 Alicante/Alacant;35-39 años;TOTAL;Hombres;2020;66.660
03 Alicante/Alacant;35-39 años;TOTAL;Hombres;2019;68.903
03 Alicante/Alacant;35-39 años;TOTAL;Hombres;2018;71.740
03 Alicante/Alacant;35-39 años;TOTAL;Mujeres;2022;61.590
03 Alicante/Alacant;35-39 años;TOTAL;Mujeres;2021;63.042
03 Alicante/Alacant;35-39 años;TOTAL;Mujeres;2020;65.597
03 Alicante/Alacant;35-39 años;TOTAL;Mujeres;2019;67.293
03 Alicante/Alacant;35-39 años;TOTAL;Mujeres;2018;69.070
03 Alicante/Alacant;40-44 años;TOTAL;Hombres;2022;76.993
03 Alicante/Alacant;40-44 años;TOTAL;Hombres;2021;78.717
03 Alicante/Alacant;40-44 años;TOTAL;Hombres;2020;80.010
03 Alicante/Alacant;40-44 años;TOTAL;Hombres;2019;80.267
03 Alicante/Alacant;40-44 años;TOTAL;Hombres;2018;79.654
03 Alicante/Alacant;40-44 años;TOTAL;Mujeres;2022;74.423
03 Alicante/Alacant;40-44 años;TOTAL;Mujeres;2021;75.625
03 Alicante/Alacant;40-44 años;TOTAL;Mujeres;2020;76.309
03 Alicante/Alacant;40-44 años;TOTAL;Mujeres;2019;76.162
03 Alicante/Alacant;40-44 años;TOTAL;Mujeres;2018;75.126
03 Alicante/Alacant;45-49 años;TOTAL;Hombres;2022;80.168
03 Alicante/Alacant;45-49 años;TOTAL;Hombres;2021;78.863
03 Alicante/Alacant;45-49 años;TOTAL;Hombres;2020;78.100
03 Alicante/Alacant;45-49 años;TOTAL;Hombres;2019;76.555
03 Alicante/Alacant;45-49 años;TOTAL;Hombres;2018;75.108
03 Alicante/Alacant;45-49 años;TOTAL;Mujeres;2022;76.995
03 Alicante/Alacant;45-49 años;TOTAL;Mujeres;2021;75.432
03 Alicante/Alacant;45-49 años;TOTAL;Mujeres;2020;74.633
03 Alicante/Alacant;45-49 años;TOTAL;Mujeres;2019;73.000
03 Alicante/Alacant;45-49 años;TOTAL;Mujeres;2018;71.836
03 Alicante/Alacant;50-54 años;TOTAL;Hombres;2022;75.121
03 Alicante/Alacant;50-54 años;TOTAL;Hombres;2021;73.537
03 Alicante/Alacant;50-54 años;TOTAL;Hombres;2020;72.342
03 Alicante/Alacant;50-54 años;TOTAL;Hombres;2019;71.206
03 Alicante/Alacant;50-54 años;TOTAL;Hombres;2018;69.831
03 Alicante/Alacant;50-54 años;TOTAL;Mujeres;2022;74.194
03 Alicante/Alacant;50-54 años;TOTAL;Mujeres;2021;73.024
03 Alicante/Alacant;50-54 años;TOTAL;Mujeres;2020;71.950
03 Alicante/Alacant;50-54 años;TOTAL;Mujeres;2019;71.356
03 Alicante/Alacant;50-54 años;TOTAL;Mujeres;2018;69.852
03 Alicante/Alacant;55-59 años;TOTAL;Hombres;2022;69.808
03 Alicante/Alacant;55-59 años;TOTAL;Hombres;2021;67.624
03 Alicante/Alacant;55-59 años;TOTAL;Hombres;2020;66.038
03 Alicante/Alacant;55-59 años;TOTAL;Hombres;2019;63.493
03 Alicante/Alacant;55-59 años;TOTAL;Hombres;2018;61.581
03 Alicante/Alacant;55-59 años;TOTAL;Mujeres;2022;71.349
03 Alicante/Alacant;55-59 años;TOTAL;Mujeres;2021;69.289
03 Alicante/Alacant;55-59 años;TOTAL;Mujeres;2020;67.947
03 Alicante/Alacant;55-59 años;TOTAL;Mujeres;2019;65.474
03 Alicante/Alacant;55-59 años;TOTAL;Mujeres;2018;63.729
03 Alicante/Alacant;60-64 años;TOTAL;Hombres;2022;62.016
03 Alicante/Alacant;60-64 años;TOTAL;Hombres;2021;59.090
03 Alicante/Alacant;60-64 años;TOTAL;Hombres;2020;56.878
03 Alicante/Alacant;60-64 años;TOTAL;Hombres;2019;54.291
03 Alicante/Alacant;60-64 años;TOTAL;Hombres;2018;51.869
03 Alicante/Alacant;60-64 años;TOTAL;Mujeres;2022;65.867
03 Alicante/Alacant;60-64 años;TOTAL;Mujeres;2021;63.223
03 Alicante/Alacant;60-64 años;TOTAL;Mujeres;2020;61.345
03 Alicante/Alacant;60-64 años;TOTAL;Mujeres;2019;58.693
03 Alicante/Alacant;60-64 años;TOTAL;Mujeres;2018;56.248
03 Alicante/Alacant;65-69 años;TOTAL;Hombres;2022;52.320
03 Alicante/Alacant;65-69 años;TOTAL;Hombres;2021;50.822
03 Alicante/Alacant;65-69 años;TOTAL;Hombres;2020;49.635
03 Alicante/Alacant;65-69 años;TOTAL;Hombres;2019;48.836
03 Alicante/Alacant;65-69 años;TOTAL;Hombres;2018;48.630
03 Alicante/Alacant;65-69 años;TOTAL;Mujeres;2022;57.209
03 Alicante/Alacant;65-69 años;TOTAL;Mujeres;2021;55.115
03 Alicante/Alacant;65-69 años;TOTAL;Mujeres;2020;53.879
03 Alicante/Alacant;65-69 años;TOTAL;Mujeres;2019;53.360
03 Alicante/Alacant;65-69 años;TOTAL;Mujeres;2018;53.295
03 Alicante/Alacant;70-74 años;TOTAL;Hombres;2022;46.265
03 Alicante/Alacant;70-74 años;TOTAL;Hombres;2021;45.084
03 Alicante/Alacant;70-74 años;TOTAL;Hombres;2020;45.041
03 Alicante/Alacant;70-74 años;TOTAL;Hombres;2019;44.995
03 Alicante/Alacant;70-74 años;TOTAL;Hombres;2018;43.659
03 Alicante/Alacant;70-74 años;TOTAL;Mujeres;2022;51.858
03 Alicante/Alacant;70-74 años;TOTAL;Mujeres;2021;50.596
03 Alicante/Alacant;70-74 años;TOTAL;Mujeres;2020;50.691
03 Alicante/Alacant;70-74 años;TOTAL;Mujeres;2019;50.241
03 Alicante/Alacant;70-74 años;TOTAL;Mujeres;2018;48.608
03 Alicante/Alacant;75-79 años;TOTAL;Hombres;2022;35.989
03 Alicante/Alacant;75-79 años;TOTAL;Hombres;2021;33.987
03 Alicante/Alacant;75-79 años;TOTAL;Hombres;2020;34.320
03 Alicante/Alacant;75-79 años;TOTAL;Hombres;2019;32.025
03 Alicante/Alacant;75-79 años;TOTAL;Hombres;2018;30.955
03 Alicante/Alacant;75-79 años;TOTAL;Mujeres;2022;42.220
03 Alicante/Alacant;75-79 años;TOTAL;Mujeres;2021;39.645
03 Alicante/Alacant;75-79 años;TOTAL;Mujeres;2020;40.091
03 Alicante/Alacant;75-79 años;TOTAL;Mujeres;2019;37.219
03 Alicante/Alacant;75-79 años;TOTAL;Mujeres;2018;35.898
03 Alicante/Alacant;80-84 años;TOTAL;Hombres;2022;22.754
03 Alicante/Alacant;80-84 años;TOTAL;Hombres;2021;22.451
03 Alicante/Alacant;80-84 años;TOTAL;Hombres;2020;21.154
03 Alicante/Alacant;80-84 años;TOTAL;Hombres;2019;22.058
03 Alicante/Alacant;80-84 años;TOTAL;Hombres;2018;22.046
03 Alicante/Alacant;80-84 años;TOTAL;Mujeres;2022;29.669
03 Alicante/Alacant;80-84 años;TOTAL;Mujeres;2021;29.752
03 Alicante/Alacant;80-84 años;TOTAL;Mujeres;2020;28.045
03 Alicante/Alacant;80-84 años;TOTAL;Mujeres;2019;29.297
03 Alicante/Alacant;80-84 años;TOTAL;Mujeres;2018;29.671
03 Alicante/Alacant;85-89 años;TOTAL;Hombres;2022;13.048
03 Alicante/Alacant;85-89 años;TOTAL;Hombres;2021;12.881
03 Alicante/Alacant;85-89 años;TOTAL;Hombres;2020;12.770
03 Alicante/Alacant;85-89 años;TOTAL;Hombres;2019;12.429
03 Alicante/Alacant;85-89 años;TOTAL;Hombres;2018;11.907
03 Alicante/Alacant;85-89 años;TOTAL;Mujeres;2022;20.676
03 Alicante/Alacant;85-89 años;TOTAL;Mujeres;2021;20.421
03 Alicante/Alacant;85-89 años;TOTAL;Mujeres;2020;20.490
03 Alicante/Alacant;85-89 años;TOTAL;Mujeres;2019;20.046
03 Alicante/Alacant;85-89 años;TOTAL;Mujeres;2018;19.451
03 Alicante/Alacant;90-94 años;TOTAL;Hombres;2022;4.727
03 Alicante/Alacant;90-94 años;TOTAL;Hombres;2021;4.469
03 Alicante/Alacant;90-94 años;TOTAL;Hombres;2020;4.299
03 Alicante/Alacant;90-94 años;TOTAL;Hombres;2019;4.052
03 Alicante/Alacant;90-94 años;TOTAL;Hombres;2018;3.792
03 Alicante/Alacant;90-94 años;TOTAL;Mujeres;2022;9.692
03 Alicante/Alacant;90-94 años;TOTAL;Mujeres;2021;9.547
03 Alicante/Alacant;90-94 años;TOTAL;Mujeres;2020;9.002
03 Alicante/Alacant;90-94 años;TOTAL;Mujeres;2019;8.683
03 Alicante/Alacant;90-94 años;TOTAL;Mujeres;2018;8.238
03 Alicante/Alacant;95-99 años;TOTAL;Hombres;2022;934
03 Alicante/Alacant;95-99 años;TOTAL;Hombres;2021;880
03 Alicante/Alacant;95-99 años;TOTAL;Hombres;2020;802
03 Alicante/Alacant;95-99 años;TOTAL;Hombres;2019;729
03 Alicante/Alacant;95-99 años;TOTAL;Hombres;2018;689
03 Alicante/Alacant;95-99 años;TOTAL;Mujeres;2022;2.466
03 Alicante/Alacant;95-99 años;TOTAL;Mujeres;2021;2.353
03 Alicante/Alacant;95-99 años;TOTAL;Mujeres;2020;2.248
03 Alicante/Alacant;95-99 años;TOTAL;Mujeres;2019;2.106
03 Alicante/Alacant;95-99 años;TOTAL;Mujeres;2018;2.063
03 Alicante/Alacant;100 años y más;TOTAL;Hombres;2022;180
03 Alicante/Alacant;100 años y más;TOTAL;Hombres;2021;156
