Provincia de defunción;Sexo;Causa de muerte (lista reducida);Periodo;Total
02 Albacete;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;213
02 Albacete;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;186
02 Albacete;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;705
02 Albacete;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;19
02 Albacete;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;13
02 Albacete;Hombres;009-041 II.Tumores;2022;639
02 Albacete;Hombres;009-041 II.Tumores;2021;656
02 Albacete;Hombres;009-041 II.Tumores;2020;557
02 Albacete;Hombres;009-041 II.Tumores;2019;602
02 Albacete;Hombres;009-041 II.Tumores;2018;576
02 Albacete;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;4
02 Albacete;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;13
02 Albacete;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;9
02 Albacete;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;5
02 Albacete;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;12
02 Albacete;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;51
02 Albacete;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;50
02 Albacete;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;63
02 Albacete;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;45
02 Albacete;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;46
02 Albacete;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;79
02 Albacete;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;81
02 Albacete;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;79
02 Albacete;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;89
02 Albacete;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;85
02 Albacete;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;82
02 Albacete;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;103
02 Albacete;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;90
02 Albacete;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;109
02 Albacete;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;81
02 Albacete;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;549
02 Albacete;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;492
02 Albacete;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;542
02 Albacete;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;527
02 Albacete;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;551
02 Albacete;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;230
02 Albacete;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;223
02 Albacete;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;260
02 Albacete;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;276
02 Albacete;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;334
02 Albacete;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;112
02 Albacete;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;118
02 Albacete;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;122
02 Albacete;Hombres;068-072 XI.Enfermedades del sistema digestivo;2019;127
02 Albacete;Hombres;068-072 XI.Enfermedades del sistema digestivo;2018;121
02 Albacete;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;3
02 Albacete;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;8
02 Albacete;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;4
02 Albacete;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;4
02 Albacete;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;5
02 Albacete;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;21
02 Albacete;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;24
02 Albacete;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;21
02 Albacete;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;22
02 Albacete;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;26
02 Albacete;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2022;100
02 Albacete;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2021;91
02 Albacete;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2020;78
02 Albacete;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2019;66
02 Albacete;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2018;64
02 Albacete;Hombres;081 XV.Embarazo, parto y puerperio;2022;0
02 Albacete;Hombres;081 XV.Embarazo, parto y puerperio;2021;0
02 Albacete;Hombres;081 XV.Embarazo, parto y puerperio;2020;0
02 Albacete;Hombres;081 XV.Embarazo, parto y puerperio;2019;0
02 Albacete;Hombres;081 XV.Embarazo, parto y puerperio;2018;0
02 Albacete;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2022;4
02 Albacete;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2021;6
02 Albacete;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2020;4
02 Albacete;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2019;4
02 Albacete;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2018;4
02 Albacete;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;3
02 Albacete;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;7
02 Albacete;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;2
02 Albacete;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;6
02 Albacete;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;4
02 Albacete;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;50
02 Albacete;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;35
02 Albacete;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;37
02 Albacete;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;40
02 Albacete;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;41
02 Albacete;Hombres;090-102 XX.Causas externas de mortalidad;2022;104
02 Albacete;Hombres;090-102 XX.Causas externas de mortalidad;2021;102
02 Albacete;Hombres;090-102 XX.Causas externas de mortalidad;2020;92
02 Albacete;Hombres;090-102 XX.Causas externas de mortalidad;2019;109
02 Albacete;Hombres;090-102 XX.Causas externas de mortalidad;2018;91
02 Albacete;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2022;184
02 Albacete;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2021;140
02 Albacete;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2020;616
02 Albacete;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2019;25
02 Albacete;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2018;24
02 Albacete;Mujeres;009-041 II.Tumores;2022;358
02 Albacete;Mujeres;009-041 II.Tumores;2021;361
02 Albacete;Mujeres;009-041 II.Tumores;2020;379
02 Albacete;Mujeres;009-041 II.Tumores;2019;366
02 Albacete;Mujeres;009-041 II.Tumores;2018;352
02 Albacete;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;19
02 Albacete;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;11
02 Albacete;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;16
02 Albacete;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;9
02 Albacete;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;11
02 Albacete;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;62
02 Albacete;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;76
02 Albacete;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;81
02 Albacete;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;51
02 Albacete;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;74
02 Albacete;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2022;152
02 Albacete;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2021;151
02 Albacete;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2020;145
02 Albacete;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2019;138
02 Albacete;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2018;133
02 Albacete;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;123
02 Albacete;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;109
02 Albacete;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;137
02 Albacete;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;136
02 Albacete;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;157
02 Albacete;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2022;625
02 Albacete;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2021;583
02 Albacete;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2020;629
02 Albacete;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2019;628
02 Albacete;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2018;581
02 Albacete;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2022;155
02 Albacete;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2021;145
02 Albacete;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2020;182
02 Albacete;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2019;227
02 Albacete;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2018;265
02 Albacete;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2022;107
02 Albacete;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2021;100
02 Albacete;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2020;109
02 Albacete;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2019;131
02 Albacete;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2018;123
02 Albacete;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;14
02 Albacete;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;14
02 Albacete;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;9
02 Albacete;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;6
02 Albacete;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;9
02 Albacete;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;35
02 Albacete;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;35
02 Albacete;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;39
02 Albacete;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;43
02 Albacete;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;32
02 Albacete;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;101
02 Albacete;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;88
02 Albacete;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2020;97
02 Albacete;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2019;92
02 Albacete;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2018;78
02 Albacete;Mujeres;081 XV.Embarazo, parto y puerperio;2022;0
02 Albacete;Mujeres;081 XV.Embarazo, parto y puerperio;2021;0
02 Albacete;Mujeres;081 XV.Embarazo, parto y puerperio;2020;1
02 Albacete;Mujeres;081 XV.Embarazo, parto y puerperio;2019;0
02 Albacete;Mujeres;081 XV.Embarazo, parto y puerperio;2018;0
02 Albacete;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2022;2
02 Albacete;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2021;4
02 Albacete;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2020;5
02 Albacete;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2019;4
02 Albacete;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2018;0
02 Albacete;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;7
02 Albacete;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;3
02 Albacete;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;5
02 Albacete;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;6
02 Albacete;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;2
02 Albacete;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;57
02 Albacete;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;37
02 Albacete;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;43
02 Albacete;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;36
02 Albacete;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;41
02 Albacete;Mujeres;090-102 XX.Causas externas de mortalidad;2022;71
02 Albacete;Mujeres;090-102 XX.Causas externas de mortalidad;2021;57
02 Albacete;Mujeres;090-102 XX.Causas externas de mortalidad;2020;68
02 Albacete;Mujeres;090-102 XX.Causas externas de mortalidad;2019;73
02 Albacete;Mujeres;090-102 XX.Causas externas de mortalidad;2018;54
03 Alicante/Alacant;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;685
03 Alicante/Alacant;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;1.474
03 Alicante/Alacant;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;905
03 Alicante/Alacant;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;137
03 Alicante/Alacant;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;145
03 Alicante/Alacant;Hombres;009-041 II.Tumores;2022;2.732
03 Alicante/Alacant;Hombres;009-041 II.Tumores;2021;2.666
03 Alicante/Alacant;Hombres;009-041 II.Tumores;2020;2.665
03 Alicante/Alacant;Hombres;009-041 II.Tumores;2019;2.606
03 Alicante/Alacant;Hombres;009-041 II.Tumores;2018;2.604
03 Alicante/Alacant;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;44
03 Alicante/Alacant;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;34
03 Alicante/Alacant;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;30
03 Alicante/Alacant;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;41
03 Alicante/Alacant;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;34
03 Alicante/Alacant;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;384
03 Alicante/Alacant;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;339
03 Alicante/Alacant;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;359
03 Alicante/Alacant;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;280
03 Alicante/Alacant;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;223
03 Alicante/Alacant;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;271
03 Alicante/Alacant;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;248
03 Alicante/Alacant;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;279
03 Alicante/Alacant;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;286
03 Alicante/Alacant;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;274
03 Alicante/Alacant;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;490
03 Alicante/Alacant;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;482
03 Alicante/Alacant;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;561
03 Alicante/Alacant;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;462
03 Alicante/Alacant;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;471
03 Alicante/Alacant;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;2.692
03 Alicante/Alacant;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;2.556
03 Alicante/Alacant;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;2.387
03 Alicante/Alacant;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;2.436
03 Alicante/Alacant;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;2.499
03 Alicante/Alacant;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;870
03 Alicante/Alacant;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;710
03 Alicante/Alacant;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;804
03 Alicante/Alacant;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;917
03 Alicante/Alacant;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;1.143
03 Alicante/Alacant;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;500
03 Alicante/Alacant;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;491
03 Alicante/Alacant;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;474
03 Alicante/Alacant;Hombres;068-072 XI.Enfermedades del sistema digestivo;2019;478
03 Alicante/Alacant;Hombres;068-072 XI.Enfermedades del sistema digestivo;2018;447
03 Alicante/Alacant;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;28
03 Alicante/Alacant;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;24
03 Alicante/Alacant;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;23
03 Alicante/Alacant;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;23
03 Alicante/Alacant;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;16
03 Alicante/Alacant;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;74
03 Alicante/Alacant;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;63
03 Alicante/Alacant;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;67
03 Alicante/Alacant;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;57
03 Alicante/Alacant;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;70
03 Alicante/Alacant;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2022;330
03 Alicante/Alacant;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2021;258
03 Alicante/Alacant;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2020;294
03 Alicante/Alacant;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2019;282
03 Alicante/Alacant;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2018;213
03 Alicante/Alacant;Hombres;081 XV.Embarazo, parto y puerperio;2022;0
03 Alicante/Alacant;Hombres;081 XV.Embarazo, parto y puerperio;2021;0
03 Alicante/Alacant;Hombres;081 XV.Embarazo, parto y puerperio;2020;0
03 Alicante/Alacant;Hombres;081 XV.Embarazo, parto y puerperio;2019;0
03 Alicante/Alacant;Hombres;081 XV.Embarazo, parto y puerperio;2018;0
03 Alicante/Alacant;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2022;8
03 Alicante/Alacant;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2021;7
03 Alicante/Alacant;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2020;3
03 Alicante/Alacant;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2019;10
03 Alicante/Alacant;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2018;9
03 Alicante/Alacant;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;12
03 Alicante/Alacant;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;18
03 Alicante/Alacant;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;9
03 Alicante/Alacant;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;9
03 Alicante/Alacant;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;7
03 Alicante/Alacant;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;201
03 Alicante/Alacant;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;214
03 Alicante/Alacant;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;229
03 Alicante/Alacant;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;237
03 Alicante/Alacant;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;276
03 Alicante/Alacant;Hombres;090-102 XX.Causas externas de mortalidad;2022;539
03 Alicante/Alacant;Hombres;090-102 XX.Causas externas de mortalidad;2021;449
03 Alicante/Alacant;Hombres;090-102 XX.Causas externas de mortalidad;2020;435
03 Alicante/Alacant;Hombres;090-102 XX.Causas externas de mortalidad;2019;449
03 Alicante/Alacant;Hombres;090-102 XX.Causas externas de mortalidad;2018;392
03 Alicante/Alacant;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2022;568
03 Alicante/Alacant;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2021;1.062
03 Alicante/Alacant;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2020;676
03 Alicante/Alacant;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2019;120
03 Alicante/Alacant;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2018;157
03 Alicante/Alacant;Mujeres;009-041 II.Tumores;2022;1.744
03 Alicante/Alacant;Mujeres;009-041 II.Tumores;2021;1.765
03 Alicante/Alacant;Mujeres;009-041 II.Tumores;2020;1.755
03 Alicante/Alacant;Mujeres;009-041 II.Tumores;2019;1.667
03 Alicante/Alacant;Mujeres;009-041 II.Tumores;2018;1.631
03 Alicante/Alacant;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;57
03 Alicante/Alacant;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;37
03 Alicante/Alacant;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;33
03 Alicante/Alacant;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;40
03 Alicante/Alacant;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;37
03 Alicante/Alacant;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;432
03 Alicante/Alacant;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;393
03 Alicante/Alacant;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;360
03 Alicante/Alacant;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;298
03 Alicante/Alacant;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;280
03 Alicante/Alacant;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2022;451
03 Alicante/Alacant;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2021;455
03 Alicante/Alacant;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2020;434
03 Alicante/Alacant;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2019;441
03 Alicante/Alacant;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2018;396
03 Alicante/Alacant;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;753
03 Alicante/Alacant;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;702
03 Alicante/Alacant;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;742
03 Alicante/Alacant;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;710
03 Alicante/Alacant;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;689
03 Alicante/Alacant;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2022;2.462
03 Alicante/Alacant;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2021;2.361
03 Alicante/Alacant;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2020;2.332
03 Alicante/Alacant;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2019;2.368
