Provincia de defunción;Sexo;Causa de muerte (lista reducida);Periodo;Total
07 Balears, Illes;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;26
07 Balears, Illes;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;26
07 Balears, Illes;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;23
07 Balears, Illes;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;19
07 Balears, Illes;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;219
07 Balears, Illes;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;178
07 Balears, Illes;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;169
07 Balears, Illes;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;179
07 Balears, Illes;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;157
07 Balears, Illes;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2022;281
07 Balears, Illes;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2021;257
07 Balears, Illes;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2020;247
07 Balears, Illes;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2019;260
07 Balears, Illes;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2018;253
07 Balears, Illes;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;315
07 Balears, Illes;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;302
07 Balears, Illes;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;328
07 Balears, Illes;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;321
07 Balears, Illes;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;353
07 Balears, Illes;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2022;1.271
07 Balears, Illes;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2021;1.244
07 Balears, Illes;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2020;1.203
07 Balears, Illes;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2019;1.203
07 Balears, Illes;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2018;1.279
07 Balears, Illes;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2022;344
07 Balears, Illes;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2021;223
07 Balears, Illes;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2020;275
07 Balears, Illes;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2019;323
07 Balears, Illes;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2018;401
07 Balears, Illes;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2022;211
07 Balears, Illes;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2021;224
07 Balears, Illes;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2020;168
07 Balears, Illes;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2019;185
07 Balears, Illes;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2018;203
07 Balears, Illes;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;31
07 Balears, Illes;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;26
07 Balears, Illes;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;26
07 Balears, Illes;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;22
07 Balears, Illes;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;24
07 Balears, Illes;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;74
07 Balears, Illes;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;65
07 Balears, Illes;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;79
07 Balears, Illes;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;57
07 Balears, Illes;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;61
07 Balears, Illes;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;206
07 Balears, Illes;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;188
07 Balears, Illes;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2020;168
07 Balears, Illes;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2019;161
07 Balears, Illes;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2018;153
07 Balears, Illes;Mujeres;081 XV.Embarazo, parto y puerperio;2022;0
07 Balears, Illes;Mujeres;081 XV.Embarazo, parto y puerperio;2021;0
07 Balears, Illes;Mujeres;081 XV.Embarazo, parto y puerperio;2020;0
07 Balears, Illes;Mujeres;081 XV.Embarazo, parto y puerperio;2019;0
07 Balears, Illes;Mujeres;081 XV.Embarazo, parto y puerperio;2018;0
07 Balears, Illes;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2022;4
07 Balears, Illes;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2021;7
07 Balears, Illes;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2020;8
07 Balears, Illes;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2019;9
07 Balears, Illes;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2018;6
07 Balears, Illes;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;8
07 Balears, Illes;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;10
07 Balears, Illes;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;5
07 Balears, Illes;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;11
07 Balears, Illes;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;6
07 Balears, Illes;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;78
07 Balears, Illes;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;44
07 Balears, Illes;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;23
07 Balears, Illes;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;51
07 Balears, Illes;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;24
07 Balears, Illes;Mujeres;090-102 XX.Causas externas de mortalidad;2022;157
07 Balears, Illes;Mujeres;090-102 XX.Causas externas de mortalidad;2021;124
07 Balears, Illes;Mujeres;090-102 XX.Causas externas de mortalidad;2020;118
07 Balears, Illes;Mujeres;090-102 XX.Causas externas de mortalidad;2019;142
07 Balears, Illes;Mujeres;090-102 XX.Causas externas de mortalidad;2018;132
08 Barcelona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;2.390
08 Barcelona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;3.322
08 Barcelona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;6.811
08 Barcelona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;310
08 Barcelona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;380
08 Barcelona;Hombres;009-041 II.Tumores;2022;7.556
08 Barcelona;Hombres;009-041 II.Tumores;2021;7.492
08 Barcelona;Hombres;009-041 II.Tumores;2020;7.412
08 Barcelona;Hombres;009-041 II.Tumores;2019;7.874
08 Barcelona;Hombres;009-041 II.Tumores;2018;7.930
08 Barcelona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;125
08 Barcelona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;112
08 Barcelona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;101
08 Barcelona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;120
08 Barcelona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;99
08 Barcelona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;755
08 Barcelona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;730
08 Barcelona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;747
08 Barcelona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;686
08 Barcelona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;707
08 Barcelona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;1.009
08 Barcelona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;1.006
08 Barcelona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;966
08 Barcelona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;1.050
08 Barcelona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;1.163
08 Barcelona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;1.244
08 Barcelona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;1.192
08 Barcelona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;1.309
08 Barcelona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;1.271
08 Barcelona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;1.358
08 Barcelona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;5.999
08 Barcelona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;5.697
08 Barcelona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;5.869
08 Barcelona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;5.592
08 Barcelona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;5.750
08 Barcelona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;2.506
08 Barcelona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;2.172
08 Barcelona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;2.593
08 Barcelona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;2.766
08 Barcelona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;3.080
08 Barcelona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;1.238
08 Barcelona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;1.250
08 Barcelona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;1.113
08 Barcelona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2019;1.228
08 Barcelona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2018;1.208
08 Barcelona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;47
08 Barcelona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;61
08 Barcelona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;40
08 Barcelona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;55
08 Barcelona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;58
08 Barcelona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;230
08 Barcelona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;205
08 Barcelona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;230
08 Barcelona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;231
08 Barcelona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;254
08 Barcelona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2022;834
08 Barcelona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2021;750
08 Barcelona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2020;736
08 Barcelona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2019;699
08 Barcelona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2018;648
08 Barcelona;Hombres;081 XV.Embarazo, parto y puerperio;2022;0
08 Barcelona;Hombres;081 XV.Embarazo, parto y puerperio;2021;0
08 Barcelona;Hombres;081 XV.Embarazo, parto y puerperio;2020;0
08 Barcelona;Hombres;081 XV.Embarazo, parto y puerperio;2019;0
08 Barcelona;Hombres;081 XV.Embarazo, parto y puerperio;2018;0
08 Barcelona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2022;38
08 Barcelona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2021;36
08 Barcelona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2020;37
08 Barcelona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2019;51
08 Barcelona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2018;46
08 Barcelona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;48
08 Barcelona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;53
08 Barcelona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;45
08 Barcelona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;50
08 Barcelona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;49
08 Barcelona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;307
08 Barcelona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;349
08 Barcelona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;399
08 Barcelona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;348
08 Barcelona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;264
08 Barcelona;Hombres;090-102 XX.Causas externas de mortalidad;2022;1.305
08 Barcelona;Hombres;090-102 XX.Causas externas de mortalidad;2021;1.171
08 Barcelona;Hombres;090-102 XX.Causas externas de mortalidad;2020;1.154
08 Barcelona;Hombres;090-102 XX.Causas externas de mortalidad;2019;1.211
08 Barcelona;Hombres;090-102 XX.Causas externas de mortalidad;2018;1.192
08 Barcelona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2022;2.050
08 Barcelona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2021;2.609
08 Barcelona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2020;6.908
08 Barcelona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2019;345
08 Barcelona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2018;383
08 Barcelona;Mujeres;009-041 II.Tumores;2022;5.413
08 Barcelona;Mujeres;009-041 II.Tumores;2021;5.273
08 Barcelona;Mujeres;009-041 II.Tumores;2020;5.412
08 Barcelona;Mujeres;009-041 II.Tumores;2019;5.381
08 Barcelona;Mujeres;009-041 II.Tumores;2018;5.249
08 Barcelona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;140
08 Barcelona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;143
08 Barcelona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;129
08 Barcelona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;144
08 Barcelona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;121
08 Barcelona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;956
08 Barcelona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;917
08 Barcelona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;952
08 Barcelona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;871
08 Barcelona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;857
08 Barcelona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2022;2.077
08 Barcelona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2021;1.761
08 Barcelona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2020;1.981
08 Barcelona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2019;2.105
08 Barcelona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2018;2.316
08 Barcelona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;1.974
08 Barcelona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;1.768
08 Barcelona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;2.236
08 Barcelona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;2.032
08 Barcelona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;2.150
08 Barcelona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2022;6.748
08 Barcelona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2021;6.634
08 Barcelona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2020;6.596
08 Barcelona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2019;6.410
08 Barcelona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2018;6.862
08 Barcelona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2022;1.977
08 Barcelona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2021;1.577
08 Barcelona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2020;1.931
08 Barcelona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2019;2.218
08 Barcelona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2018;2.552
08 Barcelona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2022;1.203
08 Barcelona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2021;1.261
08 Barcelona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2020;1.122
08 Barcelona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2019;1.155
08 Barcelona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2018;1.218
08 Barcelona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;103
08 Barcelona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;80
08 Barcelona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;89
08 Barcelona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;78
08 Barcelona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;91
08 Barcelona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;564
08 Barcelona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;531
08 Barcelona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;590
08 Barcelona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;648
08 Barcelona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;594
08 Barcelona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;1.194
08 Barcelona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;1.020
08 Barcelona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2020;992
08 Barcelona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2019;877
08 Barcelona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2018;826
08 Barcelona;Mujeres;081 XV.Embarazo, parto y puerperio;2022;2
08 Barcelona;Mujeres;081 XV.Embarazo, parto y puerperio;2021;0
08 Barcelona;Mujeres;081 XV.Embarazo, parto y puerperio;2020;1
08 Barcelona;Mujeres;081 XV.Embarazo, parto y puerperio;2019;1
08 Barcelona;Mujeres;081 XV.Embarazo, parto y puerperio;2018;0
08 Barcelona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2022;26
08 Barcelona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2021;21
08 Barcelona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2020;23
08 Barcelona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2019;29
08 Barcelona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2018;33
08 Barcelona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;44
08 Barcelona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;44
08 Barcelona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;43
08 Barcelona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;48
08 Barcelona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;45
08 Barcelona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;450
08 Barcelona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;443
08 Barcelona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;481
08 Barcelona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;429
08 Barcelona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;383
08 Barcelona;Mujeres;090-102 XX.Causas externas de mortalidad;2022;920
08 Barcelona;Mujeres;090-102 XX.Causas externas de mortalidad;2021;800
08 Barcelona;Mujeres;090-102 XX.Causas externas de mortalidad;2020;797
08 Barcelona;Mujeres;090-102 XX.Causas externas de mortalidad;2019;871
08 Barcelona;Mujeres;090-102 XX.Causas externas de mortalidad;2018;871
48 Bizkaia;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;598
48 Bizkaia;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;618
48 Bizkaia;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;896
48 Bizkaia;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;85
48 Bizkaia;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;89
48 Bizkaia;Hombres;009-041 II.Tumores;2022;2.027
48 Bizkaia;Hombres;009-041 II.Tumores;2021;2.030
48 Bizkaia;Hombres;009-041 II.Tumores;2020;2.068
48 Bizkaia;Hombres;009-041 II.Tumores;2019;2.109
48 Bizkaia;Hombres;009-041 II.Tumores;2018;2.078
48 Bizkaia;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;32
48 Bizkaia;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;32
48 Bizkaia;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;19
48 Bizkaia;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;24
48 Bizkaia;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;32
48 Bizkaia;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;169
48 Bizkaia;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;160
48 Bizkaia;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;168
48 Bizkaia;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;153
48 Bizkaia;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;142
48 Bizkaia;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;324
48 Bizkaia;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;318
48 Bizkaia;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;304
48 Bizkaia;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;296
48 Bizkaia;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;293
48 Bizkaia;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;334
48 Bizkaia;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;307
48 Bizkaia;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;311
48 Bizkaia;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;294
48 Bizkaia;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;294
48 Bizkaia;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;1.401
48 Bizkaia;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;1.428
48 Bizkaia;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;1.392
48 Bizkaia;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;1.467
48 Bizkaia;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;1.523
48 Bizkaia;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;451
48 Bizkaia;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;425
48 Bizkaia;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;442
48 Bizkaia;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;620
48 Bizkaia;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;671
48 Bizkaia;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;309
48 Bizkaia;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;284
48 Bizkaia;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;263
