Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Periodo;Total
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2018;219.345
22 Huesca;TOTAL EDADES;TOTAL;Hombres;2022;114.371
22 Huesca;TOTAL EDADES;TOTAL;Hombres;2021;113.607
22 Huesca;TOTAL EDADES;TOTAL;Hombres;2020;112.479
22 Huesca;TOTAL EDADES;TOTAL;Hombres;2019;111.228
22 Huesca;TOTAL EDADES;TOTAL;Hombres;2018;110.599
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2022;111.085
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2021;110.657
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2020;110.208
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2019;109.233
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2018;108.746
23 Jaén;TOTAL EDADES;TOTAL;Ambos sexos;2022;623.761
23 Jaén;TOTAL EDADES;TOTAL;Ambos sexos;2021;627.190
23 Jaén;TOTAL EDADES;TOTAL;Ambos sexos;2020;631.381
23 Jaén;TOTAL EDADES;TOTAL;Ambos sexos;2019;633.564
23 Jaén;TOTAL EDADES;TOTAL;Ambos sexos;2018;638.099
23 Jaén;TOTAL EDADES;TOTAL;Hombres;2022;308.735
23 Jaén;TOTAL EDADES;TOTAL;Hombres;2021;310.323
23 Jaén;TOTAL EDADES;TOTAL;Hombres;2020;312.364
23 Jaén;TOTAL EDADES;TOTAL;Hombres;2019;313.356
23 Jaén;TOTAL EDADES;TOTAL;Hombres;2018;315.549
23 Jaén;TOTAL EDADES;TOTAL;Mujeres;2022;315.026
23 Jaén;TOTAL EDADES;TOTAL;Mujeres;2021;316.867
23 Jaén;TOTAL EDADES;TOTAL;Mujeres;2020;319.017
23 Jaén;TOTAL EDADES;TOTAL;Mujeres;2019;320.208
23 Jaén;TOTAL EDADES;TOTAL;Mujeres;2018;322.550
24 León;TOTAL EDADES;TOTAL;Ambos sexos;2022;448.179
24 León;TOTAL EDADES;TOTAL;Ambos sexos;2021;451.706
24 León;TOTAL EDADES;TOTAL;Ambos sexos;2020;456.439
24 León;TOTAL EDADES;TOTAL;Ambos sexos;2019;460.001
24 León;TOTAL EDADES;TOTAL;Ambos sexos;2018;463.746
24 León;TOTAL EDADES;TOTAL;Hombres;2022;217.715
24 León;TOTAL EDADES;TOTAL;Hombres;2021;219.532
24 León;TOTAL EDADES;TOTAL;Hombres;2020;221.904
24 León;TOTAL EDADES;TOTAL;Hombres;2019;223.744
24 León;TOTAL EDADES;TOTAL;Hombres;2018;225.646
24 León;TOTAL EDADES;TOTAL;Mujeres;2022;230.464
24 León;TOTAL EDADES;TOTAL;Mujeres;2021;232.174
24 León;TOTAL EDADES;TOTAL;Mujeres;2020;234.535
24 León;TOTAL EDADES;TOTAL;Mujeres;2019;236.257
24 León;TOTAL EDADES;TOTAL;Mujeres;2018;238.100
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2022;441.443
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2021;439.727
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2020;438.517
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2019;434.930
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2018;432.866
25 Lleida;TOTAL EDADES;TOTAL;Hombres;2022;225.231
25 Lleida;TOTAL EDADES;TOTAL;Hombres;2021;224.156
25 Lleida;TOTAL EDADES;TOTAL;Hombres;2020;223.323
25 Lleida;TOTAL EDADES;TOTAL;Hombres;2019;220.878
25 Lleida;TOTAL EDADES;TOTAL;Hombres;2018;219.509
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2022;216.212
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2021;215.571
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2020;215.194
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2019;214.052
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2018;213.357
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2022;323.989
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2021;326.013
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2020;327.946
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2019;329.587
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2018;331.327
27 Lugo;TOTAL EDADES;TOTAL;Hombres;2022;156.967
27 Lugo;TOTAL EDADES;TOTAL;Hombres;2021;157.892
27 Lugo;TOTAL EDADES;TOTAL;Hombres;2020;158.842
27 Lugo;TOTAL EDADES;TOTAL;Hombres;2019;159.686
27 Lugo;TOTAL EDADES;TOTAL;Hombres;2018;160.647
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2022;167.022
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2021;168.121
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2020;169.104
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2019;169.901
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2018;170.680
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2022;6.750.336
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2021;6.751.251
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2020;6.779.888
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2019;6.663.394
28 Madrid;TOTAL EDADES;TOTAL;Ambos sexos;2018;6.578.079
28 Madrid;TOTAL EDADES;TOTAL;Hombres;2022;3.230.154
28 Madrid;TOTAL EDADES;TOTAL;Hombres;2021;3.229.700
28 Madrid;TOTAL EDADES;TOTAL;Hombres;2020;3.243.793
28 Madrid;TOTAL EDADES;TOTAL;Hombres;2019;3.187.312
28 Madrid;TOTAL EDADES;TOTAL;Hombres;2018;3.147.872
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2022;3.520.182
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2021;3.521.551
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2020;3.536.095
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2019;3.476.082
28 Madrid;TOTAL EDADES;TOTAL;Mujeres;2018;3.430.207
29 Málaga;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.717.504
29 Málaga;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.695.651
29 Málaga;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.685.920
29 Málaga;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.661.785
29 Málaga;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.641.121
29 Málaga;TOTAL EDADES;TOTAL;Hombres;2022;840.488
29 Málaga;TOTAL EDADES;TOTAL;Hombres;2021;829.976
29 Málaga;TOTAL EDADES;TOTAL;Hombres;2020;825.450
29 Málaga;TOTAL EDADES;TOTAL;Hombres;2019;814.349
29 Málaga;TOTAL EDADES;TOTAL;Hombres;2018;804.858
29 Málaga;TOTAL EDADES;TOTAL;Mujeres;2022;877.016
29 Málaga;TOTAL EDADES;TOTAL;Mujeres;2021;865.675
29 Málaga;TOTAL EDADES;TOTAL;Mujeres;2020;860.470
29 Málaga;TOTAL EDADES;TOTAL;Mujeres;2019;847.436
29 Málaga;TOTAL EDADES;TOTAL;Mujeres;2018;836.263
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.531.878
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.518.486
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.511.251
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.493.898
30 Murcia;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.478.509
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2022;767.408
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2021;760.362
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2020;756.699
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2019;747.615
30 Murcia;TOTAL EDADES;TOTAL;Hombres;2018;740.143
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2022;764.470
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2021;758.124
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2020;754.552
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2019;746.283
30 Murcia;TOTAL EDADES;TOTAL;Mujeres;2018;738.366
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2022;664.117
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2021;661.537
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2020;661.197
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2019;654.214
31 Navarra;TOTAL EDADES;TOTAL;Ambos sexos;2018;647.554
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2022;328.620
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2021;327.465
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2020;327.226
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2019;323.631
31 Navarra;TOTAL EDADES;TOTAL;Hombres;2018;320.469
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2022;335.497
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2021;334.072
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2020;333.971
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2019;330.583
31 Navarra;TOTAL EDADES;TOTAL;Mujeres;2018;327.085
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2022;304.280
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2021;305.223
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2020;306.650
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2019;307.651
32 Ourense;TOTAL EDADES;TOTAL;Ambos sexos;2018;309.293
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2022;146.072
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2021;146.495
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2020;147.078
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2019;147.522
32 Ourense;TOTAL EDADES;TOTAL;Hombres;2018;148.426
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2022;158.208
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2021;158.728
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2020;159.572
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2019;160.129
32 Ourense;TOTAL EDADES;TOTAL;Mujeres;2018;160.867
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2022;158.008
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2021;159.123
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2020;160.321
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2019;160.980
34 Palencia;TOTAL EDADES;TOTAL;Ambos sexos;2018;162.035
34 Palencia;TOTAL EDADES;TOTAL;Hombres;2022;78.269
34 Palencia;TOTAL EDADES;TOTAL;Hombres;2021;78.841
34 Palencia;TOTAL EDADES;TOTAL;Hombres;2020;79.457
34 Palencia;TOTAL EDADES;TOTAL;Hombres;2019;79.808
34 Palencia;TOTAL EDADES;TOTAL;Hombres;2018;80.323
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2022;79.739
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2021;80.282
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2020;80.864
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2019;81.172
34 Palencia;TOTAL EDADES;TOTAL;Mujeres;2018;81.712
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.129.395
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.128.539
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.131.065
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.120.406
35 Palmas, Las;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.109.175
35 Palmas, Las;TOTAL EDADES;TOTAL;Hombres;2022;560.964
35 Palmas, Las;TOTAL EDADES;TOTAL;Hombres;2021;561.281
35 Palmas, Las;TOTAL EDADES;TOTAL;Hombres;2020;562.694
35 Palmas, Las;TOTAL EDADES;TOTAL;Hombres;2019;557.774
35 Palmas, Las;TOTAL EDADES;TOTAL;Hombres;2018;552.555
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2022;568.431
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2021;567.258
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2020;568.371
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2019;562.632
35 Palmas, Las;TOTAL EDADES;TOTAL;Mujeres;2018;556.620
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2022;943.015
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2021;944.275
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2020;945.408
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2019;942.665
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2018;941.772
36 Pontevedra;TOTAL EDADES;TOTAL;Hombres;2022;455.082
36 Pontevedra;TOTAL EDADES;TOTAL;Hombres;2021;455.910
36 Pontevedra;TOTAL EDADES;TOTAL;Hombres;2020;456.452
36 Pontevedra;TOTAL EDADES;TOTAL;Hombres;2019;455.286
36 Pontevedra;TOTAL EDADES;TOTAL;Hombres;2018;454.899
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2022;487.933
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2021;488.365
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2020;488.956
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2019;487.379
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2018;486.873
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2022;319.892
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2021;319.796
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2020;319.914
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2019;316.798
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2018;315.675
26 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2022;157.851
26 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2021;157.823
26 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2020;157.835
26 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2019;156.179
26 Rioja, La;TOTAL EDADES;TOTAL;Hombres;2018;155.758
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2022;162.041
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2021;161.973
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2020;162.079
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2019;160.619
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2018;159.917
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2022;325.898
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2021;327.338
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2020;329.245
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2019;330.119
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2018;331.473
37 Salamanca;TOTAL EDADES;TOTAL;Hombres;2022;158.174
37 Salamanca;TOTAL EDADES;TOTAL;Hombres;2021;158.874
37 Salamanca;TOTAL EDADES;TOTAL;Hombres;2020;159.929
37 Salamanca;TOTAL EDADES;TOTAL;Hombres;2019;160.364
37 Salamanca;TOTAL EDADES;TOTAL;Hombres;2018;161.065
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2022;167.724
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2021;168.464
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2020;169.316
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2019;169.755
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2018;170.408
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.048.306
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.044.405
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.044.887
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.032.983
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.018.510
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Hombres;2022;514.451
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Hombres;2021;512.899
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Hombres;2020;513.491
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Hombres;2019;508.197
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Hombres;2018;501.477
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2022;533.855
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2021;531.506
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2020;531.396
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2019;524.786
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2018;517.033
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2022;153.803
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2021;153.663
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2020;153.478
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2019;153.129
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2018;153.342
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2022;77.175
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2021;77.071
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2020;77.033
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2019;76.813
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2018;76.979
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2022;76.628
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2021;76.592
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2020;76.445
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2019;76.316
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2018;76.363
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.948.393
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.947.852
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.950.219
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.942.389
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.939.887
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2022;951.379
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2021;951.083
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2020;952.695
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2019;949.212
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2018;948.699
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2022;997.014
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2021;996.769
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2020;997.524
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2019;993.177
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2018;991.188
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2022;88.377
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2021;88.747
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2020;88.884
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2019;88.636
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2018;88.600
42 Soria;TOTAL EDADES;TOTAL;Hombres;2022;44.776
42 Soria;TOTAL EDADES;TOTAL;Hombres;2021;44.920
42 Soria;TOTAL EDADES;TOTAL;Hombres;2020;44.927
42 Soria;TOTAL EDADES;TOTAL;Hombres;2019;44.814
42 Soria;TOTAL EDADES;TOTAL;Hombres;2018;44.800
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2022;43.601
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2021;43.827
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2020;43.957
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2019;43.822
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2018;43.800
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2022;830.075
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2021;822.309
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2020;816.772
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2019;804.664
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2018;795.902
43 Tarragona;TOTAL EDADES;TOTAL;Hombres;2022;414.280
43 Tarragona;TOTAL EDADES;TOTAL;Hombres;2021;410.656
43 Tarragona;TOTAL EDADES;TOTAL;Hombres;2020;408.142
43 Tarragona;TOTAL EDADES;TOTAL;Hombres;2019;401.258
43 Tarragona;TOTAL EDADES;TOTAL;Hombres;2018;396.661
43 Tarragona;TOTAL EDADES;TOTAL;Mujeres;2022;415.795
43 Tarragona;TOTAL EDADES;TOTAL;Mujeres;2021;411.653
43 Tarragona;TOTAL EDADES;TOTAL;Mujeres;2020;408.630
43 Tarragona;TOTAL EDADES;TOTAL;Mujeres;2019;403.406
43 Tarragona;TOTAL EDADES;TOTAL;Mujeres;2018;399.241
44 Teruel;TOTAL EDADES;TOTAL;Ambos sexos;2022;134.421
44 Teruel;TOTAL EDADES;TOTAL;Ambos sexos;2021;134.545
44 Teruel;TOTAL EDADES;TOTAL;Ambos sexos;2020;134.176
44 Teruel;TOTAL EDADES;TOTAL;Ambos sexos;2019;134.137
44 Teruel;TOTAL EDADES;TOTAL;Ambos sexos;2018;134.572
44 Teruel;TOTAL EDADES;TOTAL;Hombres;2022;68.207
44 Teruel;TOTAL EDADES;TOTAL;Hombres;2021;68.287
44 Teruel;TOTAL EDADES;TOTAL;Hombres;2020;67.975
44 Teruel;TOTAL EDADES;TOTAL;Hombres;2019;67.927
44 Teruel;TOTAL EDADES;TOTAL;Hombres;2018;68.060
44 Teruel;TOTAL EDADES;TOTAL;Mujeres;2022;66.214
44 Teruel;TOTAL EDADES;TOTAL;Mujeres;2021;66.258
44 Teruel;TOTAL EDADES;TOTAL;Mujeres;2020;66.201
44 Teruel;TOTAL EDADES;TOTAL;Mujeres;2019;66.210
44 Teruel;TOTAL EDADES;TOTAL;Mujeres;2018;66.512
45 Toledo;TOTAL EDADES;TOTAL;Ambos sexos;2022;713.453
45 Toledo;TOTAL EDADES;TOTAL;Ambos sexos;2021;709.403
45 Toledo;TOTAL EDADES;TOTAL;Ambos sexos;2020;703.772
45 Toledo;TOTAL EDADES;TOTAL;Ambos sexos;2019;694.844
45 Toledo;TOTAL EDADES;TOTAL;Ambos sexos;2018;687.391
45 Toledo;TOTAL EDADES;TOTAL;Hombres;2022;358.203
45 Toledo;TOTAL EDADES;TOTAL;Hombres;2021;356.418
45 Toledo;TOTAL EDADES;TOTAL;Hombres;2020;353.548
45 Toledo;TOTAL EDADES;TOTAL;Hombres;2019;349.090
45 Toledo;TOTAL EDADES;TOTAL;Hombres;2018;345.532
45 Toledo;TOTAL EDADES;TOTAL;Mujeres;2022;355.250
45 Toledo;TOTAL EDADES;TOTAL;Mujeres;2021;352.985
45 Toledo;TOTAL EDADES;TOTAL;Mujeres;2020;350.224
45 Toledo;TOTAL EDADES;TOTAL;Mujeres;2019;345.754
45 Toledo;TOTAL EDADES;TOTAL;Mujeres;2018;341.859
46 Valencia/València;TOTAL EDADES;TOTAL;Ambos sexos;2022;2.605.757
46 Valencia/València;TOTAL EDADES;TOTAL;Ambos sexos;2021;2.589.312
46 Valencia/València;TOTAL EDADES;TOTAL;Ambos sexos;2020;2.591.875
46 Valencia/València;TOTAL EDADES;TOTAL;Ambos sexos;2019;2.565.124
46 Valencia/València;TOTAL EDADES;TOTAL;Ambos sexos;2018;2.547.986
46 Valencia/València;TOTAL EDADES;TOTAL;Hombres;2022;1.275.506
46 Valencia/València;TOTAL EDADES;TOTAL;Hombres;2021;1.267.961
46 Valencia/València;TOTAL EDADES;TOTAL;Hombres;2020;1.269.466
46 Valencia/València;TOTAL EDADES;TOTAL;Hombres;2019;1.256.350
46 Valencia/València;TOTAL EDADES;TOTAL;Hombres;2018;1.248.927
46 Valencia/València;TOTAL EDADES;TOTAL;Mujeres;2022;1.330.251
46 Valencia/València;TOTAL EDADES;TOTAL;Mujeres;2021;1.321.351
46 Valencia/València;TOTAL EDADES;TOTAL;Mujeres;2020;1.322.409
46 Valencia/València;TOTAL EDADES;TOTAL;Mujeres;2019;1.308.774
46 Valencia/València;TOTAL EDADES;TOTAL;Mujeres;2018;1.299.059
47 Valladolid;TOTAL EDADES;TOTAL;Ambos sexos;2022;517.975
47 Valladolid;TOTAL EDADES;TOTAL;Ambos sexos;2021;519.361
47 Valladolid;TOTAL EDADES;TOTAL;Ambos sexos;2020;520.649
47 Valladolid;TOTAL EDADES;TOTAL;Ambos sexos;2019;519.546
47 Valladolid;TOTAL EDADES;TOTAL;Ambos sexos;2018;519.851
47 Valladolid;TOTAL EDADES;TOTAL;Hombres;2022;252.066
47 Valladolid;TOTAL EDADES;TOTAL;Hombres;2021;252.843
47 Valladolid;TOTAL EDADES;TOTAL;Hombres;2020;253.540
47 Valladolid;TOTAL EDADES;TOTAL;Hombres;2019;253.216
47 Valladolid;TOTAL EDADES;TOTAL;Hombres;2018;253.356
47 Valladolid;TOTAL EDADES;TOTAL;Mujeres;2022;265.909
47 Valladolid;TOTAL EDADES;TOTAL;Mujeres;2021;266.518
47 Valladolid;TOTAL EDADES;TOTAL;Mujeres;2020;267.109
47 Valladolid;TOTAL EDADES;TOTAL;Mujeres;2019;266.330
47 Valladolid;TOTAL EDADES;TOTAL;Mujeres;2018;266.495
49 Zamora;TOTAL EDADES;TOTAL;Ambos sexos;2022;167.215
49 Zamora;TOTAL EDADES;TOTAL;Ambos sexos;2021;168.725
49 Zamora;TOTAL EDADES;TOTAL;Ambos sexos;2020;170.588
49 Zamora;TOTAL EDADES;TOTAL;Ambos sexos;2019;172.539
49 Zamora;TOTAL EDADES;TOTAL;Ambos sexos;2018;174.549
49 Zamora;TOTAL EDADES;TOTAL;Hombres;2022;82.787
49 Zamora;TOTAL EDADES;TOTAL;Hombres;2021;83.551
49 Zamora;TOTAL EDADES;TOTAL;Hombres;2020;84.369
49 Zamora;TOTAL EDADES;TOTAL;Hombres;2019;85.341
49 Zamora;TOTAL EDADES;TOTAL;Hombres;2018;86.319
49 Zamora;TOTAL EDADES;TOTAL;Mujeres;2022;84.428
49 Zamora;TOTAL EDADES;TOTAL;Mujeres;2021;85.174
49 Zamora;TOTAL EDADES;TOTAL;Mujeres;2020;86.219
49 Zamora;TOTAL EDADES;TOTAL;Mujeres;2019;87.198
49 Zamora;TOTAL EDADES;TOTAL;Mujeres;2018;88.230
50 Zaragoza;TOTAL EDADES;TOTAL;Ambos sexos;2022;966.438
50 Zaragoza;TOTAL EDADES;TOTAL;Ambos sexos;2021;967.452
