Causas (lista reducida);Sexo;Provincia de residencia;Total
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Murcia;19
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Navarra;15
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Ourense;12
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Palencia;4
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Palmas, Las;14
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Pontevedra;25
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Rioja, La;5
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Salamanca;12
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Santa Cruz de Tenerife;12
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Segovia;2
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Sevilla;35
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Soria;1
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Tarragona;6
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Teruel;1
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Toledo;11
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Valencia/Valncia;47
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Valladolid;8
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Zamora;0
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Zaragoza;25
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Ceuta;2
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Melilla;1
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Extranjero;3
010 Tumor maligno del esófago;Ambos sexos;Total;1.780
010 Tumor maligno del esófago;Ambos sexos;Albacete;9
010 Tumor maligno del esófago;Ambos sexos;Alicante/Alacant;78
010 Tumor maligno del esófago;Ambos sexos;Almería;21
010 Tumor maligno del esófago;Ambos sexos;Araba/Alava;13
010 Tumor maligno del esófago;Ambos sexos;Asturias;72
010 Tumor maligno del esófago;Ambos sexos;Avila;7
010 Tumor maligno del esófago;Ambos sexos;Badajoz;21
010 Tumor maligno del esófago;Ambos sexos;Balears, Illes;41
010 Tumor maligno del esófago;Ambos sexos;Barcelona;211
010 Tumor maligno del esófago;Ambos sexos;Bizkaia;57
010 Tumor maligno del esófago;Ambos sexos;Burgos;20
010 Tumor maligno del esófago;Ambos sexos;Cáceres;17
010 Tumor maligno del esófago;Ambos sexos;Cádiz;45
010 Tumor maligno del esófago;Ambos sexos;Cantabria;35
010 Tumor maligno del esófago;Ambos sexos;Castellón/Castelló;22
010 Tumor maligno del esófago;Ambos sexos;Ciudad Real;11
010 Tumor maligno del esófago;Ambos sexos;Córdoba;34
010 Tumor maligno del esófago;Ambos sexos;Coruña, A;43
010 Tumor maligno del esófago;Ambos sexos;Cuenca;11
010 Tumor maligno del esófago;Ambos sexos;Gipuzkoa;57
010 Tumor maligno del esófago;Ambos sexos;Girona;27
010 Tumor maligno del esófago;Ambos sexos;Granada;31
010 Tumor maligno del esófago;Ambos sexos;Guadalajara;6
010 Tumor maligno del esófago;Ambos sexos;Huelva;14
010 Tumor maligno del esófago;Ambos sexos;Huesca;14
010 Tumor maligno del esófago;Ambos sexos;Jaén;22
010 Tumor maligno del esófago;Ambos sexos;León;19
010 Tumor maligno del esófago;Ambos sexos;Lleida;17
010 Tumor maligno del esófago;Ambos sexos;Lugo;17
010 Tumor maligno del esófago;Ambos sexos;Madrid;165
010 Tumor maligno del esófago;Ambos sexos;Málaga;58
010 Tumor maligno del esófago;Ambos sexos;Murcia;45
010 Tumor maligno del esófago;Ambos sexos;Navarra;24
010 Tumor maligno del esófago;Ambos sexos;Ourense;17
010 Tumor maligno del esófago;Ambos sexos;Palencia;6
010 Tumor maligno del esófago;Ambos sexos;Palmas, Las;43
010 Tumor maligno del esófago;Ambos sexos;Pontevedra;57
010 Tumor maligno del esófago;Ambos sexos;Rioja, La;11
010 Tumor maligno del esófago;Ambos sexos;Salamanca;18
010 Tumor maligno del esófago;Ambos sexos;Santa Cruz de Tenerife;35
010 Tumor maligno del esófago;Ambos sexos;Segovia;11
010 Tumor maligno del esófago;Ambos sexos;Sevilla;68
010 Tumor maligno del esófago;Ambos sexos;Soria;3
010 Tumor maligno del esófago;Ambos sexos;Tarragona;20
010 Tumor maligno del esófago;Ambos sexos;Teruel;6
010 Tumor maligno del esófago;Ambos sexos;Toledo;27
010 Tumor maligno del esófago;Ambos sexos;Valencia/Valncia;107
010 Tumor maligno del esófago;Ambos sexos;Valladolid;16
010 Tumor maligno del esófago;Ambos sexos;Zamora;4
010 Tumor maligno del esófago;Ambos sexos;Zaragoza;39
010 Tumor maligno del esófago;Ambos sexos;Ceuta;2
010 Tumor maligno del esófago;Ambos sexos;Melilla;1
010 Tumor maligno del esófago;Ambos sexos;Extranjero;5
010 Tumor maligno del esófago;Hombres;Total;1.488
010 Tumor maligno del esófago;Hombres;Albacete;8
010 Tumor maligno del esófago;Hombres;Alicante/Alacant;66
010 Tumor maligno del esófago;Hombres;Almería;15
010 Tumor maligno del esófago;Hombres;Araba/Alava;11
010 Tumor maligno del esófago;Hombres;Asturias;61
010 Tumor maligno del esófago;Hombres;Avila;6
010 Tumor maligno del esófago;Hombres;Badajoz;19
010 Tumor maligno del esófago;Hombres;Balears, Illes;38
010 Tumor maligno del esófago;Hombres;Barcelona;168
010 Tumor maligno del esófago;Hombres;Bizkaia;50
010 Tumor maligno del esófago;Hombres;Burgos;18
010 Tumor maligno del esófago;Hombres;Cáceres;17
010 Tumor maligno del esófago;Hombres;Cádiz;38
010 Tumor maligno del esófago;Hombres;Cantabria;31
010 Tumor maligno del esófago;Hombres;Castellón/Castelló;18
010 Tumor maligno del esófago;Hombres;Ciudad Real;9
010 Tumor maligno del esófago;Hombres;Córdoba;25
010 Tumor maligno del esófago;Hombres;Coruña, A;36
010 Tumor maligno del esófago;Hombres;Cuenca;10
010 Tumor maligno del esófago;Hombres;Gipuzkoa;46
010 Tumor maligno del esófago;Hombres;Girona;24
010 Tumor maligno del esófago;Hombres;Granada;29
010 Tumor maligno del esófago;Hombres;Guadalajara;6
010 Tumor maligno del esófago;Hombres;Huelva;13
010 Tumor maligno del esófago;Hombres;Huesca;12
010 Tumor maligno del esófago;Hombres;Jaén;19
010 Tumor maligno del esófago;Hombres;León;16
010 Tumor maligno del esófago;Hombres;Lleida;13
010 Tumor maligno del esófago;Hombres;Lugo;15
010 Tumor maligno del esófago;Hombres;Madrid;131
010 Tumor maligno del esófago;Hombres;Málaga;51
010 Tumor maligno del esófago;Hombres;Murcia;37
010 Tumor maligno del esófago;Hombres;Navarra;15
010 Tumor maligno del esófago;Hombres;Ourense;12
010 Tumor maligno del esófago;Hombres;Palencia;4
010 Tumor maligno del esófago;Hombres;Palmas, Las;30
010 Tumor maligno del esófago;Hombres;Pontevedra;53
010 Tumor maligno del esófago;Hombres;Rioja, La;11
010 Tumor maligno del esófago;Hombres;Salamanca;16
010 Tumor maligno del esófago;Hombres;Santa Cruz de Tenerife;28
010 Tumor maligno del esófago;Hombres;Segovia;11
010 Tumor maligno del esófago;Hombres;Sevilla;61
010 Tumor maligno del esófago;Hombres;Soria;3
010 Tumor maligno del esófago;Hombres;Tarragona;18
010 Tumor maligno del esófago;Hombres;Teruel;4
010 Tumor maligno del esófago;Hombres;Toledo;25
010 Tumor maligno del esófago;Hombres;Valencia/Valncia;89
010 Tumor maligno del esófago;Hombres;Valladolid;13
010 Tumor maligno del esófago;Hombres;Zamora;3
010 Tumor maligno del esófago;Hombres;Zaragoza;31
010 Tumor maligno del esófago;Hombres;Ceuta;2
010 Tumor maligno del esófago;Hombres;Melilla;1
010 Tumor maligno del esófago;Hombres;Extranjero;2
010 Tumor maligno del esófago;Mujeres;Total;292
010 Tumor maligno del esófago;Mujeres;Albacete;1
010 Tumor maligno del esófago;Mujeres;Alicante/Alacant;12
010 Tumor maligno del esófago;Mujeres;Almería;6
010 Tumor maligno del esófago;Mujeres;Araba/Alava;2
010 Tumor maligno del esófago;Mujeres;Asturias;11
010 Tumor maligno del esófago;Mujeres;Avila;1
010 Tumor maligno del esófago;Mujeres;Badajoz;2
010 Tumor maligno del esófago;Mujeres;Balears, Illes;3
010 Tumor maligno del esófago;Mujeres;Barcelona;43
010 Tumor maligno del esófago;Mujeres;Bizkaia;7
010 Tumor maligno del esófago;Mujeres;Burgos;2
010 Tumor maligno del esófago;Mujeres;Cáceres;0
010 Tumor maligno del esófago;Mujeres;Cádiz;7
010 Tumor maligno del esófago;Mujeres;Cantabria;4
010 Tumor maligno del esófago;Mujeres;Castellón/Castelló;4
010 Tumor maligno del esófago;Mujeres;Ciudad Real;2
010 Tumor maligno del esófago;Mujeres;Córdoba;9
010 Tumor maligno del esófago;Mujeres;Coruña, A;7
010 Tumor maligno del esófago;Mujeres;Cuenca;1
010 Tumor maligno del esófago;Mujeres;Gipuzkoa;11
010 Tumor maligno del esófago;Mujeres;Girona;3
010 Tumor maligno del esófago;Mujeres;Granada;2
010 Tumor maligno del esófago;Mujeres;Guadalajara;0
010 Tumor maligno del esófago;Mujeres;Huelva;1
010 Tumor maligno del esófago;Mujeres;Huesca;2
010 Tumor maligno del esófago;Mujeres;Jaén;3
010 Tumor maligno del esófago;Mujeres;León;3
010 Tumor maligno del esófago;Mujeres;Lleida;4
010 Tumor maligno del esófago;Mujeres;Lugo;2
010 Tumor maligno del esófago;Mujeres;Madrid;34
010 Tumor maligno del esófago;Mujeres;Málaga;7
010 Tumor maligno del esófago;Mujeres;Murcia;8
010 Tumor maligno del esófago;Mujeres;Navarra;9
010 Tumor maligno del esófago;Mujeres;Ourense;5
010 Tumor maligno del esófago;Mujeres;Palencia;2
010 Tumor maligno del esófago;Mujeres;Palmas, Las;13
010 Tumor maligno del esófago;Mujeres;Pontevedra;4
010 Tumor maligno del esófago;Mujeres;Rioja, La;0
010 Tumor maligno del esófago;Mujeres;Salamanca;2
010 Tumor maligno del esófago;Mujeres;Santa Cruz de Tenerife;7
010 Tumor maligno del esófago;Mujeres;Segovia;0
010 Tumor maligno del esófago;Mujeres;Sevilla;7
010 Tumor maligno del esófago;Mujeres;Soria;0
010 Tumor maligno del esófago;Mujeres;Tarragona;2
010 Tumor maligno del esófago;Mujeres;Teruel;2
010 Tumor maligno del esófago;Mujeres;Toledo;2
010 Tumor maligno del esófago;Mujeres;Valencia/Valncia;18
010 Tumor maligno del esófago;Mujeres;Valladolid;3
010 Tumor maligno del esófago;Mujeres;Zamora;1
010 Tumor maligno del esófago;Mujeres;Zaragoza;8
010 Tumor maligno del esófago;Mujeres;Ceuta;0
010 Tumor maligno del esófago;Mujeres;Melilla;0
010 Tumor maligno del esófago;Mujeres;Extranjero;3
011 Tumor maligno del estómago;Ambos sexos;Total;4.838
011 Tumor maligno del estómago;Ambos sexos;Albacete;43
011 Tumor maligno del estómago;Ambos sexos;Alicante/Alacant;183
011 Tumor maligno del estómago;Ambos sexos;Almería;54
011 Tumor maligno del estómago;Ambos sexos;Araba/Alava;54
011 Tumor maligno del estómago;Ambos sexos;Asturias;133
011 Tumor maligno del estómago;Ambos sexos;Avila;23
011 Tumor maligno del estómago;Ambos sexos;Badajoz;89
011 Tumor maligno del estómago;Ambos sexos;Balears, Illes;83
011 Tumor maligno del estómago;Ambos sexos;Barcelona;531
011 Tumor maligno del estómago;Ambos sexos;Bizkaia;166
011 Tumor maligno del estómago;Ambos sexos;Burgos;49
011 Tumor maligno del estómago;Ambos sexos;Cáceres;54
011 Tumor maligno del estómago;Ambos sexos;Cádiz;98
011 Tumor maligno del estómago;Ambos sexos;Cantabria;64
011 Tumor maligno del estómago;Ambos sexos;Castellón/Castelló;74
011 Tumor maligno del estómago;Ambos sexos;Ciudad Real;64
011 Tumor maligno del estómago;Ambos sexos;Córdoba;76
011 Tumor maligno del estómago;Ambos sexos;Coruña, A;133
011 Tumor maligno del estómago;Ambos sexos;Cuenca;33
011 Tumor maligno del estómago;Ambos sexos;Gipuzkoa;92
011 Tumor maligno del estómago;Ambos sexos;Girona;70
011 Tumor maligno del estómago;Ambos sexos;Granada;90
011 Tumor maligno del estómago;Ambos sexos;Guadalajara;25
011 Tumor maligno del estómago;Ambos sexos;Huelva;46
011 Tumor maligno del estómago;Ambos sexos;Huesca;31
011 Tumor maligno del estómago;Ambos sexos;Jaén;77
011 Tumor maligno del estómago;Ambos sexos;León;92
011 Tumor maligno del estómago;Ambos sexos;Lleida;59
011 Tumor maligno del estómago;Ambos sexos;Lugo;64
011 Tumor maligno del estómago;Ambos sexos;Madrid;578
011 Tumor maligno del estómago;Ambos sexos;Málaga;116
011 Tumor maligno del estómago;Ambos sexos;Murcia;127
011 Tumor maligno del estómago;Ambos sexos;Navarra;81
011 Tumor maligno del estómago;Ambos sexos;Ourense;56
011 Tumor maligno del estómago;Ambos sexos;Palencia;22
011 Tumor maligno del estómago;Ambos sexos;Palmas, Las;88
011 Tumor maligno del estómago;Ambos sexos;Pontevedra;126
011 Tumor maligno del estómago;Ambos sexos;Rioja, La;40
011 Tumor maligno del estómago;Ambos sexos;Salamanca;78
011 Tumor maligno del estómago;Ambos sexos;Santa Cruz de Tenerife;76
011 Tumor maligno del estómago;Ambos sexos;Segovia;20
011 Tumor maligno del estómago;Ambos sexos;Sevilla;145
011 Tumor maligno del estómago;Ambos sexos;Soria;23
011 Tumor maligno del estómago;Ambos sexos;Tarragona;61
011 Tumor maligno del estómago;Ambos sexos;Teruel;18
011 Tumor maligno del estómago;Ambos sexos;Toledo;40
011 Tumor maligno del estómago;Ambos sexos;Valencia/Valncia;237
011 Tumor maligno del estómago;Ambos sexos;Valladolid;86
011 Tumor maligno del estómago;Ambos sexos;Zamora;40
011 Tumor maligno del estómago;Ambos sexos;Zaragoza;115
011 Tumor maligno del estómago;Ambos sexos;Ceuta;4
011 Tumor maligno del estómago;Ambos sexos;Melilla;5
011 Tumor maligno del estómago;Ambos sexos;Extranjero;6
011 Tumor maligno del estómago;Hombres;Total;2.959
011 Tumor maligno del estómago;Hombres;Albacete;31
011 Tumor maligno del estómago;Hombres;Alicante/Alacant;122
011 Tumor maligno del estómago;Hombres;Almería;34
011 Tumor maligno del estómago;Hombres;Araba/Alava;37
011 Tumor maligno del estómago;Hombres;Asturias;84
011 Tumor maligno del estómago;Hombres;Avila;16
011 Tumor maligno del estómago;Hombres;Badajoz;53
011 Tumor maligno del estómago;Hombres;Balears, Illes;56
011 Tumor maligno del estómago;Hombres;Barcelona;323
011 Tumor maligno del estómago;Hombres;Bizkaia;96
011 Tumor maligno del estómago;Hombres;Burgos;29
011 Tumor maligno del estómago;Hombres;Cáceres;38
011 Tumor maligno del estómago;Hombres;Cádiz;63
011 Tumor maligno del estómago;Hombres;Cantabria;42
011 Tumor maligno del estómago;Hombres;Castellón/Castelló;48
011 Tumor maligno del estómago;Hombres;Ciudad Real;35
011 Tumor maligno del estómago;Hombres;Córdoba;49
011 Tumor maligno del estómago;Hombres;Coruña, A;74
011 Tumor maligno del estómago;Hombres;Cuenca;18
011 Tumor maligno del estómago;Hombres;Gipuzkoa;59
011 Tumor maligno del estómago;Hombres;Girona;46
011 Tumor maligno del estómago;Hombres;Granada;53
011 Tumor maligno del estómago;Hombres;Guadalajara;17
011 Tumor maligno del estómago;Hombres;Huelva;30
011 Tumor maligno del estómago;Hombres;Huesca;21
011 Tumor maligno del estómago;Hombres;Jaén;44
011 Tumor maligno del estómago;Hombres;León;48
011 Tumor maligno del estómago;Hombres;Lleida;35
011 Tumor maligno del estómago;Hombres;Lugo;38
011 Tumor maligno del estómago;Hombres;Madrid;347
011 Tumor maligno del estómago;Hombres;Málaga;74
011 Tumor maligno del estómago;Hombres;Murcia;68
011 Tumor maligno del estómago;Hombres;Navarra;55
011 Tumor maligno del estómago;Hombres;Ourense;37
011 Tumor maligno del estómago;Hombres;Palencia;14
011 Tumor maligno del estómago;Hombres;Palmas, Las;52
011 Tumor maligno del estómago;Hombres;Pontevedra;79
011 Tumor maligno del estómago;Hombres;Rioja, La;28
011 Tumor maligno del estómago;Hombres;Salamanca;39
011 Tumor maligno del estómago;Hombres;Santa Cruz de Tenerife;36
011 Tumor maligno del estómago;Hombres;Segovia;16
011 Tumor maligno del estómago;Hombres;Sevilla;89
011 Tumor maligno del estómago;Hombres;Soria;14
011 Tumor maligno del estómago;Hombres;Tarragona;40
011 Tumor maligno del estómago;Hombres;Teruel;11
011 Tumor maligno del estómago;Hombres;Toledo;27
011 Tumor maligno del estómago;Hombres;Valencia/Valncia;142
011 Tumor maligno del estómago;Hombres;Valladolid;52
011 Tumor maligno del estómago;Hombres;Zamora;26
011 Tumor maligno del estómago;Hombres;Zaragoza;66
011 Tumor maligno del estómago;Hombres;Ceuta;2
011 Tumor maligno del estómago;Hombres;Melilla;2
011 Tumor maligno del estómago;Hombres;Extranjero;4
011 Tumor maligno del estómago;Mujeres;Total;1.879
011 Tumor maligno del estómago;Mujeres;Albacete;12
011 Tumor maligno del estómago;Mujeres;Alicante/Alacant;61
011 Tumor maligno del estómago;Mujeres;Almería;20
011 Tumor maligno del estómago;Mujeres;Araba/Alava;17
011 Tumor maligno del estómago;Mujeres;Asturias;49
011 Tumor maligno del estómago;Mujeres;Avila;7
011 Tumor maligno del estómago;Mujeres;Badajoz;36
011 Tumor maligno del estómago;Mujeres;Balears, Illes;27
011 Tumor maligno del estómago;Mujeres;Barcelona;208
011 Tumor maligno del estómago;Mujeres;Bizkaia;70
011 Tumor maligno del estómago;Mujeres;Burgos;20
011 Tumor maligno del estómago;Mujeres;Cáceres;16
011 Tumor maligno del estómago;Mujeres;Cádiz;35
011 Tumor maligno del estómago;Mujeres;Cantabria;22
011 Tumor maligno del estómago;Mujeres;Castellón/Castelló;26
011 Tumor maligno del estómago;Mujeres;Ciudad Real;29
011 Tumor maligno del estómago;Mujeres;Córdoba;27
011 Tumor maligno del estómago;Mujeres;Coruña, A;59
011 Tumor maligno del estómago;Mujeres;Cuenca;15
011 Tumor maligno del estómago;Mujeres;Gipuzkoa;33
011 Tumor maligno del estómago;Mujeres;Girona;24
011 Tumor maligno del estómago;Mujeres;Granada;37
011 Tumor maligno del estómago;Mujeres;Guadalajara;8
011 Tumor maligno del estómago;Mujeres;Huelva;16
011 Tumor maligno del estómago;Mujeres;Huesca;10
011 Tumor maligno del estómago;Mujeres;Jaén;33
011 Tumor maligno del estómago;Mujeres;León;44
011 Tumor maligno del estómago;Mujeres;Lleida;24
011 Tumor maligno del estómago;Mujeres;Lugo;26
011 Tumor maligno del estómago;Mujeres;Madrid;231
011 Tumor maligno del estómago;Mujeres;Málaga;42
011 Tumor maligno del estómago;Mujeres;Murcia;59
011 Tumor maligno del estómago;Mujeres;Navarra;26
011 Tumor maligno del estómago;Mujeres;Ourense;19
011 Tumor maligno del estómago;Mujeres;Palencia;8
011 Tumor maligno del estómago;Mujeres;Palmas, Las;36
011 Tumor maligno del estómago;Mujeres;Pontevedra;47
011 Tumor maligno del estómago;Mujeres;Rioja, La;12
011 Tumor maligno del estómago;Mujeres;Salamanca;39
011 Tumor maligno del estómago;Mujeres;Santa Cruz de Tenerife;40
011 Tumor maligno del estómago;Mujeres;Segovia;4
011 Tumor maligno del estómago;Mujeres;Sevilla;56
011 Tumor maligno del estómago;Mujeres;Soria;9
011 Tumor maligno del estómago;Mujeres;Tarragona;21
011 Tumor maligno del estómago;Mujeres;Teruel;7
011 Tumor maligno del estómago;Mujeres;Toledo;13
011 Tumor maligno del estómago;Mujeres;Valencia/Valncia;95
011 Tumor maligno del estómago;Mujeres;Valladolid;34
011 Tumor maligno del estómago;Mujeres;Zamora;14
011 Tumor maligno del estómago;Mujeres;Zaragoza;49
011 Tumor maligno del estómago;Mujeres;Ceuta;2
011 Tumor maligno del estómago;Mujeres;Melilla;3
011 Tumor maligno del estómago;Mujeres;Extranjero;2
012 Tumor maligno del colon;Ambos sexos;Total;11.021
012 Tumor maligno del colon;Ambos sexos;Albacete;99
012 Tumor maligno del colon;Ambos sexos;Alicante/Alacant;414
012 Tumor maligno del colon;Ambos sexos;Almería;151
012 Tumor maligno del colon;Ambos sexos;Araba/Alava;73
012 Tumor maligno del colon;Ambos sexos;Asturias;348
012 Tumor maligno del colon;Ambos sexos;Avila;54
012 Tumor maligno del colon;Ambos sexos;Badajoz;182
012 Tumor maligno del colon;Ambos sexos;Balears, Illes;229
012 Tumor maligno del colon;Ambos sexos;Barcelona;1.195
012 Tumor maligno del colon;Ambos sexos;Bizkaia;296
012 Tumor maligno del colon;Ambos sexos;Burgos;83
012 Tumor maligno del colon;Ambos sexos;Cáceres;129
012 Tumor maligno del colon;Ambos sexos;Cádiz;248
012 Tumor maligno del colon;Ambos sexos;Cantabria;128
012 Tumor maligno del colon;Ambos sexos;Castellón/Castelló;156
012 Tumor maligno del colon;Ambos sexos;Ciudad Real;147
012 Tumor maligno del colon;Ambos sexos;Córdoba;212
012 Tumor maligno del colon;Ambos sexos;Coruña, A;305
012 Tumor maligno del colon;Ambos sexos;Cuenca;62
012 Tumor maligno del colon;Ambos sexos;Gipuzkoa;178
012 Tumor maligno del colon;Ambos sexos;Girona;167
012 Tumor maligno del colon;Ambos sexos;Granada;231
012 Tumor maligno del colon;Ambos sexos;Guadalajara;48
012 Tumor maligno del colon;Ambos sexos;Huelva;109
012 Tumor maligno del colon;Ambos sexos;Huesca;65
012 Tumor maligno del colon;Ambos sexos;Jaén;159
012 Tumor maligno del colon;Ambos sexos;León;158
012 Tumor maligno del colon;Ambos sexos;Lleida;125
012 Tumor maligno del colon;Ambos sexos;Lugo;131
012 Tumor maligno del colon;Ambos sexos;Madrid;1.191
012 Tumor maligno del colon;Ambos sexos;Málaga;332
012 Tumor maligno del colon;Ambos sexos;Murcia;295
012 Tumor maligno del colon;Ambos sexos;Navarra;154
012 Tumor maligno del colon;Ambos sexos;Ourense;131
012 Tumor maligno del colon;Ambos sexos;Palencia;46
012 Tumor maligno del colon;Ambos sexos;Palmas, Las;209
012 Tumor maligno del colon;Ambos sexos;Pontevedra;255
012 Tumor maligno del colon;Ambos sexos;Rioja, La;83
012 Tumor maligno del colon;Ambos sexos;Salamanca;117
012 Tumor maligno del colon;Ambos sexos;Santa Cruz de Tenerife;205
012 Tumor maligno del colon;Ambos sexos;Segovia;42
012 Tumor maligno del colon;Ambos sexos;Sevilla;446
012 Tumor maligno del colon;Ambos sexos;Soria;28
012 Tumor maligno del colon;Ambos sexos;Tarragona;196
012 Tumor maligno del colon;Ambos sexos;Teruel;38
012 Tumor maligno del colon;Ambos sexos;Toledo;165
012 Tumor maligno del colon;Ambos sexos;Valencia/Valncia;647
012 Tumor maligno del colon;Ambos sexos;Valladolid;165
012 Tumor maligno del colon;Ambos sexos;Zamora;73
012 Tumor maligno del colon;Ambos sexos;Zaragoza;277
012 Tumor maligno del colon;Ambos sexos;Ceuta;13
012 Tumor maligno del colon;Ambos sexos;Melilla;14
012 Tumor maligno del colon;Ambos sexos;Extranjero;17
012 Tumor maligno del colon;Hombres;Total;6.419
012 Tumor maligno del colon;Hombres;Albacete;57
012 Tumor maligno del colon;Hombres;Alicante/Alacant;237
012 Tumor maligno del colon;Hombres;Almería;93
012 Tumor maligno del colon;Hombres;Araba/Alava;40
012 Tumor maligno del colon;Hombres;Asturias;198
012 Tumor maligno del colon;Hombres;Avila;31
012 Tumor maligno del colon;Hombres;Badajoz;110
012 Tumor maligno del colon;Hombres;Balears, Illes;128
012 Tumor maligno del colon;Hombres;Barcelona;695
012 Tumor maligno del colon;Hombres;Bizkaia;173
012 Tumor maligno del colon;Hombres;Burgos;52
012 Tumor maligno del colon;Hombres;Cáceres;76
012 Tumor maligno del colon;Hombres;Cádiz;134
012 Tumor maligno del colon;Hombres;Cantabria;79
012 Tumor maligno del colon;Hombres;Castellón/Castelló;106
012 Tumor maligno del colon;Hombres;Ciudad Real;88
012 Tumor maligno del colon;Hombres;Córdoba;123
012 Tumor maligno del colon;Hombres;Coruña, A;191
012 Tumor maligno del colon;Hombres;Cuenca;40
012 Tumor maligno del colon;Hombres;Gipuzkoa;99
012 Tumor maligno del colon;Hombres;Girona;86
012 Tumor maligno del colon;Hombres;Granada;126
012 Tumor maligno del colon;Hombres;Guadalajara;31
012 Tumor maligno del colon;Hombres;Huelva;66
012 Tumor maligno del colon;Hombres;Huesca;38
012 Tumor maligno del colon;Hombres;Jaén;102
012 Tumor maligno del colon;Hombres;León;98
012 Tumor maligno del colon;Hombres;Lleida;74
012 Tumor maligno del colon;Hombres;Lugo;80
012 Tumor maligno del colon;Hombres;Madrid;653
012 Tumor maligno del colon;Hombres;Málaga;180
012 Tumor maligno del colon;Hombres;Murcia;183
012 Tumor maligno del colon;Hombres;Navarra;88
012 Tumor maligno del colon;Hombres;Ourense;85
012 Tumor maligno del colon;Hombres;Palencia;31
012 Tumor maligno del colon;Hombres;Palmas, Las;117
012 Tumor maligno del colon;Hombres;Pontevedra;150
012 Tumor maligno del colon;Hombres;Rioja, La;49
012 Tumor maligno del colon;Hombres;Salamanca;63
012 Tumor maligno del colon;Hombres;Santa Cruz de Tenerife;116
012 Tumor maligno del colon;Hombres;Segovia;29
012 Tumor maligno del colon;Hombres;Sevilla;261
012 Tumor maligno del colon;Hombres;Soria;22
012 Tumor maligno del colon;Hombres;Tarragona;115
012 Tumor maligno del colon;Hombres;Teruel;21
012 Tumor maligno del colon;Hombres;Toledo;106
012 Tumor maligno del colon;Hombres;Valencia/Valncia;366
012 Tumor maligno del colon;Hombres;Valladolid;104
012 Tumor maligno del colon;Hombres;Zamora;34
012 Tumor maligno del colon;Hombres;Zaragoza;167
012 Tumor maligno del colon;Hombres;Ceuta;8
012 Tumor maligno del colon;Hombres;Melilla;8
012 Tumor maligno del colon;Hombres;Extranjero;12
012 Tumor maligno del colon;Mujeres;Total;4.602
012 Tumor maligno del colon;Mujeres;Albacete;42
012 Tumor maligno del colon;Mujeres;Alicante/Alacant;177
012 Tumor maligno del colon;Mujeres;Almería;58
012 Tumor maligno del colon;Mujeres;Araba/Alava;33
012 Tumor maligno del colon;Mujeres;Asturias;150
012 Tumor maligno del colon;Mujeres;Avila;23
012 Tumor maligno del colon;Mujeres;Badajoz;72
012 Tumor maligno del colon;Mujeres;Balears, Illes;101
012 Tumor maligno del colon;Mujeres;Barcelona;500
012 Tumor maligno del colon;Mujeres;Bizkaia;123
012 Tumor maligno del colon;Mujeres;Burgos;31
012 Tumor maligno del colon;Mujeres;Cáceres;53
012 Tumor maligno del colon;Mujeres;Cádiz;114
012 Tumor maligno del colon;Mujeres;Cantabria;49
012 Tumor maligno del colon;Mujeres;Castellón/Castelló;50
012 Tumor maligno del colon;Mujeres;Ciudad Real;59
012 Tumor maligno del colon;Mujeres;Córdoba;89
012 Tumor maligno del colon;Mujeres;Coruña, A;114
012 Tumor maligno del colon;Mujeres;Cuenca;22
012 Tumor maligno del colon;Mujeres;Gipuzkoa;79
012 Tumor maligno del colon;Mujeres;Girona;81
012 Tumor maligno del colon;Mujeres;Granada;105
012 Tumor maligno del colon;Mujeres;Guadalajara;17
012 Tumor maligno del colon;Mujeres;Huelva;43
012 Tumor maligno del colon;Mujeres;Huesca;27
012 Tumor maligno del colon;Mujeres;Jaén;57
012 Tumor maligno del colon;Mujeres;León;60
012 Tumor maligno del colon;Mujeres;Lleida;51
012 Tumor maligno del colon;Mujeres;Lugo;51
012 Tumor maligno del colon;Mujeres;Madrid;538
