Causas (lista reducida);Sexo;Provincia de residencia;Total
001-102 I-XXII.Todas las causas;Hombres;Zaragoza;5.200
001-102 I-XXII.Todas las causas;Hombres;Ceuta;347
001-102 I-XXII.Todas las causas;Hombres;Melilla;273
001-102 I-XXII.Todas las causas;Hombres;Extranjero;1.133
001-102 I-XXII.Todas las causas;Mujeres;Total;219.334
001-102 I-XXII.Todas las causas;Mujeres;Albacete;1.782
001-102 I-XXII.Todas las causas;Mujeres;Alicante/Alacant;8.616
001-102 I-XXII.Todas las causas;Mujeres;Almería;2.832
001-102 I-XXII.Todas las causas;Mujeres;Araba/Alava;1.412
001-102 I-XXII.Todas las causas;Mujeres;Asturias;6.927
001-102 I-XXII.Todas las causas;Mujeres;Avila;964
001-102 I-XXII.Todas las causas;Mujeres;Badajoz;3.607
001-102 I-XXII.Todas las causas;Mujeres;Balears, Illes;4.175
001-102 I-XXII.Todas las causas;Mujeres;Barcelona;24.845
001-102 I-XXII.Todas las causas;Mujeres;Bizkaia;6.321
001-102 I-XXII.Todas las causas;Mujeres;Burgos;1.891
001-102 I-XXII.Todas las causas;Mujeres;Cáceres;2.372
001-102 I-XXII.Todas las causas;Mujeres;Cádiz;5.628
001-102 I-XXII.Todas las causas;Mujeres;Cantabria;2.974
001-102 I-XXII.Todas las causas;Mujeres;Castellón/Castelló;2.828
001-102 I-XXII.Todas las causas;Mujeres;Ciudad Real;2.636
001-102 I-XXII.Todas las causas;Mujeres;Córdoba;4.103
001-102 I-XXII.Todas las causas;Mujeres;Coruña, A;6.635
001-102 I-XXII.Todas las causas;Mujeres;Cuenca;1.158
001-102 I-XXII.Todas las causas;Mujeres;Gipuzkoa;3.783
001-102 I-XXII.Todas las causas;Mujeres;Girona;3.331
001-102 I-XXII.Todas las causas;Mujeres;Granada;4.298
001-102 I-XXII.Todas las causas;Mujeres;Guadalajara;998
001-102 I-XXII.Todas las causas;Mujeres;Huelva;2.411
001-102 I-XXII.Todas las causas;Mujeres;Huesca;1.216
001-102 I-XXII.Todas las causas;Mujeres;Jaén;3.443
001-102 I-XXII.Todas las causas;Mujeres;León;3.059
001-102 I-XXII.Todas las causas;Mujeres;Lleida;2.187
001-102 I-XXII.Todas las causas;Mujeres;Lugo;2.534
001-102 I-XXII.Todas las causas;Mujeres;Madrid;24.685
001-102 I-XXII.Todas las causas;Mujeres;Málaga;7.044
001-102 I-XXII.Todas las causas;Mujeres;Murcia;6.105
001-102 I-XXII.Todas las causas;Mujeres;Navarra;2.782
001-102 I-XXII.Todas las causas;Mujeres;Ourense;2.307
001-102 I-XXII.Todas las causas;Mujeres;Palencia;1.104
001-102 I-XXII.Todas las causas;Mujeres;Palmas, Las;3.948
001-102 I-XXII.Todas las causas;Mujeres;Pontevedra;4.784
001-102 I-XXII.Todas las causas;Mujeres;Rioja, La;1.669
001-102 I-XXII.Todas las causas;Mujeres;Salamanca;1.933
001-102 I-XXII.Todas las causas;Mujeres;Santa Cruz de Tenerife;4.059
001-102 I-XXII.Todas las causas;Mujeres;Segovia;803
001-102 I-XXII.Todas las causas;Mujeres;Sevilla;8.643
001-102 I-XXII.Todas las causas;Mujeres;Soria;589
001-102 I-XXII.Todas las causas;Mujeres;Tarragona;3.593
001-102 I-XXII.Todas las causas;Mujeres;Teruel;817
001-102 I-XXII.Todas las causas;Mujeres;Toledo;3.201
001-102 I-XXII.Todas las causas;Mujeres;Valencia/Valncia;12.340
001-102 I-XXII.Todas las causas;Mujeres;Valladolid;2.520
001-102 I-XXII.Todas las causas;Mujeres;Zamora;1.264
001-102 I-XXII.Todas las causas;Mujeres;Zaragoza;5.097
001-102 I-XXII.Todas las causas;Mujeres;Ceuta;327
001-102 I-XXII.Todas las causas;Mujeres;Melilla;292
001-102 I-XXII.Todas las causas;Mujeres;Extranjero;462
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Total;46.001
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Albacete;287
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Alicante/Alacant;2.463
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Almería;731
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Araba/Alava;223
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Asturias;1.171
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Avila;210
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Badajoz;787
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Balears, Illes;705
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Barcelona;5.871
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Bizkaia;1.123
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Burgos;392
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Cáceres;448
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Cádiz;1.332
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Cantabria;348
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Castellón/Castelló;626
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Ciudad Real;574
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Córdoba;674
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Coruña, A;883
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Cuenca;216
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Gipuzkoa;647
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Girona;739
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Granada;933
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Guadalajara;231
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Huelva;414
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Huesca;260
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Jaén;552
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;León;557
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Lleida;568
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Lugo;211
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Madrid;6.667
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Málaga;1.620
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Murcia;1.196
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Navarra;428
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Ourense;241
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Palencia;324
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Palmas, Las;398
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Pontevedra;619
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Rioja, La;297
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Salamanca;401
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Santa Cruz de Tenerife;481
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Segovia;178
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Sevilla;1.547
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Soria;161
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Tarragona;757
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Teruel;174
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Toledo;1.059
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Valencia/Valncia;2.915
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Valladolid;637
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Zamora;206
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Zaragoza;1.190
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Ceuta;83
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Melilla;80
001-008 I.Enfermedades infecciosas y parasitarias;Ambos sexos;Extranjero;166
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Total;25.728
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Albacete;165
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Alicante/Alacant;1.408
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Almería;419
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Araba/Alava;125
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Asturias;590
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Avila;119
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Badajoz;411
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Balears, Illes;368
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Barcelona;3.273
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Bizkaia;610
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Burgos;214
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Cáceres;240
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Cádiz;747
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Cantabria;180
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Castellón/Castelló;357
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Ciudad Real;297
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Córdoba;357
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Coruña, A;453
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Cuenca;113
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Gipuzkoa;340
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Girona;437
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Granada;523
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Guadalajara;141
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Huelva;232
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Huesca;142
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Jaén;284
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;León;335
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Lleida;338
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Lugo;111
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Madrid;3.835
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Málaga;935
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Murcia;670
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Navarra;232
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Ourense;135
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Palencia;173
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Palmas, Las;201
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Pontevedra;346
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Rioja, La;168
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Salamanca;234
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Santa Cruz de Tenerife;277
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Segovia;96
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Sevilla;879
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Soria;80
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Tarragona;417
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Teruel;96
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Toledo;578
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Valencia/Valncia;1.641
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Valladolid;383
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Zamora;121
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Zaragoza;686
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Ceuta;46
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Melilla;41
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Extranjero;129
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Total;20.273
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Albacete;122
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Alicante/Alacant;1.055
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Almería;312
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Araba/Alava;98
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Asturias;581
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Avila;91
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Badajoz;376
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Balears, Illes;337
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Barcelona;2.598
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Bizkaia;513
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Burgos;178
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Cáceres;208
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Cádiz;585
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Cantabria;168
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Castellón/Castelló;269
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Ciudad Real;277
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Córdoba;317
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Coruña, A;430
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Cuenca;103
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Gipuzkoa;307
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Girona;302
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Granada;410
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Guadalajara;90
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Huelva;182
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Huesca;118
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Jaén;268
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;León;222
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Lleida;230
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Lugo;100
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Madrid;2.832
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Málaga;685
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Murcia;526
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Navarra;196
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Ourense;106
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Palencia;151
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Palmas, Las;197
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Pontevedra;273
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Rioja, La;129
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Salamanca;167
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Santa Cruz de Tenerife;204
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Segovia;82
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Sevilla;668
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Soria;81
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Tarragona;340
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Teruel;78
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Toledo;481
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Valencia/Valncia;1.274
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Valladolid;254
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Zamora;85
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Zaragoza;504
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Ceuta;37
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Melilla;39
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Extranjero;37
00A Covid-19 Virus identificado;Ambos sexos;Total;39.444
00A Covid-19 Virus identificado;Ambos sexos;Albacete;235
00A Covid-19 Virus identificado;Ambos sexos;Alicante/Alacant;2.149
00A Covid-19 Virus identificado;Ambos sexos;Almería;641
00A Covid-19 Virus identificado;Ambos sexos;Araba/Alava;192
00A Covid-19 Virus identificado;Ambos sexos;Asturias;938
00A Covid-19 Virus identificado;Ambos sexos;Avila;178
00A Covid-19 Virus identificado;Ambos sexos;Badajoz;689
00A Covid-19 Virus identificado;Ambos sexos;Balears, Illes;578
00A Covid-19 Virus identificado;Ambos sexos;Barcelona;5.196
00A Covid-19 Virus identificado;Ambos sexos;Bizkaia;924
00A Covid-19 Virus identificado;Ambos sexos;Burgos;325
00A Covid-19 Virus identificado;Ambos sexos;Cáceres;382
00A Covid-19 Virus identificado;Ambos sexos;Cádiz;1.137
00A Covid-19 Virus identificado;Ambos sexos;Cantabria;238
00A Covid-19 Virus identificado;Ambos sexos;Castellón/Castelló;550
00A Covid-19 Virus identificado;Ambos sexos;Ciudad Real;526
00A Covid-19 Virus identificado;Ambos sexos;Córdoba;573
00A Covid-19 Virus identificado;Ambos sexos;Coruña, A;716
00A Covid-19 Virus identificado;Ambos sexos;Cuenca;189
00A Covid-19 Virus identificado;Ambos sexos;Gipuzkoa;537
00A Covid-19 Virus identificado;Ambos sexos;Girona;671
00A Covid-19 Virus identificado;Ambos sexos;Granada;768
00A Covid-19 Virus identificado;Ambos sexos;Guadalajara;213
00A Covid-19 Virus identificado;Ambos sexos;Huelva;340
00A Covid-19 Virus identificado;Ambos sexos;Huesca;222
00A Covid-19 Virus identificado;Ambos sexos;Jaén;422
00A Covid-19 Virus identificado;Ambos sexos;León;474
00A Covid-19 Virus identificado;Ambos sexos;Lleida;511
00A Covid-19 Virus identificado;Ambos sexos;Lugo;138
00A Covid-19 Virus identificado;Ambos sexos;Madrid;5.907
00A Covid-19 Virus identificado;Ambos sexos;Málaga;1.397
00A Covid-19 Virus identificado;Ambos sexos;Murcia;1.035
00A Covid-19 Virus identificado;Ambos sexos;Navarra;357
00A Covid-19 Virus identificado;Ambos sexos;Ourense;186
00A Covid-19 Virus identificado;Ambos sexos;Palencia;295
00A Covid-19 Virus identificado;Ambos sexos;Palmas, Las;275
00A Covid-19 Virus identificado;Ambos sexos;Pontevedra;489
00A Covid-19 Virus identificado;Ambos sexos;Rioja, La;249
00A Covid-19 Virus identificado;Ambos sexos;Salamanca;345
00A Covid-19 Virus identificado;Ambos sexos;Santa Cruz de Tenerife;316
00A Covid-19 Virus identificado;Ambos sexos;Segovia;154
00A Covid-19 Virus identificado;Ambos sexos;Sevilla;1.318
00A Covid-19 Virus identificado;Ambos sexos;Soria;146
00A Covid-19 Virus identificado;Ambos sexos;Tarragona;656
00A Covid-19 Virus identificado;Ambos sexos;Teruel;153
00A Covid-19 Virus identificado;Ambos sexos;Toledo;979
00A Covid-19 Virus identificado;Ambos sexos;Valencia/Valncia;2.516
00A Covid-19 Virus identificado;Ambos sexos;Valladolid;526
00A Covid-19 Virus identificado;Ambos sexos;Zamora;175
00A Covid-19 Virus identificado;Ambos sexos;Zaragoza;1.030
00A Covid-19 Virus identificado;Ambos sexos;Ceuta;62
00A Covid-19 Virus identificado;Ambos sexos;Melilla;73
00A Covid-19 Virus identificado;Ambos sexos;Extranjero;153
00A Covid-19 Virus identificado;Hombres;Total;22.449
00A Covid-19 Virus identificado;Hombres;Albacete;140
00A Covid-19 Virus identificado;Hombres;Alicante/Alacant;1.246
00A Covid-19 Virus identificado;Hombres;Almería;379
00A Covid-19 Virus identificado;Hombres;Araba/Alava;109
00A Covid-19 Virus identificado;Hombres;Asturias;491
00A Covid-19 Virus identificado;Hombres;Avila;106
00A Covid-19 Virus identificado;Hombres;Badajoz;354
00A Covid-19 Virus identificado;Hombres;Balears, Illes;309
00A Covid-19 Virus identificado;Hombres;Barcelona;2.941
00A Covid-19 Virus identificado;Hombres;Bizkaia;518
00A Covid-19 Virus identificado;Hombres;Burgos;186
00A Covid-19 Virus identificado;Hombres;Cáceres;206
00A Covid-19 Virus identificado;Hombres;Cádiz;643
00A Covid-19 Virus identificado;Hombres;Cantabria;125
00A Covid-19 Virus identificado;Hombres;Castellón/Castelló;322
00A Covid-19 Virus identificado;Hombres;Ciudad Real;271
00A Covid-19 Virus identificado;Hombres;Córdoba;314
00A Covid-19 Virus identificado;Hombres;Coruña, A;372
00A Covid-19 Virus identificado;Hombres;Cuenca;100
00A Covid-19 Virus identificado;Hombres;Gipuzkoa;284
