Causas (lista reducida);Sexo;Provincia de residencia;Total
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;02 Albacete;17
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;03 Alicante/Alacant;69
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;04 Almería;41
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;01 Araba/Álava;12
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;33 Asturias;74
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;05 Ávila;5
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;06 Badajoz;24
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;07 Balears, Illes;44
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;08 Barcelona;293
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;48 Bizkaia;83
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;09 Burgos;21
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;10 Cáceres;25
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;11 Cádiz;62
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;39 Cantabria;35
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;12 Castellón/Castelló;21
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;13 Ciudad Real;23
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;14 Córdoba;34
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;15 Coruña, A;68
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;16 Cuenca;13
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;20 Gipuzkoa;54
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;17 Girona;45
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;18 Granada;46
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;19 Guadalajara;9
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;21 Huelva;20
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;22 Huesca;14
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;23 Jaén;28
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;24 León;35
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;25 Lleida;20
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;27 Lugo;26
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;28 Madrid;310
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;29 Málaga;62
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;30 Murcia;69
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;31 Navarra;28
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;32 Ourense;30
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;34 Palencia;8
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;35 Palmas, Las;42
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;36 Pontevedra;61
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;26 Rioja, La;30
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;37 Salamanca;23
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;38 Santa Cruz de Tenerife;46
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;40 Segovia;11
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;41 Sevilla;61
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;42 Soria;8
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;43 Tarragona;49
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;44 Teruel;7
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;45 Toledo;33
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;46 Valencia/València;107
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;47 Valladolid;16
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;49 Zamora;10
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;50 Zaragoza;50
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;51 Ceuta;2
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;52 Melilla;3
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Mujeres;Extranjero;11
037 Leucemia;Hombres;Total;1.951
037 Leucemia;Hombres;02 Albacete;21
037 Leucemia;Hombres;03 Alicante/Alacant;48
037 Leucemia;Hombres;04 Almería;18
037 Leucemia;Hombres;01 Araba/Álava;12
037 Leucemia;Hombres;33 Asturias;61
037 Leucemia;Hombres;05 Ávila;10
037 Leucemia;Hombres;06 Badajoz;35
037 Leucemia;Hombres;07 Balears, Illes;34
037 Leucemia;Hombres;08 Barcelona;237
037 Leucemia;Hombres;48 Bizkaia;58
037 Leucemia;Hombres;09 Burgos;17
037 Leucemia;Hombres;10 Cáceres;22
037 Leucemia;Hombres;11 Cádiz;32
037 Leucemia;Hombres;39 Cantabria;24
037 Leucemia;Hombres;12 Castellón/Castelló;18
037 Leucemia;Hombres;13 Ciudad Real;28
037 Leucemia;Hombres;14 Córdoba;31
037 Leucemia;Hombres;15 Coruña, A;56
037 Leucemia;Hombres;16 Cuenca;14
037 Leucemia;Hombres;20 Gipuzkoa;33
037 Leucemia;Hombres;17 Girona;21
037 Leucemia;Hombres;18 Granada;39
037 Leucemia;Hombres;19 Guadalajara;10
037 Leucemia;Hombres;21 Huelva;12
037 Leucemia;Hombres;22 Huesca;13
037 Leucemia;Hombres;23 Jaén;26
037 Leucemia;Hombres;24 León;31
037 Leucemia;Hombres;25 Lleida;19
037 Leucemia;Hombres;27 Lugo;24
037 Leucemia;Hombres;28 Madrid;278
037 Leucemia;Hombres;29 Málaga;49
037 Leucemia;Hombres;30 Murcia;49
037 Leucemia;Hombres;31 Navarra;21
037 Leucemia;Hombres;32 Ourense;25
037 Leucemia;Hombres;34 Palencia;6
037 Leucemia;Hombres;35 Palmas, Las;43
037 Leucemia;Hombres;36 Pontevedra;33
037 Leucemia;Hombres;26 Rioja, La;18
037 Leucemia;Hombres;37 Salamanca;33
037 Leucemia;Hombres;38 Santa Cruz de Tenerife;44
037 Leucemia;Hombres;40 Segovia;2
037 Leucemia;Hombres;41 Sevilla;59
037 Leucemia;Hombres;42 Soria;2
037 Leucemia;Hombres;43 Tarragona;31
037 Leucemia;Hombres;44 Teruel;12
037 Leucemia;Hombres;45 Toledo;27
037 Leucemia;Hombres;46 Valencia/València;107
037 Leucemia;Hombres;47 Valladolid;40
037 Leucemia;Hombres;49 Zamora;17
037 Leucemia;Hombres;50 Zaragoza;37
037 Leucemia;Hombres;51 Ceuta;2
037 Leucemia;Hombres;52 Melilla;0
037 Leucemia;Hombres;Extranjero;12
037 Leucemia;Mujeres;Total;1.448
037 Leucemia;Mujeres;02 Albacete;12
037 Leucemia;Mujeres;03 Alicante/Alacant;47
037 Leucemia;Mujeres;04 Almería;21
037 Leucemia;Mujeres;01 Araba/Álava;12
037 Leucemia;Mujeres;33 Asturias;47
037 Leucemia;Mujeres;05 Ávila;10
037 Leucemia;Mujeres;06 Badajoz;25
037 Leucemia;Mujeres;07 Balears, Illes;35
037 Leucemia;Mujeres;08 Barcelona;158
037 Leucemia;Mujeres;48 Bizkaia;37
037 Leucemia;Mujeres;09 Burgos;9
037 Leucemia;Mujeres;10 Cáceres;15
037 Leucemia;Mujeres;11 Cádiz;32
037 Leucemia;Mujeres;39 Cantabria;15
037 Leucemia;Mujeres;12 Castellón/Castelló;26
037 Leucemia;Mujeres;13 Ciudad Real;13
037 Leucemia;Mujeres;14 Córdoba;15
037 Leucemia;Mujeres;15 Coruña, A;46
037 Leucemia;Mujeres;16 Cuenca;3
037 Leucemia;Mujeres;20 Gipuzkoa;22
037 Leucemia;Mujeres;17 Girona;23
037 Leucemia;Mujeres;18 Granada;17
037 Leucemia;Mujeres;19 Guadalajara;7
037 Leucemia;Mujeres;21 Huelva;24
037 Leucemia;Mujeres;22 Huesca;10
037 Leucemia;Mujeres;23 Jaén;15
037 Leucemia;Mujeres;24 León;22
037 Leucemia;Mujeres;25 Lleida;15
037 Leucemia;Mujeres;27 Lugo;21
037 Leucemia;Mujeres;28 Madrid;201
037 Leucemia;Mujeres;29 Málaga;49
037 Leucemia;Mujeres;30 Murcia;36
037 Leucemia;Mujeres;31 Navarra;18
037 Leucemia;Mujeres;32 Ourense;15
037 Leucemia;Mujeres;34 Palencia;3
037 Leucemia;Mujeres;35 Palmas, Las;21
037 Leucemia;Mujeres;36 Pontevedra;39
037 Leucemia;Mujeres;26 Rioja, La;7
037 Leucemia;Mujeres;37 Salamanca;11
037 Leucemia;Mujeres;38 Santa Cruz de Tenerife;34
037 Leucemia;Mujeres;40 Segovia;5
037 Leucemia;Mujeres;41 Sevilla;54
037 Leucemia;Mujeres;42 Soria;3
037 Leucemia;Mujeres;43 Tarragona;18
037 Leucemia;Mujeres;44 Teruel;4
037 Leucemia;Mujeres;45 Toledo;26
037 Leucemia;Mujeres;46 Valencia/València;67
037 Leucemia;Mujeres;47 Valladolid;18
037 Leucemia;Mujeres;49 Zamora;4
037 Leucemia;Mujeres;50 Zaragoza;48
037 Leucemia;Mujeres;51 Ceuta;1
037 Leucemia;Mujeres;52 Melilla;2
037 Leucemia;Mujeres;Extranjero;10
038 Tumores in situ;Hombres;Total;6
038 Tumores in situ;Hombres;02 Albacete;0
038 Tumores in situ;Hombres;03 Alicante/Alacant;0
038 Tumores in situ;Hombres;04 Almería;0
038 Tumores in situ;Hombres;01 Araba/Álava;0
038 Tumores in situ;Hombres;33 Asturias;0
038 Tumores in situ;Hombres;05 Ávila;0
038 Tumores in situ;Hombres;06 Badajoz;0
038 Tumores in situ;Hombres;07 Balears, Illes;0
038 Tumores in situ;Hombres;08 Barcelona;2
038 Tumores in situ;Hombres;48 Bizkaia;0
038 Tumores in situ;Hombres;09 Burgos;0
038 Tumores in situ;Hombres;10 Cáceres;0
038 Tumores in situ;Hombres;11 Cádiz;0
038 Tumores in situ;Hombres;39 Cantabria;0
038 Tumores in situ;Hombres;12 Castellón/Castelló;0
038 Tumores in situ;Hombres;13 Ciudad Real;0
038 Tumores in situ;Hombres;14 Córdoba;0
038 Tumores in situ;Hombres;15 Coruña, A;0
038 Tumores in situ;Hombres;16 Cuenca;1
038 Tumores in situ;Hombres;20 Gipuzkoa;0
038 Tumores in situ;Hombres;17 Girona;0
038 Tumores in situ;Hombres;18 Granada;0
038 Tumores in situ;Hombres;19 Guadalajara;0
038 Tumores in situ;Hombres;21 Huelva;0
038 Tumores in situ;Hombres;22 Huesca;0
038 Tumores in situ;Hombres;23 Jaén;0
038 Tumores in situ;Hombres;24 León;0
038 Tumores in situ;Hombres;25 Lleida;1
038 Tumores in situ;Hombres;27 Lugo;0
038 Tumores in situ;Hombres;28 Madrid;0
038 Tumores in situ;Hombres;29 Málaga;0
038 Tumores in situ;Hombres;30 Murcia;0
038 Tumores in situ;Hombres;31 Navarra;0
038 Tumores in situ;Hombres;32 Ourense;0
038 Tumores in situ;Hombres;34 Palencia;0
038 Tumores in situ;Hombres;35 Palmas, Las;1
038 Tumores in situ;Hombres;36 Pontevedra;0
038 Tumores in situ;Hombres;26 Rioja, La;0
038 Tumores in situ;Hombres;37 Salamanca;0
038 Tumores in situ;Hombres;38 Santa Cruz de Tenerife;0
038 Tumores in situ;Hombres;40 Segovia;0
038 Tumores in situ;Hombres;41 Sevilla;0
038 Tumores in situ;Hombres;42 Soria;0
038 Tumores in situ;Hombres;43 Tarragona;1
038 Tumores in situ;Hombres;44 Teruel;0
038 Tumores in situ;Hombres;45 Toledo;0
038 Tumores in situ;Hombres;46 Valencia/València;0
038 Tumores in situ;Hombres;47 Valladolid;0
038 Tumores in situ;Hombres;49 Zamora;0
038 Tumores in situ;Hombres;50 Zaragoza;0
038 Tumores in situ;Hombres;51 Ceuta;0
038 Tumores in situ;Hombres;52 Melilla;0
038 Tumores in situ;Hombres;Extranjero;0
038 Tumores in situ;Mujeres;Total;5
038 Tumores in situ;Mujeres;02 Albacete;0
038 Tumores in situ;Mujeres;03 Alicante/Alacant;1
038 Tumores in situ;Mujeres;04 Almería;0
038 Tumores in situ;Mujeres;01 Araba/Álava;0
038 Tumores in situ;Mujeres;33 Asturias;0
038 Tumores in situ;Mujeres;05 Ávila;0
038 Tumores in situ;Mujeres;06 Badajoz;0
038 Tumores in situ;Mujeres;07 Balears, Illes;0
038 Tumores in situ;Mujeres;08 Barcelona;1
038 Tumores in situ;Mujeres;48 Bizkaia;0
038 Tumores in situ;Mujeres;09 Burgos;0
038 Tumores in situ;Mujeres;10 Cáceres;0
038 Tumores in situ;Mujeres;11 Cádiz;0
038 Tumores in situ;Mujeres;39 Cantabria;0
038 Tumores in situ;Mujeres;12 Castellón/Castelló;0
038 Tumores in situ;Mujeres;13 Ciudad Real;0
038 Tumores in situ;Mujeres;14 Córdoba;0
038 Tumores in situ;Mujeres;15 Coruña, A;0
038 Tumores in situ;Mujeres;16 Cuenca;0
038 Tumores in situ;Mujeres;20 Gipuzkoa;0
038 Tumores in situ;Mujeres;17 Girona;1
038 Tumores in situ;Mujeres;18 Granada;0
038 Tumores in situ;Mujeres;19 Guadalajara;0
038 Tumores in situ;Mujeres;21 Huelva;0
038 Tumores in situ;Mujeres;22 Huesca;0
038 Tumores in situ;Mujeres;23 Jaén;0
038 Tumores in situ;Mujeres;24 León;0
038 Tumores in situ;Mujeres;25 Lleida;0
038 Tumores in situ;Mujeres;27 Lugo;0
038 Tumores in situ;Mujeres;28 Madrid;1
038 Tumores in situ;Mujeres;29 Málaga;0
038 Tumores in situ;Mujeres;30 Murcia;0
038 Tumores in situ;Mujeres;31 Navarra;0
038 Tumores in situ;Mujeres;32 Ourense;0
038 Tumores in situ;Mujeres;34 Palencia;0
038 Tumores in situ;Mujeres;35 Palmas, Las;0
038 Tumores in situ;Mujeres;36 Pontevedra;0
038 Tumores in situ;Mujeres;26 Rioja, La;0
038 Tumores in situ;Mujeres;37 Salamanca;1
038 Tumores in situ;Mujeres;38 Santa Cruz de Tenerife;0
038 Tumores in situ;Mujeres;40 Segovia;0
038 Tumores in situ;Mujeres;41 Sevilla;0
038 Tumores in situ;Mujeres;42 Soria;0
038 Tumores in situ;Mujeres;43 Tarragona;0
038 Tumores in situ;Mujeres;44 Teruel;0
038 Tumores in situ;Mujeres;45 Toledo;0
038 Tumores in situ;Mujeres;46 Valencia/València;0
038 Tumores in situ;Mujeres;47 Valladolid;0
038 Tumores in situ;Mujeres;49 Zamora;0
038 Tumores in situ;Mujeres;50 Zaragoza;0
038 Tumores in situ;Mujeres;51 Ceuta;0
038 Tumores in situ;Mujeres;52 Melilla;0
038 Tumores in situ;Mujeres;Extranjero;0
039 Tumores benignos;Hombres;Total;249
039 Tumores benignos;Hombres;02 Albacete;1
039 Tumores benignos;Hombres;03 Alicante/Alacant;9
039 Tumores benignos;Hombres;04 Almería;5
039 Tumores benignos;Hombres;01 Araba/Álava;4
039 Tumores benignos;Hombres;33 Asturias;12
039 Tumores benignos;Hombres;05 Ávila;2
039 Tumores benignos;Hombres;06 Badajoz;7
039 Tumores benignos;Hombres;07 Balears, Illes;5
039 Tumores benignos;Hombres;08 Barcelona;21
039 Tumores benignos;Hombres;48 Bizkaia;11
039 Tumores benignos;Hombres;09 Burgos;0
039 Tumores benignos;Hombres;10 Cáceres;3
039 Tumores benignos;Hombres;11 Cádiz;5
039 Tumores benignos;Hombres;39 Cantabria;4
039 Tumores benignos;Hombres;12 Castellón/Castelló;2
039 Tumores benignos;Hombres;13 Ciudad Real;5
039 Tumores benignos;Hombres;14 Córdoba;4
039 Tumores benignos;Hombres;15 Coruña, A;3
039 Tumores benignos;Hombres;16 Cuenca;0
039 Tumores benignos;Hombres;20 Gipuzkoa;4
039 Tumores benignos;Hombres;17 Girona;4
039 Tumores benignos;Hombres;18 Granada;0
039 Tumores benignos;Hombres;19 Guadalajara;1
039 Tumores benignos;Hombres;21 Huelva;4
039 Tumores benignos;Hombres;22 Huesca;2
039 Tumores benignos;Hombres;23 Jaén;3
039 Tumores benignos;Hombres;24 León;4
039 Tumores benignos;Hombres;25 Lleida;3
039 Tumores benignos;Hombres;27 Lugo;4
039 Tumores benignos;Hombres;28 Madrid;26
039 Tumores benignos;Hombres;29 Málaga;9
039 Tumores benignos;Hombres;30 Murcia;9
039 Tumores benignos;Hombres;31 Navarra;1
039 Tumores benignos;Hombres;32 Ourense;2
039 Tumores benignos;Hombres;34 Palencia;2
039 Tumores benignos;Hombres;35 Palmas, Las;4
039 Tumores benignos;Hombres;36 Pontevedra;8
039 Tumores benignos;Hombres;26 Rioja, La;3
039 Tumores benignos;Hombres;37 Salamanca;2
039 Tumores benignos;Hombres;38 Santa Cruz de Tenerife;4
039 Tumores benignos;Hombres;40 Segovia;3
039 Tumores benignos;Hombres;41 Sevilla;5
039 Tumores benignos;Hombres;42 Soria;2
039 Tumores benignos;Hombres;43 Tarragona;2
039 Tumores benignos;Hombres;44 Teruel;2
039 Tumores benignos;Hombres;45 Toledo;6
039 Tumores benignos;Hombres;46 Valencia/València;12
039 Tumores benignos;Hombres;47 Valladolid;4
039 Tumores benignos;Hombres;49 Zamora;3
039 Tumores benignos;Hombres;50 Zaragoza;8
039 Tumores benignos;Hombres;51 Ceuta;0
039 Tumores benignos;Hombres;52 Melilla;0
039 Tumores benignos;Hombres;Extranjero;0
039 Tumores benignos;Mujeres;Total;311
039 Tumores benignos;Mujeres;02 Albacete;2
039 Tumores benignos;Mujeres;03 Alicante/Alacant;10
039 Tumores benignos;Mujeres;04 Almería;2
039 Tumores benignos;Mujeres;01 Araba/Álava;1
039 Tumores benignos;Mujeres;33 Asturias;18
039 Tumores benignos;Mujeres;05 Ávila;1
039 Tumores benignos;Mujeres;06 Badajoz;8
039 Tumores benignos;Mujeres;07 Balears, Illes;7
039 Tumores benignos;Mujeres;08 Barcelona;29
039 Tumores benignos;Mujeres;48 Bizkaia;8
039 Tumores benignos;Mujeres;09 Burgos;3
039 Tumores benignos;Mujeres;10 Cáceres;2
039 Tumores benignos;Mujeres;11 Cádiz;9
039 Tumores benignos;Mujeres;39 Cantabria;6
039 Tumores benignos;Mujeres;12 Castellón/Castelló;3
039 Tumores benignos;Mujeres;13 Ciudad Real;1
039 Tumores benignos;Mujeres;14 Córdoba;3
039 Tumores benignos;Mujeres;15 Coruña, A;4
039 Tumores benignos;Mujeres;16 Cuenca;0
039 Tumores benignos;Mujeres;20 Gipuzkoa;5
039 Tumores benignos;Mujeres;17 Girona;3
039 Tumores benignos;Mujeres;18 Granada;5
039 Tumores benignos;Mujeres;19 Guadalajara;2
039 Tumores benignos;Mujeres;21 Huelva;2
039 Tumores benignos;Mujeres;22 Huesca;2
039 Tumores benignos;Mujeres;23 Jaén;11
039 Tumores benignos;Mujeres;24 León;5
039 Tumores benignos;Mujeres;25 Lleida;3
039 Tumores benignos;Mujeres;27 Lugo;2
039 Tumores benignos;Mujeres;28 Madrid;48
039 Tumores benignos;Mujeres;29 Málaga;4
039 Tumores benignos;Mujeres;30 Murcia;6
039 Tumores benignos;Mujeres;31 Navarra;8
039 Tumores benignos;Mujeres;32 Ourense;3
039 Tumores benignos;Mujeres;34 Palencia;2
039 Tumores benignos;Mujeres;35 Palmas, Las;9
039 Tumores benignos;Mujeres;36 Pontevedra;7
039 Tumores benignos;Mujeres;26 Rioja, La;3
039 Tumores benignos;Mujeres;37 Salamanca;3
039 Tumores benignos;Mujeres;38 Santa Cruz de Tenerife;11
039 Tumores benignos;Mujeres;40 Segovia;2
039 Tumores benignos;Mujeres;41 Sevilla;13
039 Tumores benignos;Mujeres;42 Soria;1
039 Tumores benignos;Mujeres;43 Tarragona;4
039 Tumores benignos;Mujeres;44 Teruel;1
039 Tumores benignos;Mujeres;45 Toledo;3
039 Tumores benignos;Mujeres;46 Valencia/València;10
039 Tumores benignos;Mujeres;47 Valladolid;4
039 Tumores benignos;Mujeres;49 Zamora;2
039 Tumores benignos;Mujeres;50 Zaragoza;7
039 Tumores benignos;Mujeres;51 Ceuta;2
039 Tumores benignos;Mujeres;52 Melilla;0
039 Tumores benignos;Mujeres;Extranjero;1
040 Síndrome mielodisplásico;Hombres;Total;619
040 Síndrome mielodisplásico;Hombres;02 Albacete;9
040 Síndrome mielodisplásico;Hombres;03 Alicante/Alacant;21
040 Síndrome mielodisplásico;Hombres;04 Almería;4
040 Síndrome mielodisplásico;Hombres;01 Araba/Álava;2
040 Síndrome mielodisplásico;Hombres;33 Asturias;16
040 Síndrome mielodisplásico;Hombres;05 Ávila;4
040 Síndrome mielodisplásico;Hombres;06 Badajoz;15
040 Síndrome mielodisplásico;Hombres;07 Balears, Illes;7
040 Síndrome mielodisplásico;Hombres;08 Barcelona;75
040 Síndrome mielodisplásico;Hombres;48 Bizkaia;19
040 Síndrome mielodisplásico;Hombres;09 Burgos;4
040 Síndrome mielodisplásico;Hombres;10 Cáceres;6
040 Síndrome mielodisplásico;Hombres;11 Cádiz;13
040 Síndrome mielodisplásico;Hombres;39 Cantabria;16
040 Síndrome mielodisplásico;Hombres;12 Castellón/Castelló;8
040 Síndrome mielodisplásico;Hombres;13 Ciudad Real;4
040 Síndrome mielodisplásico;Hombres;14 Córdoba;10
040 Síndrome mielodisplásico;Hombres;15 Coruña, A;18
040 Síndrome mielodisplásico;Hombres;16 Cuenca;9
040 Síndrome mielodisplásico;Hombres;20 Gipuzkoa;18
040 Síndrome mielodisplásico;Hombres;17 Girona;7
040 Síndrome mielodisplásico;Hombres;18 Granada;11
040 Síndrome mielodisplásico;Hombres;19 Guadalajara;2
040 Síndrome mielodisplásico;Hombres;21 Huelva;5
040 Síndrome mielodisplásico;Hombres;22 Huesca;3
040 Síndrome mielodisplásico;Hombres;23 Jaén;5
040 Síndrome mielodisplásico;Hombres;24 León;12
040 Síndrome mielodisplásico;Hombres;25 Lleida;4
040 Síndrome mielodisplásico;Hombres;27 Lugo;12
040 Síndrome mielodisplásico;Hombres;28 Madrid;81
040 Síndrome mielodisplásico;Hombres;29 Málaga;12
040 Síndrome mielodisplásico;Hombres;30 Murcia;11
040 Síndrome mielodisplásico;Hombres;31 Navarra;12
040 Síndrome mielodisplásico;Hombres;32 Ourense;7
040 Síndrome mielodisplásico;Hombres;34 Palencia;3
040 Síndrome mielodisplásico;Hombres;35 Palmas, Las;7
040 Síndrome mielodisplásico;Hombres;36 Pontevedra;15
040 Síndrome mielodisplásico;Hombres;26 Rioja, La;4
040 Síndrome mielodisplásico;Hombres;37 Salamanca;7
040 Síndrome mielodisplásico;Hombres;38 Santa Cruz de Tenerife;8
040 Síndrome mielodisplásico;Hombres;40 Segovia;3
040 Síndrome mielodisplásico;Hombres;41 Sevilla;21
040 Síndrome mielodisplásico;Hombres;42 Soria;3
040 Síndrome mielodisplásico;Hombres;43 Tarragona;13
040 Síndrome mielodisplásico;Hombres;44 Teruel;2
040 Síndrome mielodisplásico;Hombres;45 Toledo;9
040 Síndrome mielodisplásico;Hombres;46 Valencia/València;40
040 Síndrome mielodisplásico;Hombres;47 Valladolid;6
040 Síndrome mielodisplásico;Hombres;49 Zamora;2
040 Síndrome mielodisplásico;Hombres;50 Zaragoza;13
040 Síndrome mielodisplásico;Hombres;51 Ceuta;0
040 Síndrome mielodisplásico;Hombres;52 Melilla;0
040 Síndrome mielodisplásico;Hombres;Extranjero;1
040 Síndrome mielodisplásico;Mujeres;Total;511
040 Síndrome mielodisplásico;Mujeres;02 Albacete;5
040 Síndrome mielodisplásico;Mujeres;03 Alicante/Alacant;14
040 Síndrome mielodisplásico;Mujeres;04 Almería;2
040 Síndrome mielodisplásico;Mujeres;01 Araba/Álava;3
040 Síndrome mielodisplásico;Mujeres;33 Asturias;18
040 Síndrome mielodisplásico;Mujeres;05 Ávila;1
040 Síndrome mielodisplásico;Mujeres;06 Badajoz;12
040 Síndrome mielodisplásico;Mujeres;07 Balears, Illes;3
040 Síndrome mielodisplásico;Mujeres;08 Barcelona;73
040 Síndrome mielodisplásico;Mujeres;48 Bizkaia;21
040 Síndrome mielodisplásico;Mujeres;09 Burgos;4
040 Síndrome mielodisplásico;Mujeres;10 Cáceres;5
040 Síndrome mielodisplásico;Mujeres;11 Cádiz;5
040 Síndrome mielodisplásico;Mujeres;39 Cantabria;8
040 Síndrome mielodisplásico;Mujeres;12 Castellón/Castelló;10
040 Síndrome mielodisplásico;Mujeres;13 Ciudad Real;6
040 Síndrome mielodisplásico;Mujeres;14 Córdoba;11
040 Síndrome mielodisplásico;Mujeres;15 Coruña, A;8
040 Síndrome mielodisplásico;Mujeres;16 Cuenca;6
040 Síndrome mielodisplásico;Mujeres;20 Gipuzkoa;8
040 Síndrome mielodisplásico;Mujeres;17 Girona;4
040 Síndrome mielodisplásico;Mujeres;18 Granada;5
040 Síndrome mielodisplásico;Mujeres;19 Guadalajara;3
040 Síndrome mielodisplásico;Mujeres;21 Huelva;5
040 Síndrome mielodisplásico;Mujeres;22 Huesca;3
040 Síndrome mielodisplásico;Mujeres;23 Jaén;9
040 Síndrome mielodisplásico;Mujeres;24 León;5
040 Síndrome mielodisplásico;Mujeres;25 Lleida;4
040 Síndrome mielodisplásico;Mujeres;27 Lugo;1
040 Síndrome mielodisplásico;Mujeres;28 Madrid;79
040 Síndrome mielodisplásico;Mujeres;29 Málaga;10
