Causas (lista reducida);Sexo;Provincia de residencia;Total
001-102 I-XXII.Todas las causas;Hombres;49 Zamora;1.434
001-102 I-XXII.Todas las causas;Hombres;50 Zaragoza;4.873
001-102 I-XXII.Todas las causas;Hombres;51 Ceuta;270
001-102 I-XXII.Todas las causas;Hombres;52 Melilla;252
001-102 I-XXII.Todas las causas;Hombres;Extranjero;1.771
001-102 I-XXII.Todas las causas;Mujeres;Total;211.279
001-102 I-XXII.Todas las causas;Mujeres;02 Albacete;1.822
001-102 I-XXII.Todas las causas;Mujeres;03 Alicante/Alacant;7.770
001-102 I-XXII.Todas las causas;Mujeres;04 Almería;2.522
001-102 I-XXII.Todas las causas;Mujeres;01 Araba/Álava;1.316
001-102 I-XXII.Todas las causas;Mujeres;33 Asturias;6.817
001-102 I-XXII.Todas las causas;Mujeres;05 Ávila;1.013
001-102 I-XXII.Todas las causas;Mujeres;06 Badajoz;3.403
001-102 I-XXII.Todas las causas;Mujeres;07 Balears, Illes;3.970
001-102 I-XXII.Todas las causas;Mujeres;08 Barcelona;24.455
001-102 I-XXII.Todas las causas;Mujeres;48 Bizkaia;6.033
001-102 I-XXII.Todas las causas;Mujeres;09 Burgos;2.005
001-102 I-XXII.Todas las causas;Mujeres;10 Cáceres;2.207
001-102 I-XXII.Todas las causas;Mujeres;11 Cádiz;5.024
001-102 I-XXII.Todas las causas;Mujeres;39 Cantabria;3.001
001-102 I-XXII.Todas las causas;Mujeres;12 Castellón/Castelló;2.721
001-102 I-XXII.Todas las causas;Mujeres;13 Ciudad Real;2.554
001-102 I-XXII.Todas las causas;Mujeres;14 Córdoba;3.945
001-102 I-XXII.Todas las causas;Mujeres;15 Coruña, A;6.540
001-102 I-XXII.Todas las causas;Mujeres;16 Cuenca;1.200
001-102 I-XXII.Todas las causas;Mujeres;20 Gipuzkoa;3.529
001-102 I-XXII.Todas las causas;Mujeres;17 Girona;3.251
001-102 I-XXII.Todas las causas;Mujeres;18 Granada;4.164
001-102 I-XXII.Todas las causas;Mujeres;19 Guadalajara;1.005
001-102 I-XXII.Todas las causas;Mujeres;21 Huelva;2.209
001-102 I-XXII.Todas las causas;Mujeres;22 Huesca;1.245
001-102 I-XXII.Todas las causas;Mujeres;23 Jaén;3.418
001-102 I-XXII.Todas las causas;Mujeres;24 León;3.144
001-102 I-XXII.Todas las causas;Mujeres;25 Lleida;2.083
001-102 I-XXII.Todas las causas;Mujeres;27 Lugo;2.523
001-102 I-XXII.Todas las causas;Mujeres;28 Madrid;23.804
001-102 I-XXII.Todas las causas;Mujeres;29 Málaga;6.365
001-102 I-XXII.Todas las causas;Mujeres;30 Murcia;5.467
001-102 I-XXII.Todas las causas;Mujeres;31 Navarra;2.867
001-102 I-XXII.Todas las causas;Mujeres;32 Ourense;2.337
001-102 I-XXII.Todas las causas;Mujeres;34 Palencia;1.117
001-102 I-XXII.Todas las causas;Mujeres;35 Palmas, Las;3.679
001-102 I-XXII.Todas las causas;Mujeres;36 Pontevedra;4.824
001-102 I-XXII.Todas las causas;Mujeres;26 Rioja, La;1.538
001-102 I-XXII.Todas las causas;Mujeres;37 Salamanca;2.060
001-102 I-XXII.Todas las causas;Mujeres;38 Santa Cruz de Tenerife;3.924
001-102 I-XXII.Todas las causas;Mujeres;40 Segovia;890
001-102 I-XXII.Todas las causas;Mujeres;41 Sevilla;7.799
001-102 I-XXII.Todas las causas;Mujeres;42 Soria;575
001-102 I-XXII.Todas las causas;Mujeres;43 Tarragona;3.421
001-102 I-XXII.Todas las causas;Mujeres;44 Teruel;840
001-102 I-XXII.Todas las causas;Mujeres;45 Toledo;3.030
001-102 I-XXII.Todas las causas;Mujeres;46 Valencia/València;11.764
001-102 I-XXII.Todas las causas;Mujeres;47 Valladolid;2.565
001-102 I-XXII.Todas las causas;Mujeres;49 Zamora;1.315
001-102 I-XXII.Todas las causas;Mujeres;50 Zaragoza;4.883
001-102 I-XXII.Todas las causas;Mujeres;51 Ceuta;265
001-102 I-XXII.Todas las causas;Mujeres;52 Melilla;264
001-102 I-XXII.Todas las causas;Mujeres;Extranjero;797
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;Total;3.215
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;02 Albacete;14
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;03 Alicante/Alacant;141
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;04 Almería;57
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;01 Araba/Álava;20
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;33 Asturias;101
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;05 Ávila;17
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;06 Badajoz;57
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;07 Balears, Illes;74
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;08 Barcelona;379
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;48 Bizkaia;86
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;09 Burgos;28
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;10 Cáceres;37
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;11 Cádiz;96
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;39 Cantabria;29
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;12 Castellón/Castelló;41
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;13 Ciudad Real;31
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;14 Córdoba;60
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;15 Coruña, A;80
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;16 Cuenca;13
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;20 Gipuzkoa;57
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;17 Girona;49
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;18 Granada;67
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;19 Guadalajara;16
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;21 Huelva;46
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;22 Huesca;17
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;23 Jaén;53
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;24 León;50
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;25 Lleida;30
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;27 Lugo;19
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;28 Madrid;327
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;29 Málaga;125
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;30 Murcia;85
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;31 Navarra;24
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;32 Ourense;26
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;34 Palencia;11
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;35 Palmas, Las;67
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;36 Pontevedra;46
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;26 Rioja, La;31
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;37 Salamanca;17
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;38 Santa Cruz de Tenerife;65
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;40 Segovia;12
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;41 Sevilla;103
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;42 Soria;8
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;43 Tarragona;63
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;44 Teruel;14
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;45 Toledo;42
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;46 Valencia/València;189
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;47 Valladolid;35
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;49 Zamora;21
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;50 Zaragoza;97
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;51 Ceuta;4
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;52 Melilla;5
001-008 I.Enfermedades infecciosas y parasitarias (1);Hombres;Extranjero;33
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;Total;3.183
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;02 Albacete;24
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;03 Alicante/Alacant;152
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;04 Almería;54
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;01 Araba/Álava;19
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;33 Asturias;114
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;05 Ávila;27
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;06 Badajoz;43
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;07 Balears, Illes;85
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;08 Barcelona;381
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;48 Bizkaia;83
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;09 Burgos;27
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;10 Cáceres;26
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;11 Cádiz;109
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;39 Cantabria;35
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;12 Castellón/Castelló;35
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;13 Ciudad Real;33
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;14 Córdoba;54
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;15 Coruña, A;63
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;16 Cuenca;14
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;20 Gipuzkoa;46
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;17 Girona;63
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;18 Granada;63
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;19 Guadalajara;6
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;21 Huelva;41
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;22 Huesca;20
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;23 Jaén;42
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;24 León;38
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;25 Lleida;32
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;27 Lugo;29
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;28 Madrid;336
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;29 Málaga;99
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;30 Murcia;91
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;31 Navarra;39
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;32 Ourense;32
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;34 Palencia;12
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;35 Palmas, Las;68
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;36 Pontevedra;57
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;26 Rioja, La;17
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;37 Salamanca;23
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;38 Santa Cruz de Tenerife;60
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;40 Segovia;9
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;41 Sevilla;107
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;42 Soria;9
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;43 Tarragona;52
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;44 Teruel;14
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;45 Toledo;31
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;46 Valencia/València;209
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;47 Valladolid;27
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;49 Zamora;30
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;50 Zaragoza;77
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;51 Ceuta;3
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;52 Melilla;6
001-008 I.Enfermedades infecciosas y parasitarias (1);Mujeres;Extranjero;17
001 Enfermedades infecciosas intestinales;Hombres;Total;415
001 Enfermedades infecciosas intestinales;Hombres;02 Albacete;5
001 Enfermedades infecciosas intestinales;Hombres;03 Alicante/Alacant;11
001 Enfermedades infecciosas intestinales;Hombres;04 Almería;5
001 Enfermedades infecciosas intestinales;Hombres;01 Araba/Álava;3
001 Enfermedades infecciosas intestinales;Hombres;33 Asturias;12
001 Enfermedades infecciosas intestinales;Hombres;05 Ávila;2
001 Enfermedades infecciosas intestinales;Hombres;06 Badajoz;8
001 Enfermedades infecciosas intestinales;Hombres;07 Balears, Illes;9
001 Enfermedades infecciosas intestinales;Hombres;08 Barcelona;51
001 Enfermedades infecciosas intestinales;Hombres;48 Bizkaia;6
001 Enfermedades infecciosas intestinales;Hombres;09 Burgos;5
001 Enfermedades infecciosas intestinales;Hombres;10 Cáceres;5
001 Enfermedades infecciosas intestinales;Hombres;11 Cádiz;5
001 Enfermedades infecciosas intestinales;Hombres;39 Cantabria;5
001 Enfermedades infecciosas intestinales;Hombres;12 Castellón/Castelló;6
001 Enfermedades infecciosas intestinales;Hombres;13 Ciudad Real;8
001 Enfermedades infecciosas intestinales;Hombres;14 Córdoba;5
001 Enfermedades infecciosas intestinales;Hombres;15 Coruña, A;7
001 Enfermedades infecciosas intestinales;Hombres;16 Cuenca;3
001 Enfermedades infecciosas intestinales;Hombres;20 Gipuzkoa;7
001 Enfermedades infecciosas intestinales;Hombres;17 Girona;6
001 Enfermedades infecciosas intestinales;Hombres;18 Granada;10
001 Enfermedades infecciosas intestinales;Hombres;19 Guadalajara;3
001 Enfermedades infecciosas intestinales;Hombres;21 Huelva;4
001 Enfermedades infecciosas intestinales;Hombres;22 Huesca;2
001 Enfermedades infecciosas intestinales;Hombres;23 Jaén;5
001 Enfermedades infecciosas intestinales;Hombres;24 León;14
001 Enfermedades infecciosas intestinales;Hombres;25 Lleida;4
001 Enfermedades infecciosas intestinales;Hombres;27 Lugo;1
001 Enfermedades infecciosas intestinales;Hombres;28 Madrid;49
001 Enfermedades infecciosas intestinales;Hombres;29 Málaga;13
001 Enfermedades infecciosas intestinales;Hombres;30 Murcia;15
001 Enfermedades infecciosas intestinales;Hombres;31 Navarra;5
001 Enfermedades infecciosas intestinales;Hombres;32 Ourense;6
001 Enfermedades infecciosas intestinales;Hombres;34 Palencia;1
001 Enfermedades infecciosas intestinales;Hombres;35 Palmas, Las;4
001 Enfermedades infecciosas intestinales;Hombres;36 Pontevedra;11
001 Enfermedades infecciosas intestinales;Hombres;26 Rioja, La;3
001 Enfermedades infecciosas intestinales;Hombres;37 Salamanca;2
001 Enfermedades infecciosas intestinales;Hombres;38 Santa Cruz de Tenerife;5
001 Enfermedades infecciosas intestinales;Hombres;40 Segovia;4
001 Enfermedades infecciosas intestinales;Hombres;41 Sevilla;10
001 Enfermedades infecciosas intestinales;Hombres;42 Soria;1
001 Enfermedades infecciosas intestinales;Hombres;43 Tarragona;5
001 Enfermedades infecciosas intestinales;Hombres;44 Teruel;0
001 Enfermedades infecciosas intestinales;Hombres;45 Toledo;13
001 Enfermedades infecciosas intestinales;Hombres;46 Valencia/València;23
001 Enfermedades infecciosas intestinales;Hombres;47 Valladolid;9
001 Enfermedades infecciosas intestinales;Hombres;49 Zamora;4
001 Enfermedades infecciosas intestinales;Hombres;50 Zaragoza;10
001 Enfermedades infecciosas intestinales;Hombres;51 Ceuta;0
001 Enfermedades infecciosas intestinales;Hombres;52 Melilla;0
001 Enfermedades infecciosas intestinales;Hombres;Extranjero;5
001 Enfermedades infecciosas intestinales;Mujeres;Total;622
001 Enfermedades infecciosas intestinales;Mujeres;02 Albacete;3
001 Enfermedades infecciosas intestinales;Mujeres;03 Alicante/Alacant;20
001 Enfermedades infecciosas intestinales;Mujeres;04 Almería;11
001 Enfermedades infecciosas intestinales;Mujeres;01 Araba/Álava;1
001 Enfermedades infecciosas intestinales;Mujeres;33 Asturias;26
001 Enfermedades infecciosas intestinales;Mujeres;05 Ávila;6
001 Enfermedades infecciosas intestinales;Mujeres;06 Badajoz;14
001 Enfermedades infecciosas intestinales;Mujeres;07 Balears, Illes;11
001 Enfermedades infecciosas intestinales;Mujeres;08 Barcelona;72
001 Enfermedades infecciosas intestinales;Mujeres;48 Bizkaia;15
001 Enfermedades infecciosas intestinales;Mujeres;09 Burgos;6
001 Enfermedades infecciosas intestinales;Mujeres;10 Cáceres;5
001 Enfermedades infecciosas intestinales;Mujeres;11 Cádiz;16
001 Enfermedades infecciosas intestinales;Mujeres;39 Cantabria;8
001 Enfermedades infecciosas intestinales;Mujeres;12 Castellón/Castelló;5
001 Enfermedades infecciosas intestinales;Mujeres;13 Ciudad Real;9
001 Enfermedades infecciosas intestinales;Mujeres;14 Córdoba;13
001 Enfermedades infecciosas intestinales;Mujeres;15 Coruña, A;12
001 Enfermedades infecciosas intestinales;Mujeres;16 Cuenca;5
001 Enfermedades infecciosas intestinales;Mujeres;20 Gipuzkoa;10
001 Enfermedades infecciosas intestinales;Mujeres;17 Girona;12
001 Enfermedades infecciosas intestinales;Mujeres;18 Granada;17
001 Enfermedades infecciosas intestinales;Mujeres;19 Guadalajara;2
001 Enfermedades infecciosas intestinales;Mujeres;21 Huelva;6
001 Enfermedades infecciosas intestinales;Mujeres;22 Huesca;1
001 Enfermedades infecciosas intestinales;Mujeres;23 Jaén;6
001 Enfermedades infecciosas intestinales;Mujeres;24 León;12
001 Enfermedades infecciosas intestinales;Mujeres;25 Lleida;6
001 Enfermedades infecciosas intestinales;Mujeres;27 Lugo;7
001 Enfermedades infecciosas intestinales;Mujeres;28 Madrid;74
001 Enfermedades infecciosas intestinales;Mujeres;29 Málaga;17
001 Enfermedades infecciosas intestinales;Mujeres;30 Murcia;19
001 Enfermedades infecciosas intestinales;Mujeres;31 Navarra;5
001 Enfermedades infecciosas intestinales;Mujeres;32 Ourense;6
001 Enfermedades infecciosas intestinales;Mujeres;34 Palencia;3
001 Enfermedades infecciosas intestinales;Mujeres;35 Palmas, Las;13
001 Enfermedades infecciosas intestinales;Mujeres;36 Pontevedra;19
001 Enfermedades infecciosas intestinales;Mujeres;26 Rioja, La;2
001 Enfermedades infecciosas intestinales;Mujeres;37 Salamanca;6
001 Enfermedades infecciosas intestinales;Mujeres;38 Santa Cruz de Tenerife;7
001 Enfermedades infecciosas intestinales;Mujeres;40 Segovia;2
001 Enfermedades infecciosas intestinales;Mujeres;41 Sevilla;17
001 Enfermedades infecciosas intestinales;Mujeres;42 Soria;2
001 Enfermedades infecciosas intestinales;Mujeres;43 Tarragona;9
001 Enfermedades infecciosas intestinales;Mujeres;44 Teruel;2
001 Enfermedades infecciosas intestinales;Mujeres;45 Toledo;11
001 Enfermedades infecciosas intestinales;Mujeres;46 Valencia/València;33
001 Enfermedades infecciosas intestinales;Mujeres;47 Valladolid;8
001 Enfermedades infecciosas intestinales;Mujeres;49 Zamora;6
001 Enfermedades infecciosas intestinales;Mujeres;50 Zaragoza;18
001 Enfermedades infecciosas intestinales;Mujeres;51 Ceuta;0
001 Enfermedades infecciosas intestinales;Mujeres;52 Melilla;2
001 Enfermedades infecciosas intestinales;Mujeres;Extranjero;4
002 Tuberculosis y sus efectos tardíos;Hombres;Total;153
002 Tuberculosis y sus efectos tardíos;Hombres;02 Albacete;0
002 Tuberculosis y sus efectos tardíos;Hombres;03 Alicante/Alacant;3
002 Tuberculosis y sus efectos tardíos;Hombres;04 Almería;3
002 Tuberculosis y sus efectos tardíos;Hombres;01 Araba/Álava;0
002 Tuberculosis y sus efectos tardíos;Hombres;33 Asturias;7
002 Tuberculosis y sus efectos tardíos;Hombres;05 Ávila;1
002 Tuberculosis y sus efectos tardíos;Hombres;06 Badajoz;3
002 Tuberculosis y sus efectos tardíos;Hombres;07 Balears, Illes;2
002 Tuberculosis y sus efectos tardíos;Hombres;08 Barcelona;16
002 Tuberculosis y sus efectos tardíos;Hombres;48 Bizkaia;5
002 Tuberculosis y sus efectos tardíos;Hombres;09 Burgos;1
002 Tuberculosis y sus efectos tardíos;Hombres;10 Cáceres;0
002 Tuberculosis y sus efectos tardíos;Hombres;11 Cádiz;1
002 Tuberculosis y sus efectos tardíos;Hombres;39 Cantabria;2
002 Tuberculosis y sus efectos tardíos;Hombres;12 Castellón/Castelló;3
002 Tuberculosis y sus efectos tardíos;Hombres;13 Ciudad Real;1
002 Tuberculosis y sus efectos tardíos;Hombres;14 Córdoba;4
002 Tuberculosis y sus efectos tardíos;Hombres;15 Coruña, A;4
002 Tuberculosis y sus efectos tardíos;Hombres;16 Cuenca;0
002 Tuberculosis y sus efectos tardíos;Hombres;20 Gipuzkoa;5
002 Tuberculosis y sus efectos tardíos;Hombres;17 Girona;4
002 Tuberculosis y sus efectos tardíos;Hombres;18 Granada;2
002 Tuberculosis y sus efectos tardíos;Hombres;19 Guadalajara;2
002 Tuberculosis y sus efectos tardíos;Hombres;21 Huelva;3
002 Tuberculosis y sus efectos tardíos;Hombres;22 Huesca;2
002 Tuberculosis y sus efectos tardíos;Hombres;23 Jaén;0
002 Tuberculosis y sus efectos tardíos;Hombres;24 León;5
002 Tuberculosis y sus efectos tardíos;Hombres;25 Lleida;7
002 Tuberculosis y sus efectos tardíos;Hombres;27 Lugo;2
002 Tuberculosis y sus efectos tardíos;Hombres;28 Madrid;11
002 Tuberculosis y sus efectos tardíos;Hombres;29 Málaga;2
002 Tuberculosis y sus efectos tardíos;Hombres;30 Murcia;4
002 Tuberculosis y sus efectos tardíos;Hombres;31 Navarra;0
002 Tuberculosis y sus efectos tardíos;Hombres;32 Ourense;2
002 Tuberculosis y sus efectos tardíos;Hombres;34 Palencia;1
002 Tuberculosis y sus efectos tardíos;Hombres;35 Palmas, Las;2
002 Tuberculosis y sus efectos tardíos;Hombres;36 Pontevedra;4
002 Tuberculosis y sus efectos tardíos;Hombres;26 Rioja, La;2
002 Tuberculosis y sus efectos tardíos;Hombres;37 Salamanca;1
002 Tuberculosis y sus efectos tardíos;Hombres;38 Santa Cruz de Tenerife;2
002 Tuberculosis y sus efectos tardíos;Hombres;40 Segovia;1
002 Tuberculosis y sus efectos tardíos;Hombres;41 Sevilla;7
002 Tuberculosis y sus efectos tardíos;Hombres;42 Soria;0
002 Tuberculosis y sus efectos tardíos;Hombres;43 Tarragona;4
002 Tuberculosis y sus efectos tardíos;Hombres;44 Teruel;0
002 Tuberculosis y sus efectos tardíos;Hombres;45 Toledo;5
002 Tuberculosis y sus efectos tardíos;Hombres;46 Valencia/València;6
002 Tuberculosis y sus efectos tardíos;Hombres;47 Valladolid;3
002 Tuberculosis y sus efectos tardíos;Hombres;49 Zamora;2
002 Tuberculosis y sus efectos tardíos;Hombres;50 Zaragoza;4
002 Tuberculosis y sus efectos tardíos;Hombres;51 Ceuta;1
002 Tuberculosis y sus efectos tardíos;Hombres;52 Melilla;0
002 Tuberculosis y sus efectos tardíos;Hombres;Extranjero;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Total;96
002 Tuberculosis y sus efectos tardíos;Mujeres;02 Albacete;0
002 Tuberculosis y sus efectos tardíos;Mujeres;03 Alicante/Alacant;6
002 Tuberculosis y sus efectos tardíos;Mujeres;04 Almería;0
002 Tuberculosis y sus efectos tardíos;Mujeres;01 Araba/Álava;0
002 Tuberculosis y sus efectos tardíos;Mujeres;33 Asturias;1
002 Tuberculosis y sus efectos tardíos;Mujeres;05 Ávila;1
