Causas (lista reducida);Sexo;Provincia de residencia;Total
011 Tumor maligno del estómago;Hombres;02 Albacete;35
011 Tumor maligno del estómago;Hombres;03 Alicante/Alacant;106
011 Tumor maligno del estómago;Hombres;04 Almería;28
011 Tumor maligno del estómago;Hombres;01 Araba/Álava;28
011 Tumor maligno del estómago;Hombres;33 Asturias;82
011 Tumor maligno del estómago;Hombres;05 Ávila;16
011 Tumor maligno del estómago;Hombres;06 Badajoz;43
011 Tumor maligno del estómago;Hombres;07 Balears, Illes;57
011 Tumor maligno del estómago;Hombres;08 Barcelona;295
011 Tumor maligno del estómago;Hombres;48 Bizkaia;101
011 Tumor maligno del estómago;Hombres;09 Burgos;41
011 Tumor maligno del estómago;Hombres;10 Cáceres;33
011 Tumor maligno del estómago;Hombres;11 Cádiz;79
011 Tumor maligno del estómago;Hombres;39 Cantabria;34
011 Tumor maligno del estómago;Hombres;12 Castellón/Castelló;30
011 Tumor maligno del estómago;Hombres;13 Ciudad Real;32
011 Tumor maligno del estómago;Hombres;14 Córdoba;49
011 Tumor maligno del estómago;Hombres;15 Coruña, A;97
011 Tumor maligno del estómago;Hombres;16 Cuenca;15
011 Tumor maligno del estómago;Hombres;20 Gipuzkoa;61
011 Tumor maligno del estómago;Hombres;17 Girona;37
011 Tumor maligno del estómago;Hombres;18 Granada;36
011 Tumor maligno del estómago;Hombres;19 Guadalajara;12
011 Tumor maligno del estómago;Hombres;21 Huelva;22
011 Tumor maligno del estómago;Hombres;22 Huesca;16
011 Tumor maligno del estómago;Hombres;23 Jaén;37
011 Tumor maligno del estómago;Hombres;24 León;51
011 Tumor maligno del estómago;Hombres;25 Lleida;31
011 Tumor maligno del estómago;Hombres;27 Lugo;38
011 Tumor maligno del estómago;Hombres;28 Madrid;359
011 Tumor maligno del estómago;Hombres;29 Málaga;74
011 Tumor maligno del estómago;Hombres;30 Murcia;78
011 Tumor maligno del estómago;Hombres;31 Navarra;45
011 Tumor maligno del estómago;Hombres;32 Ourense;35
011 Tumor maligno del estómago;Hombres;34 Palencia;17
011 Tumor maligno del estómago;Hombres;35 Palmas, Las;51
011 Tumor maligno del estómago;Hombres;36 Pontevedra;98
011 Tumor maligno del estómago;Hombres;26 Rioja, La;35
011 Tumor maligno del estómago;Hombres;37 Salamanca;31
011 Tumor maligno del estómago;Hombres;38 Santa Cruz de Tenerife;41
011 Tumor maligno del estómago;Hombres;40 Segovia;21
011 Tumor maligno del estómago;Hombres;41 Sevilla;93
011 Tumor maligno del estómago;Hombres;42 Soria;9
011 Tumor maligno del estómago;Hombres;43 Tarragona;56
011 Tumor maligno del estómago;Hombres;44 Teruel;14
011 Tumor maligno del estómago;Hombres;45 Toledo;47
011 Tumor maligno del estómago;Hombres;46 Valencia/València;151
011 Tumor maligno del estómago;Hombres;47 Valladolid;48
011 Tumor maligno del estómago;Hombres;49 Zamora;21
011 Tumor maligno del estómago;Hombres;50 Zaragoza;68
011 Tumor maligno del estómago;Hombres;51 Ceuta;5
011 Tumor maligno del estómago;Hombres;52 Melilla;2
011 Tumor maligno del estómago;Hombres;Extranjero;5
011 Tumor maligno del estómago;Mujeres;Total;1.971
011 Tumor maligno del estómago;Mujeres;02 Albacete;18
011 Tumor maligno del estómago;Mujeres;03 Alicante/Alacant;76
011 Tumor maligno del estómago;Mujeres;04 Almería;18
011 Tumor maligno del estómago;Mujeres;01 Araba/Álava;16
011 Tumor maligno del estómago;Mujeres;33 Asturias;63
011 Tumor maligno del estómago;Mujeres;05 Ávila;12
011 Tumor maligno del estómago;Mujeres;06 Badajoz;38
011 Tumor maligno del estómago;Mujeres;07 Balears, Illes;33
011 Tumor maligno del estómago;Mujeres;08 Barcelona;208
011 Tumor maligno del estómago;Mujeres;48 Bizkaia;82
011 Tumor maligno del estómago;Mujeres;09 Burgos;26
011 Tumor maligno del estómago;Mujeres;10 Cáceres;27
011 Tumor maligno del estómago;Mujeres;11 Cádiz;34
011 Tumor maligno del estómago;Mujeres;39 Cantabria;29
011 Tumor maligno del estómago;Mujeres;12 Castellón/Castelló;28
011 Tumor maligno del estómago;Mujeres;13 Ciudad Real;19
011 Tumor maligno del estómago;Mujeres;14 Córdoba;20
011 Tumor maligno del estómago;Mujeres;15 Coruña, A;68
011 Tumor maligno del estómago;Mujeres;16 Cuenca;14
011 Tumor maligno del estómago;Mujeres;20 Gipuzkoa;46
011 Tumor maligno del estómago;Mujeres;17 Girona;29
011 Tumor maligno del estómago;Mujeres;18 Granada;26
011 Tumor maligno del estómago;Mujeres;19 Guadalajara;18
011 Tumor maligno del estómago;Mujeres;21 Huelva;14
011 Tumor maligno del estómago;Mujeres;22 Huesca;11
011 Tumor maligno del estómago;Mujeres;23 Jaén;22
011 Tumor maligno del estómago;Mujeres;24 León;38
011 Tumor maligno del estómago;Mujeres;25 Lleida;15
011 Tumor maligno del estómago;Mujeres;27 Lugo;25
011 Tumor maligno del estómago;Mujeres;28 Madrid;223
011 Tumor maligno del estómago;Mujeres;29 Málaga;43
011 Tumor maligno del estómago;Mujeres;30 Murcia;57
011 Tumor maligno del estómago;Mujeres;31 Navarra;25
011 Tumor maligno del estómago;Mujeres;32 Ourense;29
011 Tumor maligno del estómago;Mujeres;34 Palencia;14
011 Tumor maligno del estómago;Mujeres;35 Palmas, Las;27
011 Tumor maligno del estómago;Mujeres;36 Pontevedra;67
011 Tumor maligno del estómago;Mujeres;26 Rioja, La;25
011 Tumor maligno del estómago;Mujeres;37 Salamanca;30
011 Tumor maligno del estómago;Mujeres;38 Santa Cruz de Tenerife;21
011 Tumor maligno del estómago;Mujeres;40 Segovia;15
011 Tumor maligno del estómago;Mujeres;41 Sevilla;59
011 Tumor maligno del estómago;Mujeres;42 Soria;6
011 Tumor maligno del estómago;Mujeres;43 Tarragona;25
011 Tumor maligno del estómago;Mujeres;44 Teruel;6
011 Tumor maligno del estómago;Mujeres;45 Toledo;40
011 Tumor maligno del estómago;Mujeres;46 Valencia/València;88
011 Tumor maligno del estómago;Mujeres;47 Valladolid;36
011 Tumor maligno del estómago;Mujeres;49 Zamora;19
011 Tumor maligno del estómago;Mujeres;50 Zaragoza;38
011 Tumor maligno del estómago;Mujeres;51 Ceuta;2
011 Tumor maligno del estómago;Mujeres;52 Melilla;1
011 Tumor maligno del estómago;Mujeres;Extranjero;2
012 Tumor maligno del colon;Hombres;Total;6.394
012 Tumor maligno del colon;Hombres;02 Albacete;47
012 Tumor maligno del colon;Hombres;03 Alicante/Alacant;270
012 Tumor maligno del colon;Hombres;04 Almería;79
012 Tumor maligno del colon;Hombres;01 Araba/Álava;42
012 Tumor maligno del colon;Hombres;33 Asturias;202
012 Tumor maligno del colon;Hombres;05 Ávila;29
012 Tumor maligno del colon;Hombres;06 Badajoz;110
012 Tumor maligno del colon;Hombres;07 Balears, Illes;119
012 Tumor maligno del colon;Hombres;08 Barcelona;677
012 Tumor maligno del colon;Hombres;48 Bizkaia;184
012 Tumor maligno del colon;Hombres;09 Burgos;67
012 Tumor maligno del colon;Hombres;10 Cáceres;58
012 Tumor maligno del colon;Hombres;11 Cádiz;139
012 Tumor maligno del colon;Hombres;39 Cantabria;81
012 Tumor maligno del colon;Hombres;12 Castellón/Castelló;75
012 Tumor maligno del colon;Hombres;13 Ciudad Real;78
012 Tumor maligno del colon;Hombres;14 Córdoba;131
012 Tumor maligno del colon;Hombres;15 Coruña, A;178
012 Tumor maligno del colon;Hombres;16 Cuenca;27
012 Tumor maligno del colon;Hombres;20 Gipuzkoa;98
012 Tumor maligno del colon;Hombres;17 Girona;99
012 Tumor maligno del colon;Hombres;18 Granada;121
012 Tumor maligno del colon;Hombres;19 Guadalajara;37
012 Tumor maligno del colon;Hombres;21 Huelva;90
012 Tumor maligno del colon;Hombres;22 Huesca;51
012 Tumor maligno del colon;Hombres;23 Jaén;90
012 Tumor maligno del colon;Hombres;24 León;97
012 Tumor maligno del colon;Hombres;25 Lleida;66
012 Tumor maligno del colon;Hombres;27 Lugo;81
012 Tumor maligno del colon;Hombres;28 Madrid;692
012 Tumor maligno del colon;Hombres;29 Málaga;207
012 Tumor maligno del colon;Hombres;30 Murcia;156
012 Tumor maligno del colon;Hombres;31 Navarra;98
012 Tumor maligno del colon;Hombres;32 Ourense;64
012 Tumor maligno del colon;Hombres;34 Palencia;37
012 Tumor maligno del colon;Hombres;35 Palmas, Las;126
012 Tumor maligno del colon;Hombres;36 Pontevedra;135
012 Tumor maligno del colon;Hombres;26 Rioja, La;56
012 Tumor maligno del colon;Hombres;37 Salamanca;71
012 Tumor maligno del colon;Hombres;38 Santa Cruz de Tenerife;108
012 Tumor maligno del colon;Hombres;40 Segovia;26
012 Tumor maligno del colon;Hombres;41 Sevilla;263
012 Tumor maligno del colon;Hombres;42 Soria;14
012 Tumor maligno del colon;Hombres;43 Tarragona;142
012 Tumor maligno del colon;Hombres;44 Teruel;25
012 Tumor maligno del colon;Hombres;45 Toledo;96
012 Tumor maligno del colon;Hombres;46 Valencia/València;336
012 Tumor maligno del colon;Hombres;47 Valladolid;82
012 Tumor maligno del colon;Hombres;49 Zamora;43
012 Tumor maligno del colon;Hombres;50 Zaragoza;172
012 Tumor maligno del colon;Hombres;51 Ceuta;8
012 Tumor maligno del colon;Hombres;52 Melilla;5
012 Tumor maligno del colon;Hombres;Extranjero;9
012 Tumor maligno del colon;Mujeres;Total;4.737
012 Tumor maligno del colon;Mujeres;02 Albacete;37
012 Tumor maligno del colon;Mujeres;03 Alicante/Alacant;181
012 Tumor maligno del colon;Mujeres;04 Almería;44
012 Tumor maligno del colon;Mujeres;01 Araba/Álava;25
012 Tumor maligno del colon;Mujeres;33 Asturias;126
012 Tumor maligno del colon;Mujeres;05 Ávila;17
012 Tumor maligno del colon;Mujeres;06 Badajoz;60
012 Tumor maligno del colon;Mujeres;07 Balears, Illes;112
012 Tumor maligno del colon;Mujeres;08 Barcelona;555
012 Tumor maligno del colon;Mujeres;48 Bizkaia;130
012 Tumor maligno del colon;Mujeres;09 Burgos;51
012 Tumor maligno del colon;Mujeres;10 Cáceres;51
012 Tumor maligno del colon;Mujeres;11 Cádiz;103
012 Tumor maligno del colon;Mujeres;39 Cantabria;63
012 Tumor maligno del colon;Mujeres;12 Castellón/Castelló;59
012 Tumor maligno del colon;Mujeres;13 Ciudad Real;46
012 Tumor maligno del colon;Mujeres;14 Córdoba;95
012 Tumor maligno del colon;Mujeres;15 Coruña, A;161
012 Tumor maligno del colon;Mujeres;16 Cuenca;15
012 Tumor maligno del colon;Mujeres;20 Gipuzkoa;71
012 Tumor maligno del colon;Mujeres;17 Girona;68
012 Tumor maligno del colon;Mujeres;18 Granada;86
012 Tumor maligno del colon;Mujeres;19 Guadalajara;16
012 Tumor maligno del colon;Mujeres;21 Huelva;55
012 Tumor maligno del colon;Mujeres;22 Huesca;18
012 Tumor maligno del colon;Mujeres;23 Jaén;79
012 Tumor maligno del colon;Mujeres;24 León;76
012 Tumor maligno del colon;Mujeres;25 Lleida;67
012 Tumor maligno del colon;Mujeres;27 Lugo;47
012 Tumor maligno del colon;Mujeres;28 Madrid;560
012 Tumor maligno del colon;Mujeres;29 Málaga;138
012 Tumor maligno del colon;Mujeres;30 Murcia;122
012 Tumor maligno del colon;Mujeres;31 Navarra;64
012 Tumor maligno del colon;Mujeres;32 Ourense;42
012 Tumor maligno del colon;Mujeres;34 Palencia;20
012 Tumor maligno del colon;Mujeres;35 Palmas, Las;72
012 Tumor maligno del colon;Mujeres;36 Pontevedra;126
012 Tumor maligno del colon;Mujeres;26 Rioja, La;34
012 Tumor maligno del colon;Mujeres;37 Salamanca;56
012 Tumor maligno del colon;Mujeres;38 Santa Cruz de Tenerife;79
012 Tumor maligno del colon;Mujeres;40 Segovia;17
012 Tumor maligno del colon;Mujeres;41 Sevilla;186
012 Tumor maligno del colon;Mujeres;42 Soria;19
012 Tumor maligno del colon;Mujeres;43 Tarragona;81
012 Tumor maligno del colon;Mujeres;44 Teruel;19
012 Tumor maligno del colon;Mujeres;45 Toledo;67
012 Tumor maligno del colon;Mujeres;46 Valencia/València;279
012 Tumor maligno del colon;Mujeres;47 Valladolid;78
012 Tumor maligno del colon;Mujeres;49 Zamora;34
012 Tumor maligno del colon;Mujeres;50 Zaragoza;117
012 Tumor maligno del colon;Mujeres;51 Ceuta;2
012 Tumor maligno del colon;Mujeres;52 Melilla;8
012 Tumor maligno del colon;Mujeres;Extranjero;3
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Total;2.492
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;02 Albacete;30
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;03 Alicante/Alacant;82
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;04 Almería;43
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;01 Araba/Álava;11
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;33 Asturias;79
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;05 Ávila;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;06 Badajoz;39
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;07 Balears, Illes;69
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;08 Barcelona;220
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;48 Bizkaia;64
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;09 Burgos;37
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;10 Cáceres;46
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;11 Cádiz;74
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;39 Cantabria;31
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;12 Castellón/Castelló;27
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;13 Ciudad Real;40
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;14 Córdoba;39
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;15 Coruña, A;78
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;16 Cuenca;16
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;20 Gipuzkoa;40
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;17 Girona;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;18 Granada;47
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;19 Guadalajara;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;21 Huelva;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;22 Huesca;11
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;23 Jaén;39
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;24 León;46
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;25 Lleida;26
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;27 Lugo;33
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;28 Madrid;283
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;29 Málaga;58
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;30 Murcia;58
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;31 Navarra;40
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;32 Ourense;27
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;34 Palencia;20
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;35 Palmas, Las;46
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;36 Pontevedra;53
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;26 Rioja, La;22
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;37 Salamanca;21
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;38 Santa Cruz de Tenerife;56
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;40 Segovia;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;41 Sevilla;80
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;42 Soria;8
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;43 Tarragona;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;44 Teruel;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;45 Toledo;41
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;46 Valencia/València;130
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;47 Valladolid;34
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;49 Zamora;13
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;50 Zaragoza;66
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;51 Ceuta;1
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;52 Melilla;6
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Extranjero;2
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Total;1.502
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;02 Albacete;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;03 Alicante/Alacant;52
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;04 Almería;19
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;01 Araba/Álava;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;33 Asturias;60
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;05 Ávila;4
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;06 Badajoz;27
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;07 Balears, Illes;35
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;08 Barcelona;126
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;48 Bizkaia;61
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;09 Burgos;15
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;10 Cáceres;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;11 Cádiz;42
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;39 Cantabria;35
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;12 Castellón/Castelló;16
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;13 Ciudad Real;16
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;14 Córdoba;25
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;15 Coruña, A;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;16 Cuenca;10
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;20 Gipuzkoa;26
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;17 Girona;12
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;18 Granada;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;19 Guadalajara;7
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;21 Huelva;24
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;22 Huesca;12
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;23 Jaén;22
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;24 León;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;25 Lleida;13
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;27 Lugo;21
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;28 Madrid;199
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;29 Málaga;38
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;30 Murcia;36
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;31 Navarra;25
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;32 Ourense;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;34 Palencia;4
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;35 Palmas, Las;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;36 Pontevedra;38
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;26 Rioja, La;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;37 Salamanca;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;38 Santa Cruz de Tenerife;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;40 Segovia;6
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;41 Sevilla;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;42 Soria;1
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;43 Tarragona;24
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;44 Teruel;6
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;45 Toledo;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;46 Valencia/València;91
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;47 Valladolid;19
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;49 Zamora;7
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;50 Zaragoza;43
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;51 Ceuta;1
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;52 Melilla;0
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Extranjero;3
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Total;3.416
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;02 Albacete;25
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;03 Alicante/Alacant;109
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;04 Almería;28
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;01 Araba/Álava;23
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;33 Asturias;120
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;05 Ávila;11
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;06 Badajoz;48
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;07 Balears, Illes;69
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;08 Barcelona;423
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;48 Bizkaia;139
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;09 Burgos;43
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;10 Cáceres;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;11 Cádiz;84
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;39 Cantabria;55
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;12 Castellón/Castelló;43
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;13 Ciudad Real;35
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;14 Córdoba;62
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;15 Coruña, A;83
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;16 Cuenca;19
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;20 Gipuzkoa;59
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;17 Girona;47
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;18 Granada;71
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;19 Guadalajara;9
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;21 Huelva;40
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;22 Huesca;15
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;23 Jaén;39
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;24 León;53
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;25 Lleida;26
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;27 Lugo;24
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;28 Madrid;352
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;29 Málaga;122
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;30 Murcia;97
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;31 Navarra;41
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;32 Ourense;37
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;34 Palencia;17
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;35 Palmas, Las;64
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;36 Pontevedra;96
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;26 Rioja, La;30
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;37 Salamanca;29
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;38 Santa Cruz de Tenerife;77
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;40 Segovia;12
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;41 Sevilla;135
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;42 Soria;16
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;43 Tarragona;52
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;44 Teruel;7
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;45 Toledo;52
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;46 Valencia/València;209
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;47 Valladolid;37
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;49 Zamora;13
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;50 Zaragoza;66
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;51 Ceuta;4
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;52 Melilla;4
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Extranjero;11
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;Total;1.605
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;02 Albacete;5
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;03 Alicante/Alacant;62
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;04 Almería;18
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;01 Araba/Álava;10
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;33 Asturias;55
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;05 Ávila;9
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;06 Badajoz;15
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;07 Balears, Illes;38
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;08 Barcelona;205
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;48 Bizkaia;52
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;09 Burgos;13
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;10 Cáceres;9
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;11 Cádiz;37
014 Tumor maligno del hígado y vías biliares intrahepáticas;Mujeres;39 Cantabria;21
