Causas (lista reducida);Sexo;Provincia de residencia;Total
001-102 I-XXII.Todas las causas;Mujeres;35 Palmas, Las;3.805
001-102 I-XXII.Todas las causas;Mujeres;36 Pontevedra;4.930
001-102 I-XXII.Todas las causas;Mujeres;26 Rioja, La;1.807
001-102 I-XXII.Todas las causas;Mujeres;37 Salamanca;2.634
001-102 I-XXII.Todas las causas;Mujeres;38 Santa Cruz de Tenerife;3.916
001-102 I-XXII.Todas las causas;Mujeres;40 Segovia;1.195
001-102 I-XXII.Todas las causas;Mujeres;41 Sevilla;8.526
001-102 I-XXII.Todas las causas;Mujeres;42 Soria;765
001-102 I-XXII.Todas las causas;Mujeres;43 Tarragona;3.770
001-102 I-XXII.Todas las causas;Mujeres;44 Teruel;984
001-102 I-XXII.Todas las causas;Mujeres;45 Toledo;3.933
001-102 I-XXII.Todas las causas;Mujeres;46 Valencia/València;12.454
001-102 I-XXII.Todas las causas;Mujeres;47 Valladolid;3.146
001-102 I-XXII.Todas las causas;Mujeres;49 Zamora;1.639
001-102 I-XXII.Todas las causas;Mujeres;50 Zaragoza;6.080
001-102 I-XXII.Todas las causas;Mujeres;51 Ceuta;328
001-102 I-XXII.Todas las causas;Mujeres;52 Melilla;308
001-102 I-XXII.Todas las causas;Mujeres;Extranjero;397
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Total;41.837
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;02 Albacete;634
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;03 Alicante/Alacant;879
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;04 Almería;210
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;01 Araba/Álava;347
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;33 Asturias;947
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;05 Ávila;297
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;06 Badajoz;315
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;07 Balears, Illes;417
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;08 Barcelona;6.810
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;48 Bizkaia;914
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;09 Burgos;475
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;10 Cáceres;473
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;11 Cádiz;497
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;39 Cantabria;295
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;12 Castellón/Castelló;288
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;13 Ciudad Real;965
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;14 Córdoba;399
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;15 Coruña, A;457
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;16 Cuenca;406
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;20 Gipuzkoa;472
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;17 Girona;572
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;18 Granada;770
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;19 Guadalajara;419
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;21 Huelva;134
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;22 Huesca;242
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;23 Jaén;505
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;24 León;778
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;25 Lleida;419
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;27 Lugo;111
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;28 Madrid;10.662
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;29 Málaga;684
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;30 Murcia;497
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;31 Navarra;594
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;32 Ourense;198
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;34 Palencia;242
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;35 Palmas, Las;148
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;36 Pontevedra;256
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;26 Rioja, La;358
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;37 Salamanca;649
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;38 Santa Cruz de Tenerife;261
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;40 Segovia;407
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;41 Sevilla;883
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;42 Soria;192
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;43 Tarragona;562
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;44 Teruel;216
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;45 Toledo;1.049
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;46 Valencia/València;1.250
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;47 Valladolid;685
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;49 Zamora;323
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;50 Zaragoza;1.101
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;51 Ceuta;41
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;52 Melilla;35
001-008 I.Enfermedades infecciosas y parasitarias;Hombres;Extranjero;97
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Total;38.959
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;02 Albacete;566
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;03 Alicante/Alacant;677
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;04 Almería;170
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;01 Araba/Álava;290
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;33 Asturias;1.017
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;05 Ávila;271
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;06 Badajoz;306
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;07 Balears, Illes;324
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;08 Barcelona;6.931
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;48 Bizkaia;873
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;09 Burgos;504
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;10 Cáceres;495
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;11 Cádiz;394
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;39 Cantabria;295
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;12 Castellón/Castelló;239
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;13 Ciudad Real;924
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;14 Córdoba;370
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;15 Coruña, A;354
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;16 Cuenca;325
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;20 Gipuzkoa;493
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;17 Girona;577
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;18 Granada;721
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;19 Guadalajara;325
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;21 Huelva;121
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;22 Huesca;236
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;23 Jaén;462
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;24 León;751
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;25 Lleida;454
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;27 Lugo;124
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;28 Madrid;9.443
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;29 Málaga;552
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;30 Murcia;436
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;31 Navarra;640
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;32 Ourense;199
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;34 Palencia;220
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;35 Palmas, Las;118
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;36 Pontevedra;277
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;26 Rioja, La;332
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;37 Salamanca;584
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;38 Santa Cruz de Tenerife;207
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;40 Segovia;359
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;41 Sevilla;781
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;42 Soria;199
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;43 Tarragona;487
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;44 Teruel;177
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;45 Toledo;935
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;46 Valencia/València;1.100
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;47 Valladolid;730
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;49 Zamora;316
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;50 Zaragoza;1.163
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;51 Ceuta;44
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;52 Melilla;31
001-008 I.Enfermedades infecciosas y parasitarias;Mujeres;Extranjero;40
00A Covid-19 Virus identificado;Hombres;Total;32.498
00A Covid-19 Virus identificado;Hombres;02 Albacete;416
00A Covid-19 Virus identificado;Hombres;03 Alicante/Alacant;599
00A Covid-19 Virus identificado;Hombres;04 Almería;151
00A Covid-19 Virus identificado;Hombres;01 Araba/Álava;294
00A Covid-19 Virus identificado;Hombres;33 Asturias;727
00A Covid-19 Virus identificado;Hombres;05 Ávila;192
00A Covid-19 Virus identificado;Hombres;06 Badajoz;227
00A Covid-19 Virus identificado;Hombres;07 Balears, Illes;313
00A Covid-19 Virus identificado;Hombres;08 Barcelona;5.382
00A Covid-19 Virus identificado;Hombres;48 Bizkaia;752
00A Covid-19 Virus identificado;Hombres;09 Burgos;388
00A Covid-19 Virus identificado;Hombres;10 Cáceres;351
00A Covid-19 Virus identificado;Hombres;11 Cádiz;374
00A Covid-19 Virus identificado;Hombres;39 Cantabria;215
00A Covid-19 Virus identificado;Hombres;12 Castellón/Castelló;218
00A Covid-19 Virus identificado;Hombres;13 Ciudad Real;745
00A Covid-19 Virus identificado;Hombres;14 Córdoba;305
00A Covid-19 Virus identificado;Hombres;15 Coruña, A;360
00A Covid-19 Virus identificado;Hombres;16 Cuenca;268
00A Covid-19 Virus identificado;Hombres;20 Gipuzkoa;384
00A Covid-19 Virus identificado;Hombres;17 Girona;453
00A Covid-19 Virus identificado;Hombres;18 Granada;647
00A Covid-19 Virus identificado;Hombres;19 Guadalajara;315
00A Covid-19 Virus identificado;Hombres;21 Huelva;92
00A Covid-19 Virus identificado;Hombres;22 Huesca;204
00A Covid-19 Virus identificado;Hombres;23 Jaén;381
00A Covid-19 Virus identificado;Hombres;24 León;584
00A Covid-19 Virus identificado;Hombres;25 Lleida;362
00A Covid-19 Virus identificado;Hombres;27 Lugo;80
00A Covid-19 Virus identificado;Hombres;28 Madrid;8.394
00A Covid-19 Virus identificado;Hombres;29 Málaga;474
00A Covid-19 Virus identificado;Hombres;30 Murcia;399
00A Covid-19 Virus identificado;Hombres;31 Navarra;504
00A Covid-19 Virus identificado;Hombres;32 Ourense;164
00A Covid-19 Virus identificado;Hombres;34 Palencia;180
00A Covid-19 Virus identificado;Hombres;35 Palmas, Las;80
00A Covid-19 Virus identificado;Hombres;36 Pontevedra;193
00A Covid-19 Virus identificado;Hombres;26 Rioja, La;298
00A Covid-19 Virus identificado;Hombres;37 Salamanca;464
00A Covid-19 Virus identificado;Hombres;38 Santa Cruz de Tenerife;152
00A Covid-19 Virus identificado;Hombres;40 Segovia;276
00A Covid-19 Virus identificado;Hombres;41 Sevilla;741
00A Covid-19 Virus identificado;Hombres;42 Soria;146
00A Covid-19 Virus identificado;Hombres;43 Tarragona;432
00A Covid-19 Virus identificado;Hombres;44 Teruel;181
00A Covid-19 Virus identificado;Hombres;45 Toledo;819
00A Covid-19 Virus identificado;Hombres;46 Valencia/València;945
00A Covid-19 Virus identificado;Hombres;47 Valladolid;542
00A Covid-19 Virus identificado;Hombres;49 Zamora;249
00A Covid-19 Virus identificado;Hombres;50 Zaragoza;954
00A Covid-19 Virus identificado;Hombres;51 Ceuta;30
00A Covid-19 Virus identificado;Hombres;52 Melilla;29
00A Covid-19 Virus identificado;Hombres;Extranjero;73
00A Covid-19 Virus identificado;Mujeres;Total;27.860
00A Covid-19 Virus identificado;Mujeres;02 Albacete;337
00A Covid-19 Virus identificado;Mujeres;03 Alicante/Alacant;415
00A Covid-19 Virus identificado;Mujeres;04 Almería;115
00A Covid-19 Virus identificado;Mujeres;01 Araba/Álava;245
00A Covid-19 Virus identificado;Mujeres;33 Asturias;782
00A Covid-19 Virus identificado;Mujeres;05 Ávila;169
00A Covid-19 Virus identificado;Mujeres;06 Badajoz;220
00A Covid-19 Virus identificado;Mujeres;07 Balears, Illes;252
00A Covid-19 Virus identificado;Mujeres;08 Barcelona;5.049
00A Covid-19 Virus identificado;Mujeres;48 Bizkaia;697
00A Covid-19 Virus identificado;Mujeres;09 Burgos;372
00A Covid-19 Virus identificado;Mujeres;10 Cáceres;345
00A Covid-19 Virus identificado;Mujeres;11 Cádiz;266
00A Covid-19 Virus identificado;Mujeres;39 Cantabria;213
00A Covid-19 Virus identificado;Mujeres;12 Castellón/Castelló;158
00A Covid-19 Virus identificado;Mujeres;13 Ciudad Real;650
00A Covid-19 Virus identificado;Mujeres;14 Córdoba;274
00A Covid-19 Virus identificado;Mujeres;15 Coruña, A;261
00A Covid-19 Virus identificado;Mujeres;16 Cuenca;206
00A Covid-19 Virus identificado;Mujeres;20 Gipuzkoa;409
00A Covid-19 Virus identificado;Mujeres;17 Girona;470
00A Covid-19 Virus identificado;Mujeres;18 Granada;581
00A Covid-19 Virus identificado;Mujeres;19 Guadalajara;209
00A Covid-19 Virus identificado;Mujeres;21 Huelva;77
00A Covid-19 Virus identificado;Mujeres;22 Huesca;193
00A Covid-19 Virus identificado;Mujeres;23 Jaén;341
00A Covid-19 Virus identificado;Mujeres;24 León;507
00A Covid-19 Virus identificado;Mujeres;25 Lleida;386
00A Covid-19 Virus identificado;Mujeres;27 Lugo;83
00A Covid-19 Virus identificado;Mujeres;28 Madrid;6.265
00A Covid-19 Virus identificado;Mujeres;29 Málaga;367
00A Covid-19 Virus identificado;Mujeres;30 Murcia;347
00A Covid-19 Virus identificado;Mujeres;31 Navarra;498
00A Covid-19 Virus identificado;Mujeres;32 Ourense;164
00A Covid-19 Virus identificado;Mujeres;34 Palencia;159
00A Covid-19 Virus identificado;Mujeres;35 Palmas, Las;55
00A Covid-19 Virus identificado;Mujeres;36 Pontevedra;207
00A Covid-19 Virus identificado;Mujeres;26 Rioja, La;273
00A Covid-19 Virus identificado;Mujeres;37 Salamanca;391
00A Covid-19 Virus identificado;Mujeres;38 Santa Cruz de Tenerife;109
00A Covid-19 Virus identificado;Mujeres;40 Segovia;162
00A Covid-19 Virus identificado;Mujeres;41 Sevilla;629
00A Covid-19 Virus identificado;Mujeres;42 Soria;143
00A Covid-19 Virus identificado;Mujeres;43 Tarragona;364
00A Covid-19 Virus identificado;Mujeres;44 Teruel;142
00A Covid-19 Virus identificado;Mujeres;45 Toledo;687
00A Covid-19 Virus identificado;Mujeres;46 Valencia/València;803
00A Covid-19 Virus identificado;Mujeres;47 Valladolid;552
00A Covid-19 Virus identificado;Mujeres;49 Zamora;239
00A Covid-19 Virus identificado;Mujeres;50 Zaragoza;953
00A Covid-19 Virus identificado;Mujeres;51 Ceuta;29
00A Covid-19 Virus identificado;Mujeres;52 Melilla;18
00A Covid-19 Virus identificado;Mujeres;Extranjero;22
00B Covid-19 Virus no identificado (sospechoso);Hombres;Total;6.419
00B Covid-19 Virus no identificado (sospechoso);Hombres;02 Albacete;193
00B Covid-19 Virus no identificado (sospechoso);Hombres;03 Alicante/Alacant;158
00B Covid-19 Virus no identificado (sospechoso);Hombres;04 Almería;18
00B Covid-19 Virus no identificado (sospechoso);Hombres;01 Araba/Álava;30
00B Covid-19 Virus no identificado (sospechoso);Hombres;33 Asturias;136
00B Covid-19 Virus no identificado (sospechoso);Hombres;05 Ávila;86
00B Covid-19 Virus no identificado (sospechoso);Hombres;06 Badajoz;47
00B Covid-19 Virus no identificado (sospechoso);Hombres;07 Balears, Illes;23
00B Covid-19 Virus no identificado (sospechoso);Hombres;08 Barcelona;1.099
00B Covid-19 Virus no identificado (sospechoso);Hombres;48 Bizkaia;86
00B Covid-19 Virus no identificado (sospechoso);Hombres;09 Burgos;69
00B Covid-19 Virus no identificado (sospechoso);Hombres;10 Cáceres;87
00B Covid-19 Virus no identificado (sospechoso);Hombres;11 Cádiz;29
00B Covid-19 Virus no identificado (sospechoso);Hombres;39 Cantabria;38
00B Covid-19 Virus no identificado (sospechoso);Hombres;12 Castellón/Castelló;36
00B Covid-19 Virus no identificado (sospechoso);Hombres;13 Ciudad Real;192
00B Covid-19 Virus no identificado (sospechoso);Hombres;14 Córdoba;43
00B Covid-19 Virus no identificado (sospechoso);Hombres;15 Coruña, A;22
00B Covid-19 Virus no identificado (sospechoso);Hombres;16 Cuenca;126
00B Covid-19 Virus no identificado (sospechoso);Hombres;20 Gipuzkoa;39
00B Covid-19 Virus no identificado (sospechoso);Hombres;17 Girona;78
00B Covid-19 Virus no identificado (sospechoso);Hombres;18 Granada;64
00B Covid-19 Virus no identificado (sospechoso);Hombres;19 Guadalajara;95
00B Covid-19 Virus no identificado (sospechoso);Hombres;21 Huelva;7
00B Covid-19 Virus no identificado (sospechoso);Hombres;22 Huesca;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;23 Jaén;75
00B Covid-19 Virus no identificado (sospechoso);Hombres;24 León;155
00B Covid-19 Virus no identificado (sospechoso);Hombres;25 Lleida;32
00B Covid-19 Virus no identificado (sospechoso);Hombres;27 Lugo;3
00B Covid-19 Virus no identificado (sospechoso);Hombres;28 Madrid;1.956
00B Covid-19 Virus no identificado (sospechoso);Hombres;29 Málaga;94
00B Covid-19 Virus no identificado (sospechoso);Hombres;30 Murcia;22
00B Covid-19 Virus no identificado (sospechoso);Hombres;31 Navarra;68
00B Covid-19 Virus no identificado (sospechoso);Hombres;32 Ourense;7
00B Covid-19 Virus no identificado (sospechoso);Hombres;34 Palencia;44
00B Covid-19 Virus no identificado (sospechoso);Hombres;35 Palmas, Las;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;36 Pontevedra;9
00B Covid-19 Virus no identificado (sospechoso);Hombres;26 Rioja, La;35
00B Covid-19 Virus no identificado (sospechoso);Hombres;37 Salamanca;153
00B Covid-19 Virus no identificado (sospechoso);Hombres;38 Santa Cruz de Tenerife;37
00B Covid-19 Virus no identificado (sospechoso);Hombres;40 Segovia;115
00B Covid-19 Virus no identificado (sospechoso);Hombres;41 Sevilla;25
00B Covid-19 Virus no identificado (sospechoso);Hombres;42 Soria;41
00B Covid-19 Virus no identificado (sospechoso);Hombres;43 Tarragona;85
00B Covid-19 Virus no identificado (sospechoso);Hombres;44 Teruel;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;45 Toledo;195
00B Covid-19 Virus no identificado (sospechoso);Hombres;46 Valencia/València;148
00B Covid-19 Virus no identificado (sospechoso);Hombres;47 Valladolid;117
00B Covid-19 Virus no identificado (sospechoso);Hombres;49 Zamora;55
00B Covid-19 Virus no identificado (sospechoso);Hombres;50 Zaragoza;85
00B Covid-19 Virus no identificado (sospechoso);Hombres;51 Ceuta;3
00B Covid-19 Virus no identificado (sospechoso);Hombres;52 Melilla;0
00B Covid-19 Virus no identificado (sospechoso);Hombres;Extranjero;8
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Total;8.062
00B Covid-19 Virus no identificado (sospechoso);Mujeres;02 Albacete;203
00B Covid-19 Virus no identificado (sospechoso);Mujeres;03 Alicante/Alacant;143
00B Covid-19 Virus no identificado (sospechoso);Mujeres;04 Almería;15
00B Covid-19 Virus no identificado (sospechoso);Mujeres;01 Araba/Álava;27
00B Covid-19 Virus no identificado (sospechoso);Mujeres;33 Asturias;130
00B Covid-19 Virus no identificado (sospechoso);Mujeres;05 Ávila;85
00B Covid-19 Virus no identificado (sospechoso);Mujeres;06 Badajoz;43
00B Covid-19 Virus no identificado (sospechoso);Mujeres;07 Balears, Illes;20
00B Covid-19 Virus no identificado (sospechoso);Mujeres;08 Barcelona;1.545
00B Covid-19 Virus no identificado (sospechoso);Mujeres;48 Bizkaia;97
00B Covid-19 Virus no identificado (sospechoso);Mujeres;09 Burgos;102
00B Covid-19 Virus no identificado (sospechoso);Mujeres;10 Cáceres;120
00B Covid-19 Virus no identificado (sospechoso);Mujeres;11 Cádiz;38
00B Covid-19 Virus no identificado (sospechoso);Mujeres;39 Cantabria;29
00B Covid-19 Virus no identificado (sospechoso);Mujeres;12 Castellón/Castelló;42
00B Covid-19 Virus no identificado (sospechoso);Mujeres;13 Ciudad Real;244
